iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,14,2259.4,14,2259.4,0,3,33,370.381,4.2,1,1,1,1,1,1,4.2
1,14,2081.46,14,2081.46,3,2,33,370.196,4.2,1,1,4.2,1,1,4.2,4.2
2,14,1814.12,14,1814.12,2,3,33,370.011,4.2,1,4.2,4.2,1,1,4.2,7.08
3,10,1593.42,10,1593.42,1,2,33,369.826,4.2,4.2,4.2,4.2,1,1,7.08,7.08
4,10,1587.75,10,1587.75,3,3,33,369.641,4.2,4.2,4.2,7.08,1,1,7.08,9.672
5,9,1559.96,9,1559.96,3,2,33,369.456,4.2,4.2,4.2,9.672,1,1,9.672,9.672
6,9,1546.55,9,1546.55,3,3,33,369.271,4.2,4.2,4.2,12.0048,1,1,9.672,12.0048
7,9,1546.55,9,1567.7,3,2,9,369.086,4.2,4.2,4.2,11.7043,1,1,9.6048,12.0048
8,9,1546.55,9,1570.87,3,2,9,368.902,4.2,4.2,4.2,11.4339,1,1,9.54432,12.0048
9,6,1551.72,6,1551.72,1,3,33,368.717,4.2,7.08,4.2,11.4339,1,1,9.54432,14.1043
10,6,1551.72,6,1551.72,3,3,0,368.533,4.2,7.08,4.2,10.2905,1,1,9.54432,12.6939
11,6,1551.72,6,1551.72,3,3,0,368.349,4.2,7.08,4.2,9.26145,1,1,9.54432,11.4245
12,6,1551.72,6,1977.5,1,2,9,368.165,4.2,7.272,4.2,9.26145,1,1,9.48989,11.4245
13,6,1551.72,6,1918.9,0,2,13,367.981,5.08,7.272,4.2,9.26145,1,1,9.8409,11.4245
14,6,1551.72,6,1873.98,0,2,13,367.797,5.872,7.272,4.2,9.26145,1,1,10.1568,11.4245
15,6,1551.72,6,1873.89,0,3,13,367.613,6.5848,7.272,4.2,9.26145,1,1,10.1568,11.582
16,6,1551.72,6,1611.62,2,2,13,367.429,6.5848,7.272,5.08,9.26145,1,1,10.4411,11.582
17,6,1551.72,6,1559.7,0,2,13,367.245,7.22632,7.272,5.08,9.26145,1,1,10.697,11.582
18,6,1551.72,6,1559.7,1,0,0,367.062,7.22632,6.5448,5.08,9.26145,0.9,1,10.697,11.582
19,6,1515.98,6,1515.98,0,2,33,366.878,9.80369,6.5448,5.08,9.26145,0.9,1,12.9273,11.582
20,6,1515.98,6,1515.98,0,3,0,366.695,8.82332,6.5448,5.08,9.26145,0.9,1,12.9273,10.4238
21,6,1447.52,6,1447.52,2,2,33,366.511,8.82332,6.5448,7.872,9.26145,0.9,1,14.9346,10.4238
22,6,1447.52,6,1447.52,0,3,0,366.328,7.94099,6.5448,7.872,9.26145,0.9,1,14.9346,9.38146
23,6,1430.68,6,1430.68,2,3,33,366.145,7.94099,6.5448,10.3848,9.26145,0.9,1,14.9346,11.7433
24,6,1430.68,6,1530.25,1,3,9,365.962,7.94099,6.79032,10.3848,9.26145,0.9,1,14.9346,11.469
25,6,1430.68,6,1578.56,3,3,9,365.779,7.94099,6.79032,10.3848,9.2353,0.9,1,14.9346,11.2221
26,6,1430.68,6,1578.56,2,2,0,365.596,7.94099,6.79032,9.34632,9.2353,0.9,1,13.4411,11.2221
27,6,1430.68,6,1585.79,3,3,9,365.413,7.94099,6.79032,9.34632,9.21177,0.9,1,13.4411,10.9999
28,6,1430.68,6,1443.36,2,2,13,365.23,7.94099,6.79032,9.71169,9.21177,0.9,1,13.397,10.9999
