iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,10,1728.97,10,1728.97,0,1,33,299.214,4.2,1,1,1,1,4.2,1,1
1,9,1548.4,9,1548.4,0,0,33,299.064,7.08,1,1,1,4.2,4.2,1,1
2,7,1619.44,7,1619.44,1,3,33,298.914,7.08,4.2,1,1,4.2,4.2,1,4.2
3,6,1513.83,6,1513.83,1,1,33,298.765,7.08,7.08,1,1,4.2,7.08,1,4.2
4,4,1488.11,4,1488.11,1,1,33,298.616,7.08,9.672,1,1,4.2,9.672,1,4.2
5,4,1488.11,4,1488.11,1,1,0,298.466,7.08,8.7048,1,1,4.2,8.7048,1,4.2
6,4,1431.2,4,1431.2,0,0,33,298.317,9.672,8.7048,1,1,7.08,8.7048,1,4.2
7,4,1397.27,4,1397.27,1,3,33,298.168,9.672,11.1343,1,1,7.08,8.7048,1,7.08
8,4,1352.95,4,1352.95,0,2,33,298.019,12.0048,11.1343,1,1,7.08,8.7048,4.2,7.08
9,4,1352.95,4,1621.69,1,1,9,297.87,12.0048,10.9209,1,1,7.08,8.73432,4.2,7.08
10,4,1321.88,4,1321.88,0,2,33,297.721,14.1043,10.9209,1,1,7.08,8.73432,7.08,7.08
11,4,1313.88,4,1313.88,0,2,33,297.572,15.9939,10.9209,1,1,7.08,8.73432,9.672,7.08
12,4,1313.88,4,1561.97,1,2,9,297.423,15.9939,10.7288,1,1,7.08,8.73432,9.6048,7.08
13,4,1313.88,4,1561.97,1,3,0,297.274,15.9939,9.65592,1,1,7.08,8.73432,9.6048,6.372
14,4,1313.88,4,1605.78,1,2,9,297.126,15.9939,9.59033,1,1,7.08,8.73432,9.54432,6.372
15,4,1313.88,4,1586.97,0,0,13,296.977,15.6945,9.59033,1,1,7.672,8.73432,9.54432,6.372
16,4,1313.88,4,1591.23,1,2,9,296.829,15.6945,9.53129,1,1,7.672,8.73432,9.48989,6.372
17,4,1313.88,4,1591.23,0,3,0,296.68,14.125,9.53129,1,1,7.672,8.73432,9.48989,5.7348
18,4,1313.88,4,1591.23,1,1,0,296.532,14.125,8.57817,1,1,7.672,7.86089,9.48989,5.7348
19,4,1313.88,4,1603.4,0,0,9,296.384,13.6125,8.57817,1,1,7.8048,7.86089,9.48989,5.7348
20,4,1313.88,4,1611.89,0,1,9,296.236,13.1513,8.57817,1,1,7.8048,7.9748,9.48989,5.7348
21,4,1313.88,4,1547.19,0,0,13,296.087,13.1362,8.57817,1,1,8.32432,7.9748,9.48989,5.7348
22,4,1313.88,4,1497.54,1,0,13,295.939,13.1362,9.02035,1,1,8.79189,7.9748,9.48989,5.7348
23,4,1313.88,4,1497.54,0,0,0,295.791,11.8225,9.02035,1,1,7.9127,7.9748,9.48989,5.7348
24,4,1313.88,4,1489.38,1,1,13,295.644,11.8225,9.41831,1,1,7.9127,8.47732,9.48989,5.7348
25,4,1313.88,4,1464.07,0,1,13,295.496,11.9403,9.41831,1,1,7.9127,8.92959,9.48989,5.7348
26,4,1313.88,4,1368.13,2,0,13,295.348,11.9403,9.41831,2.2,1,8.42143,8.92959,9.48989,5.7348
27,4,1313.88,4,1349.62,0,2,13,295.2,12.0463,9.41831,2.2,1,8.42143,8.92959,9.8409,5.7348
28,4,1313.88,4,1349.62,1,1,0,295.053,12.0463,8.47648,2.2,1,8.42143,8.03663,9.8409,5.7348
29,4,1313.88,4,1334.65,0,1,13,294.905,12.1416,8.47648,2.2,1,8.42143,8.53297,9.8409,5.7348
30,4,1313.88,4,1338.03,0,2,9,294.758,11.8275,8.47648,2.2,1,8.42143,8.53297,9.75681,5.7348
31,4,1313.88,4,1395.96,0,0,9,294.61,11.5447,8.47648,2.2,1,8.47929,8.53297,9.75681,5.7348
32,4,1313.88,4,1530.71,1,2,9,294.463,11.5447,8.52883,2.2,1,8.47929,8.53297,9.68113,5.7348
33,4,1313.88,4,1604.03,1,2,9,294.316,11.5447,8.57595,2.2,1,8.47929,8.53297,9.61302,5.7348
34,4,1313.88,4,1604.03,0,3,0,294.169,10.3903,8.57595,2.2,1,8.47929,8.53297,9.61302,5.16132
35,4,1313.88,4,1604.03,0,0,0,294.022,9.35123,8.57595,2.2,1,7.63136,8.53297,9.61302,5.16132
36,4,1313.88,4,1587.72,0,1,13,293.875,9.7161,8.57595,2.2,1,7.63136,8.97967,9.61302,5.16132
37,4,1313.88,4,1658.18,1,0,9,293.728,9.7161,8.61836,2.2,1,7.76822,8.97967,9.61302,5.16132
38,4,1313.88,4,1691.58,1,3,9,293.581,9.7161,8.65652,2.2,1,7.76822,8.97967,9.61302,5.54519
39,4,1313.88,4,1598.76,0,1,13,293.434,10.0445,8.65652,2.2,1,7.76822,9.3817,9.61302,5.54519
40,4,1313.88,4,1598.76,1,2,0,293.287,10.0445,7.79087,2.2,1,7.76822,9.3817,8.65171,5.54519
41,4,1313.88,4,1598.76,0,3,0,293.141,9.04004,7.79087,2.2,1,7.76822,9.3817,8.65171,4.99067
42,4,1313.88,4,1627.81,0,0,9,292.994,9.03604,7.79087,2.2,1,7.8914,9.3817,8.65171,4.99067
43,4,1313.88,4,1663.96,1,2,9,292.848,9.03604,7.91178,2.2,1,7.8914,9.3817,8.68654,4.99067
44,4,1313.88,4,1622.93,1,2,13,292.701,9.03604,8.4206,2.2,1,7.8914,9.3817,9.11789,4.99067
45,4,1313.88,4,1581.61,0,1,13,292.555,9.43244,8.4206,2.2,1,7.8914,9.74353,9.11789,4.99067
46,4,1313.88,4,1523.93,1,2,13,292.408,9.43244,8.87854,2.2,1,7.8914,9.74353,9.5061,4.99067
