iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,14,1346.99,14,1346.99,2,3,33,217.179,1,1,4.2,1,1,1,1,4.2
1,14,1274.9,14,1274.9,2,2,33,217.07,1,1,7.08,1,1,1,4.2,4.2
2,12,1241.67,12,1241.67,2,1,33,216.962,1,1,9.672,1,1,4.2,4.2,4.2
3,12,1241.67,12,1241.67,3,3,0,216.853,1,1,9.672,0.9,1,4.2,4.2,3.78
4,12,1240.36,12,1240.36,2,2,33,216.745,1,1,12.0048,0.9,1,4.2,7.08,3.78
5,12,1240.36,12,1310.61,0,3,9,216.636,1.8,1,12.0048,0.9,1,4.2,7.08,4.302
6,12,1240.36,12,1310.38,2,3,13,216.528,1.8,1,12.1043,0.9,1,4.2,7.08,5.1718
7,11,1212.53,11,1212.53,2,2,33,216.42,1.8,1,14.1939,0.9,1,4.2,9.672,5.1718
8,11,1169.91,11,1169.91,2,2,33,216.311,1.8,1,16.0745,0.9,1,4.2,12.0048,5.1718
9,11,1169.91,11,1208.95,2,1,9,216.203,1.8,1,15.367,0.9,1,4.68,12.0048,5.1718
10,11,1169.91,11,1208.95,2,3,0,216.095,1.8,1,13.8303,0.9,1,4.68,12.0048,4.65462
11,11,1169.91,11,1193.29,2,2,13,215.987,1.8,1,13.7473,0.9,1,4.68,12.1043,4.65462
12,11,1169.91,11,1193.29,2,1,0,215.879,1.8,1,12.3726,0.9,1,4.212,12.1043,4.65462
13,11,1169.91,11,1217.48,2,2,9,215.771,1.8,1,12.0353,0.9,1,4.212,11.7939,4.65462
14,11,1169.91,11,1191.07,2,2,13,215.663,1.8,1,12.1318,0.9,1,4.212,11.9145,4.65462
15,11,1169.91,11,1191.07,2,3,0,215.556,1.8,1,10.9186,0.9,1,4.212,11.9145,4.18916
16,11,1157.55,11,1157.55,2,2,33,215.448,1.8,1,13.1267,0.9,1,4.212,14.023,4.18916
17,11,1142.61,11,1142.61,2,2,33,215.34,1.8,1,15.1141,0.9,1,4.212,15.9207,4.18916
18,11,1139.64,11,1139.64,2,2,33,215.232,1.8,1,16.9027,0.9,1,4.212,17.6287,4.18916
