iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,12,1483.29,12,1483.29,2,2,33,253.137,1,1,4.2,1,1,1,4.2,1
1,12,1483.29,12,1483.29,2,3,0,253.01,1,1,3.78,1,1,1,4.2,0.9
2,12,1483.29,12,1483.29,3,0,0,252.884,1,1,3.78,0.9,0.9,1,4.2,0.9
3,12,1468.93,12,1468.93,0,3,33,252.758,4.2,1,3.78,0.9,0.9,1,4.2,4.11
4,12,1450.42,12,1450.42,0,2,33,252.631,7.08,1,3.78,0.9,0.9,1,7.08,4.11
5,12,1445.57,12,1445.57,2,2,33,252.505,7.08,1,6.702,0.9,0.9,1,9.672,4.11
6,12,1445.57,12,1445.57,2,3,0,252.379,7.08,1,6.0318,0.9,0.9,1,9.672,3.699
7,12,1445.57,12,1445.57,0,2,13,252.252,7.672,1,6.0318,0.9,0.9,1,10.0048,3.699
8,12,1445.57,12,1532.03,0,1,9,252.126,7.8048,1,6.0318,0.9,0.9,1.8,10.0048,3.699
9,12,1445.57,12,1569.76,0,1,9,252,7.92432,1,6.0318,0.9,0.9,2.52,10.0048,3.699
10,12,1445.57,12,1569.76,2,3,0,251.874,7.92432,1,5.42862,0.9,0.9,2.52,10.0048,3.3291
11,12,1445.57,12,1569.76,2,3,0,251.748,7.92432,1,4.88576,0.9,0.9,2.52,10.0048,2.99619
12,12,1445.57,12,1528.11,0,0,13,251.622,8.43189,1,4.88576,0.9,2.11,2.52,10.0048,2.99619
13,11,1505.97,11,1505.97,3,2,33,251.497,8.43189,1,4.88576,4.11,2.11,2.52,12.3043,2.99619
14,11,1505.97,11,1505.97,0,3,0,251.371,7.5887,1,4.88576,4.11,2.11,2.52,12.3043,2.69657
15,11,1505.97,11,1505.97,2,0,0,251.245,7.5887,1,4.39718,4.11,1.899,2.52,12.3043,2.69657
16,11,1505.97,11,1505.97,0,2,0,251.12,6.82983,1,4.39718,4.11,1.899,2.52,11.0739,2.69657
17,11,1505.97,11,1505.97,3,3,0,250.994,6.82983,1,4.39718,3.699,1.899,2.52,11.0739,2.42691
18,11,1505.97,11,1505.97,0,3,0,250.868,6.14685,1,4.39718,3.699,1.899,2.52,11.0739,2.18422
19,11,1505.97,11,1505.97,0,0,0,250.743,5.53216,1,4.39718,3.699,1.7091,2.52,11.0739,2.18422
20,11,1469.62,11,1469.62,2,2,33,250.618,5.53216,1,7.25746,3.699,1.7091,2.52,13.2665,2.18422
21,11,1458.83,11,1458.83,3,2,33,250.492,5.53216,1,7.25746,6.6291,1.7091,2.52,15.2398,2.18422
22,11,1401.76,11,1401.76,0,2,33,250.367,8.27895,1,7.25746,6.6291,1.7091,2.52,17.0159,2.18422
23,11,1397.97,11,1397.97,0,2,33,250.242,10.7511,1,7.25746,6.6291,1.7091,2.52,18.6143,2.18422
24,11,1397.97,11,1398.05,3,2,9,250.117,10.7511,1,7.25746,6.86619,1.7091,2.52,17.6529,2.18422
25,11,1397.97,11,1398.05,0,3,0,249.992,9.67595,1,7.25746,6.86619,1.7091,2.52,17.6529,1.9658
26,11,1391.63,11,1391.63,3,2,33,249.867,9.67595,1,7.25746,9.47957,1.7091,2.52,19.1876,1.9658
27,11,1349.49,11,1349.49,0,2,33,249.742,12.0084,1,7.25746,9.47957,1.7091,2.52,20.5688,1.9658
