iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,8,1281.78,8,1281.78,0,1,33,214.254,4.2,1,1,1,1,4.2,1,1
1,5,1002.87,5,1002.87,0,1,33,214.147,7.08,1,1,1,1,7.08,1,1
2,5,989.758,5,989.758,3,1,33,214.04,7.08,1,1,4.2,1,9.672,1,1
3,5,971.931,5,971.931,3,1,33,213.933,7.08,1,1,7.08,1,12.0048,1,1
4,5,971.931,5,976.829,3,1,9,213.826,7.08,1,1,7.272,1,11.7043,1,1
5,5,971.931,5,972.992,0,1,13,213.719,7.672,1,1,7.272,1,11.8339,1,1
6,5,970.158,5,970.158,0,1,33,213.612,10.2048,1,1,7.272,1,13.9505,1,1
7,5,946.517,5,946.517,3,1,33,213.505,10.2048,1,1,9.8448,1,15.8554,1,1
8,5,936.061,5,936.061,3,1,33,213.399,10.2048,1,1,12.1603,1,17.5699,1,1
9,5,935.041,5,935.041,0,1,33,213.292,12.4843,1,1,12.1603,1,19.1129,1,1
10,5,935.041,5,936.564,0,1,9,213.185,12.1359,1,1,12.1603,1,18.1016,1,1
11,5,929.362,5,929.362,0,1,33,213.079,14.2223,1,1,12.1603,1,19.5915,1,1
12,5,926.362,5,926.362,0,1,33,212.972,16.1001,1,1,12.1603,1,20.9323,1,1
13,5,919.986,5,919.986,0,1,33,212.866,17.7901,1,1,12.1603,1,22.1391,1,1
14,5,797.591,5,797.591,3,1,33,212.759,17.7901,1,1,14.2443,1,23.2252,1,1
15,5,763.836,5,763.836,0,1,33,212.653,19.3111,1,1,14.2443,1,24.2027,1,1
16,5,761.642,5,761.642,3,1,33,212.547,19.3111,1,1,16.1199,1,25.0824,1,1
17,4,708.607,4,708.607,0,1,33,212.44,20.68,1,1,16.1199,1,25.8742,1,1
18,4,702.493,4,702.493,3,3,33,212.334,20.68,1,1,17.8079,1,25.8742,1,4.2
19,4,693.235,4,693.235,3,1,33,212.228,20.68,1,1,19.3271,1,26.5867,1,4.2
20,4,693.235,4,693.235,0,1,13,212.122,19.912,1,1,19.3271,1,25.2281,1,4.2
21,4,693.235,4,693.235,0,1,13,212.016,19.2208,1,1,19.3271,1,24.0053,1,4.2
22,4,693.235,4,693.235,3,2,0,211.91,19.2208,1,1,17.3944,1,24.0053,0.9,4.2
23,4,693.235,4,693.235,3,1,13,211.804,19.2208,1,1,16.9549,1,22.9047,0.9,4.2
24,4,693.235,4,693.235,0,1,13,211.698,18.5987,1,1,16.9549,1,21.9143,0.9,4.2
25,4,693.179,4,693.179,0,3,33,211.592,20.0388,1,1,16.9549,1,21.9143,0.9,7.08
26,4,692.993,4,692.993,3,1,33,211.486,20.0388,1,1,18.5594,1,23.0228,0.9,7.08
27,4,692.993,4,692.993,0,1,13,211.38,19.3349,1,1,18.5594,1,22.0205,0.9,7.08
28,4,689.904,4,689.904,3,1,33,211.275,19.3349,1,1,20.0035,1,23.1185,0.9,7.08
29,4,689.801,4,689.801,0,1,33,211.169,20.7014,1,1,20.0035,1,24.1066,0.9,7.08
30,4,645.298,4,645.298,3,1,33,211.064,20.7014,1,1,21.3032,1,24.996,0.9,7.08
31,4,645.298,4,645.298,3,1,13,210.958,20.7014,1,1,20.4728,1,23.7964,0.9,7.08
32,4,645.298,4,645.298,3,3,13,210.853,20.7014,1,1,19.7256,1,23.7964,0.9,7.672
33,4,645.298,4,645.298,3,1,13,210.747,20.7014,1,1,19.053,1,22.7167,0.9,7.672
34,4,645.298,4,645.298,3,1,13,210.642,20.7014,1,1,18.4477,1,21.7451,0.9,7.672
35,4,645.298,4,718.667,3,3,9,210.536,20.7014,1,1,17.5029,1,21.7451,0.9,7.8048
36,4,645.298,4,718.609,0,3,13,210.431,19.9313,1,1,17.5029,1,21.7451,0.9,8.32432
37,4,645.298,4,695.822,0,1,13,210.326,19.2382,1,1,17.5029,1,20.8706,0.9,8.32432
38,4,645.298,4,693.405,0,1,13,210.221,18.6144,1,1,17.5029,1,20.0835,0.9,8.32432
39,4,645.298,4,693.405,0,1,9,210.116,17.6529,1,1,17.5029,1,18.9752,0.9,8.32432
40,4,645.298,4,659.721,0,1,13,210.011,17.1876,1,1,17.5029,1,18.3776,0.9,8.32432
41,4,645.298,4,660.733,3,3,9,209.906,17.1876,1,1,16.6526,1,18.3776,0.9,8.39189
42,4,645.298,4,653.343,3,1,13,209.801,17.1876,1,1,16.2874,1,17.8399,0.9,8.39189
43,4,645.298,4,652.33,3,1,13,209.696,17.1876,1,1,15.9586,1,17.3559,0.9,8.39189
44,4,645.298,4,651.919,0,1,13,209.591,16.7689,1,1,15.9586,1,16.9203,0.9,8.39189
45,4,640.575,4,640.575,3,3,33,209.486,16.7689,1,1,17.6628,1,16.9203,0.9,10.8527
46,4,636.351,4,636.351,0,1,33,209.381,18.392,1,1,17.6628,1,18.5283,0.9,10.8527
47,4,635.037,4,635.037,3,3,33,209.277,18.392,1,1,19.1965,1,18.5283,0.9,13.0674
48,4,635.037,4,635.037,0,1,13,209.172,17.8528,1,1,19.1965,1,17.9754,0.9,13.0674
49,4,633.982,4,633.982,0,1,33,209.067,19.3675,1,1,19.1965,1,19.4779,0.9,13.0674
50,4,633.982,4,633.982,0,1,13,208.963,18.7307,1,1,19.1965,1,18.8301,0.9,13.0674
51,4,633.982,4,633.982,0,2,13,208.858,18.1577,1,1,19.1965,1,18.8301,2.11,13.0674
52,4,633.982,4,633.982,3,3,13,208.754,18.1577,1,1,18.5768,1,18.8301,2.11,13.0607
53,4,633.982,4,633.982,3,0,13,208.65,18.1577,1,1,18.0192,2.2,18.8301,2.11,13.0607
54,4,633.982,4,642.948,3,0,9,208.545,18.1577,1,1,17.1172,2.88,18.8301,2.11,13.0607
55,4,633.982,4,647.347,0,3,9,208.441,17.2419,1,1,17.1172,2.88,18.8301,2.11,12.6546
56,4,633.982,4,649.009,0,3,9,208.337,16.4177,1,1,17.1172,2.88,18.8301,2.11,12.2892
57,4,633.982,4,647.445,3,1,13,208.233,16.4177,1,1,16.7055,2.88,18.2471,2.11,12.2892
