iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,10,1488.45,10,1488.45,3,1,33,228.48,1,1,1,4.2,1,4.2,1,1
1,10,1392.07,10,1392.07,3,1,33,228.365,1,1,1,7.08,1,7.08,1,1
2,10,1251.45,10,1251.45,3,0,33,228.251,1,1,1,9.672,4.2,7.08,1,1
3,10,1084.38,10,1084.38,3,1,33,228.137,1,1,1,12.0048,4.2,9.672,1,1
4,9,1041.18,9,1041.18,3,1,33,228.023,1,1,1,14.1043,4.2,12.0048,1,1
5,9,1028.02,9,1028.02,3,1,33,227.909,1,1,1,15.9939,4.2,14.1043,1,1
6,9,1024.14,9,1024.14,3,1,33,227.795,1,1,1,17.6945,4.2,15.9939,1,1
7,9,984.083,9,984.083,3,0,33,227.681,1,1,1,19.225,7.08,15.9939,1,1
8,9,970.795,9,970.795,3,1,33,227.567,1,1,1,20.6025,7.08,17.6945,1,1
9,9,948.138,9,948.138,3,0,33,227.454,1,1,1,21.8423,9.672,17.6945,1,1
10,9,935.869,9,935.869,3,1,33,227.34,1,1,1,22.9581,9.672,19.225,1,1
11,8,907.014,8,907.014,3,1,33,227.226,1,1,1,23.9623,9.672,20.6025,1,1
12,8,907.014,8,907.014,3,1,13,227.113,1,1,1,22.866,9.672,19.8423,1,1
13,8,903.348,8,903.348,3,1,33,226.999,1,1,1,23.8794,9.672,21.1581,1,1
14,8,896.329,8,896.329,3,1,33,226.886,1,1,1,24.7915,9.672,22.3423,1,1
15,8,878.393,8,878.393,3,1,33,226.772,1,1,1,25.6123,9.672,23.408,1,1
16,5,878.248,5,878.248,1,1,33,226.659,1,4.2,1,25.6123,9.672,24.3672,1,1
17,5,877.25,5,877.25,3,1,33,226.545,1,4.2,1,26.3511,9.672,25.2305,1,1
18,5,838.454,5,838.454,3,1,33,226.432,1,4.2,1,27.016,9.672,26.0075,1,1
19,5,828.686,5,828.686,3,2,33,226.319,1,4.2,1,27.6144,9.672,26.0075,4.2,1
20,5,828.686,5,882.993,3,0,9,226.206,1,4.2,1,25.753,9.6048,26.0075,4.2,1
21,5,828.686,5,894.114,3,1,9,226.093,1,4.2,1,24.0777,9.6048,24.3067,4.2,1
22,5,828.686,5,869.679,3,1,13,225.98,1,4.2,1,22.9699,9.6048,23.176,4.2,1
23,5,828.686,5,855.35,3,1,13,225.867,1,4.2,1,21.9729,9.6048,22.1584,4.2,1
24,5,822.92,5,822.92,3,1,33,225.754,1,4.2,1,23.0756,9.6048,23.2426,4.2,1
25,4,768.816,4,768.816,1,1,33,225.641,1,7.08,1,23.0756,9.6048,24.2183,4.2,1
26,4,768.816,4,860.7,1,0,9,225.528,1,7.272,1,23.0756,9.54432,24.2183,4.2,1
27,4,768.816,4,860.7,1,1,0,225.415,1,6.5448,1,23.0756,9.54432,21.7965,4.2,1
28,4,768.816,4,835.678,3,0,13,225.302,1,6.5448,1,22.0681,9.88989,21.7965,4.2,1
29,4,768.816,4,835.678,1,0,0,225.19,1,5.89032,1,22.0681,8.9009,21.7965,4.2,1
30,4,768.816,4,811.343,3,1,13,225.077,1,5.89032,1,21.1612,8.9009,20.9168,4.2,1
31,4,768.816,4,794.14,3,1,13,224.965,1,5.89032,1,20.3451,8.9009,20.1252,4.2,1
32,4,768.816,4,794.14,3,0,9,224.852,1,5.89032,1,19.2106,8.91081,20.1252,4.2,1
33,4,768.816,4,794.14,3,1,0,224.74,1,5.89032,1,17.2895,8.91081,18.1126,4.2,1
