iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,21,1778.95,21,1778.95,3,1,33,15283.2,1,1,1,4.2,1,4.2,1,1
1,21,1775.68,21,1775.68,3,1,33,15275.6,1,1,1,7.08,1,7.08,1,1
2,19,1378.66,19,1378.66,2,1,33,15268,1,1,4.2,7.08,1,9.672,1,1
3,16,1235.46,16,1235.46,0,1,33,15260.3,4.2,1,4.2,7.08,1,12.0048,1,1
4,15,1195.66,15,1195.66,3,1,33,15252.7,4.2,1,4.2,9.672,1,14.1043,1,1
5,14,1164.96,14,1164.96,0,1,33,15245.1,7.08,1,4.2,9.672,1,15.9939,1,1
6,14,1162.42,14,1162.42,3,1,33,15237.4,7.08,1,4.2,12.0048,1,17.6945,1,1
7,14,1162.42,14,1162.42,3,1,33,15229.8,7.08,1,4.2,14.1043,1,19.225,1,1
8,11,982.685,11,982.685,0,1,33,15222.2,9.672,1,4.2,14.1043,1,20.6025,1,1
9,11,891.037,11,891.037,2,3,33,15214.6,9.672,1,7.08,14.1043,1,20.6025,1,4.2
10,11,891.037,11,891.037,0,1,33,15207,12.0048,1,7.08,14.1043,1,21.8423,1,4.2
11,11,891.037,11,891.037,2,1,33,15199.4,12.0048,1,9.672,14.1043,1,22.9581,1,4.2
12,10,828.937,10,828.937,0,1,33,15191.8,14.1043,1,9.672,14.1043,1,23.9623,1,4.2
13,10,828.937,10,874.308,1,0,9,15184.2,14.1043,1.8,9.672,14.1043,1.8,23.9623,1,4.2
14,10,828.937,10,968.158,1,1,9,15176.6,14.1043,2.52,9.672,14.1043,1.8,22.466,1,4.2
15,10,828.937,11,885.725,2,1,9,15169,14.1043,2.52,9.6048,14.1043,1.8,21.1194,1,4.2
16,10,828.937,11,885.725,3,1,9,15161.4,14.1043,2.52,9.6048,13.5939,1.8,19.9075,1,4.2
17,10,828.937,11,885.725,3,1,9,15153.9,14.1043,2.52,9.6048,13.1345,1.8,18.8167,1,4.2
18,10,828.937,10,968.517,1,1,13,15146.3,14.1043,3.568,9.6048,13.1345,1.8,18.2351,1,4.2
19,10,828.937,10,959.385,3,3,13,15138.7,14.1043,3.568,9.6048,13.121,1.8,18.2351,1,5.08
20,10,828.937,10,959.385,3,1,0,15131.1,14.1043,3.568,9.6048,11.8089,1.8,16.4116,1,5.08
21,10,828.937,10,959.385,2,1,0,15123.6,14.1043,3.568,8.64432,11.8089,1.8,14.7704,1,5.08
22,10,828.937,10,958.791,0,1,13,15116,13.9939,3.568,8.64432,11.8089,1.8,14.5934,1,5.08
23,10,828.937,10,891.537,3,2,13,15108.4,13.9939,3.568,8.64432,11.928,1.8,14.5934,2.2,5.08
24,10,828.937,10,828.937,2,1,33,15100.9,13.9939,3.568,11.0799,11.928,1.8,16.434,2.2,5.08
25,10,828.937,10,828.937,0,1,33,15093.3,15.8945,3.568,11.0799,11.928,1.8,18.0906,2.2,5.08
26,10,828.937,10,828.937,3,3,0,15085.8,15.8945,3.568,11.0799,10.7352,1.8,18.0906,2.2,4.572
27,10,828.937,10,828.937,3,1,33,15078.3,15.8945,3.568,11.0799,12.9617,1.8,19.5816,2.2,4.572
28,10,828.937,10,828.937,0,2,33,15070.7,17.605,3.568,11.0799,12.9617,1.8,19.5816,5.28,4.572
29,10,828.937,10,828.937,2,1,33,15063.2,17.605,3.568,13.2719,12.9617,1.8,20.9234,5.28,4.572
30,10,828.937,10,828.937,0,1,33,15055.6,19.1445,3.568,13.2719,12.9617,1.8,22.1311,5.28,4.572
31,10,828.937,10,828.937,3,1,33,15048.1,19.1445,3.568,13.2719,14.9655,1.8,23.218,5.28,4.572
32,10,828.937,10,828.937,3,1,33,15040.6,19.1445,3.568,13.2719,16.769,1.8,24.1962,5.28,4.572
33,10,828.937,10,833.243,1,1,9,15033.1,19.1445,4.1112,13.2719,16.769,1.8,22.6765,5.28,4.572
34,10,828.937,10,828.937,3,1,33,15025.6,19.1445,4.1112,13.2719,18.3921,1.8,23.7089,5.28,4.572
35,10,828.937,11,957.667,1,2,9,15018,19.1445,4.60008,13.2719,18.3921,1.8,23.7089,5.652,4.572
36,10,828.937,11,892.58,2,1,13,15010.5,19.1445,4.60008,13.2447,18.3921,1.8,22.638,5.652,4.572
37,10,828.937,11,892.467,3,2,13,15003,19.1445,4.60008,13.2447,17.8529,1.8,22.638,6.3868,4.572
38,10,828.937,11,899.72,2,0,9,14995.5,19.1445,4.60008,12.8202,17.8529,2.52,22.638,6.3868,4.572
