iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,7,1246.86,7,1246.86,2,2,33,206.235,1,1,4.2,1,1,1,4.2,1
1,7,1193.82,7,1193.82,2,2,33,206.132,1,1,7.08,1,1,1,7.08,1
2,7,1149.83,7,1149.83,3,2,33,206.029,1,1,7.08,4.2,1,1,9.672,1
3,7,1084.49,7,1084.49,3,2,33,205.926,1,1,7.08,7.08,1,1,12.0048,1
4,7,1049.6,7,1049.6,2,2,33,205.823,1,1,9.672,7.08,1,1,14.1043,1
5,7,1049.6,7,1056.88,3,2,9,205.72,1,1,9.672,7.272,1,1,13.5939,1
6,7,1034.87,7,1034.87,3,2,33,205.617,1,1,9.672,9.8448,1,1,15.5345,1
7,7,1034.87,7,1038.41,3,2,9,205.514,1,1,9.672,9.76032,1,1,14.881,1
8,7,1017.09,7,1017.09,2,2,33,205.412,1,1,12.0048,9.76032,1,1,16.6929,1
9,7,1006.11,7,1006.11,2,2,33,205.309,1,1,14.1043,9.76032,1,1,18.3236,1
10,7,965.529,7,965.529,2,2,33,205.206,1,1,15.9939,9.76032,1,1,19.7913,1
11,7,959.713,7,959.713,3,2,33,205.104,1,1,15.9939,12.0843,1,1,21.1122,1
12,7,937.834,7,937.834,3,2,33,205.001,1,1,15.9939,14.1759,1,1,22.3009,1
13,7,937.834,7,942.975,3,2,9,204.899,1,1,15.9939,13.6583,1,1,20.9708,1
14,7,930.735,7,930.735,3,2,33,204.796,1,1,15.9939,15.5924,1,1,22.1738,1
15,7,930.735,7,937.353,3,2,9,204.694,1,1,15.9939,14.9332,1,1,20.8564,1
16,7,930.735,7,936.075,3,2,13,204.591,1,1,15.9939,14.7399,1,1,20.0707,1
17,7,930.735,7,933.981,3,0,13,204.489,1,1,15.9939,14.5659,2.2,1,20.0707,1
18,7,930.735,7,934.441,3,2,9,204.387,1,1,15.9939,14.0093,2.2,1,18.9637,1
19,7,930.735,7,944.883,2,2,9,204.285,1,1,15.2945,14.0093,2.2,1,17.9673,1
20,7,930.33,7,930.33,3,2,33,204.182,1,1,15.2945,15.9084,2.2,1,19.4706,1
21,7,930.33,7,935.087,3,2,9,204.08,1,1,15.2945,15.2175,2.2,1,18.4235,1
22,7,930.33,7,935.087,3,2,9,203.978,1,1,15.2945,14.5958,2.2,1,17.4812,1
23,7,930.33,7,938.716,3,2,9,203.876,1,1,15.2945,14.0362,2.2,1,16.633,1
24,7,930.33,7,932.864,2,2,13,203.774,1,1,15.065,14.0362,2.2,1,16.2697,1
25,7,930.33,7,932.864,3,2,9,203.673,1,1,15.065,13.5326,2.2,1,15.5428,1
26,7,930.33,7,937.323,2,2,9,203.571,1,1,14.4585,13.5326,2.2,1,14.8885,1
27,7,930.33,7,938.839,0,1,9,203.469,1.8,1,14.4585,13.5326,2.2,1.8,14.8885,1
28,7,930.33,7,936.808,3,2,13,203.367,1.8,1,14.4585,13.4793,2.2,1.8,14.6996,1
29,7,930.33,7,936.411,3,2,13,203.265,1.8,1,14.4585,13.4314,2.2,1.8,14.5297,1
30,7,920.996,7,920.996,2,0,33,203.164,1.8,1,16.3127,13.4314,5.28,1.8,14.5297,1
31,7,920.27,7,920.27,3,3,33,203.062,1.8,1,16.3127,15.3883,5.28,1.8,14.5297,4.2
32,7,909.541,7,909.541,3,0,33,202.961,1.8,1,16.3127,17.1494,8.052,1.8,14.5297,4.2
33,4,1020.4,4,1020.4,1,2,33,202.859,1.8,4.2,16.3127,17.1494,8.052,1.8,16.3767,4.2
34,4,939.163,4,939.163,2,1,33,202.758,1.8,4.2,17.9814,17.1494,8.052,4.92,16.3767,4.2
35,4,931.621,4,931.621,2,1,33,202.656,1.8,4.2,19.4833,17.1494,8.052,7.728,16.3767,4.2
36,4,931.621,4,931.621,2,3,0,202.555,1.8,4.2,17.535,17.1494,8.052,7.728,16.3767,3.78
37,4,919.988,4,919.988,3,0,33,202.454,1.8,4.2,17.535,18.7345,10.5468,7.728,16.3767,3.78
38,4,914.2,4,914.2,3,3,33,202.353,1.8,4.2,17.535,20.161,10.5468,7.728,16.3767,6.702
39,4,913.265,4,913.265,2,2,33,202.251,1.8,4.2,19.0815,20.161,10.5468,7.728,18.039,6.702
40,4,913.265,4,949.78,3,0,9,202.15,1.8,4.2,19.0815,19.0449,10.3921,7.728,18.039,6.702
41,4,910.127,4,910.127,2,2,33,202.049,1.8,4.2,20.4733,19.0449,10.3921,7.728,19.5351,6.702
42,4,910.127,4,929.801,3,2,9,201.948,1.8,4.2,20.4733,18.0404,10.3921,7.728,18.4816,6.702
43,4,910.127,4,921.929,3,1,13,201.847,1.8,4.2,20.4733,17.5364,10.3921,8.2552,18.4816,6.702
44,4,909.179,4,909.179,3,1,33,201.746,1.8,4.2,20.4733,19.0828,10.3921,10.7297,18.4816,6.702
45,4,909.179,4,909.179,3,2,13,201.645,1.8,4.2,20.4733,18.4745,10.3921,10.7297,17.9335,6.702
46,4,909.179,4,920.15,2,0,9,201.545,1.8,4.2,19.326,18.4745,10.2529,10.7297,17.9335,6.702
47,4,909.179,4,941.599,2,1,9,201.444,1.8,4.2,18.2934,18.4745,10.2529,10.5567,17.9335,6.702
48,4,898.508,4,898.508,2,2,33,201.343,1.8,4.2,19.764,18.4745,10.2529,10.5567,19.4401,6.702
49,3,1072.16,3,1072.16,1,0,33,201.242,1.8,7.08,19.764,18.4745,12.5276,10.5567,19.4401,6.702
50,3,962.238,3,962.238,2,1,33,201.142,1.8,7.08,21.0876,18.4745,12.5276,12.801,19.4401,6.702
51,3,951.731,3,951.731,2,1,33,201.041,1.8,7.08,22.2789,18.4745,12.5276,14.8209,19.4401,6.702
52,3,945.264,3,945.264,2,2,33,200.941,1.8,7.08,23.351,18.4745,12.5276,14.8209,20.7961,6.702
53,3,935.774,3,935.774,3,2,33,200.84,1.8,7.08,23.351,19.927,12.5276,14.8209,22.0165,6.702
54,3,935.774,3,935.774,2,3,0,200.74,1.8,7.08,21.0159,19.927,12.5276,14.8209,22.0165,6.0318
55,3,935.774,3,943.019,2,3,9,200.639,1.8,7.08,19.8143,19.927,12.5276,14.8209,22.0165,6.32862
56,3,935.332,3,935.332,2,1,33,200.539,1.8,7.08,21.1329,19.927,12.5276,16.6388,22.0165,6.32862
57,3,935.332,3,935.332,3,3,0,200.439,1.8,7.08,21.1329,17.9343,12.5276,16.6388,22.0165,5.69576
58,3,935.332,3,957.96,2,3,9,200.339,1.8,7.08,19.9196,17.9343,12.5276,16.6388,22.0165,6.02618
59,3,912.349,3,912.349,2,1,33,200.238,1.8,7.08,21.2276,17.9343,12.5276,18.275,22.0165,6.02618
60,3,912.349,3,912.349,1,1,0,200.138,1.8,6.372,21.2276,17.9343,12.5276,16.4475,22.0165,6.02618
61,3,912.349,3,912.349,2,2,0,200.038,1.8,6.372,19.1049,17.9343,12.5276,16.4475,19.8148,6.02618
62,3,912.349,3,920.447,3,0,9,199.938,1.8,6.372,19.1049,17.0409,12.1749,16.4475,19.8148,6.02618
63,3,912.349,3,920.447,3,2,9,199.838,1.8,6.372,19.1049,16.2368,12.1749,16.4475,18.7334,6.02618
