iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,15,1951.26,15,1951.26,1,1,33,281.661,1,4.2,1,1,1,4.2,1,1
1,15,1951.26,15,1951.26,1,1,0,281.521,1,3.78,1,1,1,3.78,1,1
2,15,1951.26,15,1951.26,0,3,0,281.38,0.9,3.78,1,1,1,3.78,1,0.9
3,15,1951.26,15,1951.26,1,1,0,281.239,0.9,3.402,1,1,1,3.402,1,0.9
4,15,1696.36,15,1696.36,3,2,33,281.099,0.9,3.402,1,4.2,1,3.402,4.2,0.9
5,14,1785.23,14,1785.23,3,1,33,280.958,0.9,3.402,1,7.08,1,6.3618,4.2,0.9
6,14,1647.65,14,1647.65,3,1,33,280.818,0.9,3.402,1,9.672,1,9.02562,4.2,0.9
7,14,1647.65,14,1647.65,3,3,0,280.677,0.9,3.402,1,8.7048,1,9.02562,4.2,0.81
8,14,1647.65,14,1647.65,1,1,0,280.537,0.9,3.0618,1,8.7048,1,8.12306,4.2,0.81
9,14,1555.9,14,1555.9,3,2,33,280.397,0.9,3.0618,1,11.1343,1,8.12306,7.08,0.81
10,14,1555.9,14,1555.9,3,0,0,280.256,0.9,3.0618,1,10.0209,0.9,8.12306,7.08,0.81
11,14,1555.9,14,1732.84,1,2,9,280.116,0.9,3.65562,1,10.0209,0.9,8.12306,7.272,0.81
12,14,1555.9,14,1732.84,3,1,0,279.976,0.9,3.65562,1,9.0188,0.9,7.31075,7.272,0.81
13,14,1555.9,14,1732.46,3,1,13,279.836,0.9,3.65562,1,9.41692,0.9,7.87968,7.272,0.81
14,14,1555.9,14,1740.82,2,2,9,279.696,0.9,3.65562,1.8,9.41692,0.9,7.87968,7.4448,0.81
15,14,1555.9,14,1740.82,3,2,0,279.556,0.9,3.65562,1.8,8.47523,0.9,7.87968,6.70032,0.81
16,14,1555.9,14,1706.29,3,2,13,279.417,0.9,3.65562,1.8,8.9277,0.9,7.87968,7.33029,0.81
17,14,1555.9,14,1706.29,2,2,0,279.277,0.9,3.65562,1.62,8.9277,0.9,7.87968,6.59726,0.81
18,14,1555.9,14,1706.29,3,0,0,279.137,0.9,3.65562,1.62,8.03493,0.81,7.87968,6.59726,0.81
19,14,1555.9,14,1633.1,2,2,13,278.998,0.9,3.65562,2.758,8.03493,0.81,7.87968,7.23753,0.81
20,14,1555.9,14,1633.1,3,2,0,278.858,0.9,3.65562,2.758,7.23144,0.81,7.87968,6.51378,0.81
21,14,1555.9,14,1633.1,3,1,0,278.719,0.9,3.65562,2.758,6.5083,0.81,7.09171,6.51378,0.81
22,14,1555.9,14,1633.1,1,2,0,278.579,0.9,3.29006,2.758,6.5083,0.81,7.09171,5.8624,0.81
23,14,1555.9,14,1633.1,2,1,0,278.44,0.9,3.29006,2.4822,6.5083,0.81,6.38254,5.8624,0.81
24,14,1555.9,14,1925.06,1,2,9,278.301,0.9,3.86105,2.4822,6.5083,0.81,6.38254,6.17616,0.81
25,14,1555.9,14,1869.63,2,1,13,278.162,0.9,3.86105,3.53398,6.5083,0.81,7.04428,6.17616,0.81
26,14,1555.9,14,1869.63,2,1,0,278.023,0.9,3.86105,3.18058,6.5083,0.81,6.33986,6.17616,0.81
27,14,1555.9,14,1869.63,3,0,0,277.884,0.9,3.86105,3.18058,5.85747,0.729,6.33986,6.17616,0.81
28,14,1555.9,14,1869.63,1,1,0,277.745,0.9,3.47495,3.18058,5.85747,0.729,5.70587,6.17616,0.81
29,14,1555.9,14,1869.63,2,3,0,277.606,0.9,3.47495,2.86252,5.85747,0.729,5.70587,6.17616,0.729
