iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,score,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
0,7,1051.57,7,1051.57,2,2,33,186.537,1,1,4.2,1,1,1,4.2,1
1,7,1033.02,7,1033.02,3,2,33,186.443,1,1,4.2,4.2,1,1,7.08,1
2,6,899.069,6,899.069,0,2,33,186.35,4.2,1,4.2,4.2,1,1,9.672,1
3,6,860.794,6,860.794,0,2,33,186.257,7.08,1,4.2,4.2,1,1,12.0048,1
4,6,840.331,6,840.331,2,2,33,186.164,7.08,1,7.08,4.2,1,1,14.1043,1
5,6,838.734,6,838.734,3,2,33,186.071,7.08,1,7.08,7.08,1,1,15.9939,1
6,6,803.53,6,803.53,3,2,33,185.978,7.08,1,7.08,9.672,1,1,17.6945,1
7,6,790.42,6,790.42,3,2,33,185.885,7.08,1,7.08,12.0048,1,1,19.225,1
8,5,742.62,5,742.62,2,2,33,185.792,7.08,1,9.672,12.0048,1,1,20.6025,1
9,5,741.471,5,741.471,0,2,33,185.699,9.672,1,9.672,12.0048,1,1,21.8423,1
10,5,731.853,5,731.853,2,2,33,185.606,9.672,1,12.0048,12.0048,1,1,22.9581,1
11,5,728.133,5,728.133,3,2,33,185.513,9.672,1,12.0048,14.1043,1,1,23.9623,1
12,5,727.121,5,727.121,0,2,33,185.42,12.0048,1,12.0048,14.1043,1,1,24.866,1
13,5,726.89,5,726.89,2,2,33,185.328,12.0048,1,14.1043,14.1043,1,1,25.6794,1
14,4,684.409,4,684.409,2,0,33,185.235,12.0048,1,15.9939,14.1043,4.2,1,25.6794,1
15,4,684.409,4,687.177,3,3,9,185.142,12.0048,1,15.9939,13.5939,4.2,1,25.6794,1.8
16,4,684.409,4,685.58,2,3,13,185.05,12.0048,1,15.6945,13.5939,4.2,1,25.6794,2.92
17,4,684.409,4,685.58,2,3,9,184.957,12.0048,1,15.025,13.5939,4.2,1,25.6794,3.528
