iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
1787,0,12,1273.3,12,1443.29,3,2,13,115.236,0.111788,0.00867436,0.0217685,0.857769,0.0284518,0.0352557,0.923845,0.0124478
1788,0,12,1273.3,12,1431.72,3,2,13,115.178,0.0967454,0.00750329,0.0188332,0.876918,0.0242352,0.0300321,0.935131,0.0106012
1789,0,12,1273.3,12,1431.72,3,2,0,115.121,0.0837197,0.00648973,0.0162921,0.893498,0.0206719,0.0256176,0.944669,0.00904106
1790,0,12,1273.3,12,1431.72,3,2,0,115.063,0.100933,0.0078201,0.0196356,0.871611,0.0250846,0.0310873,0.932859,0.0109692
1791,0,12,1273.3,12,1370.76,3,1,13,115.006,0.120651,0.00934301,0.0234638,0.846542,0.0302453,0.0374846,0.919046,0.0132237
1792,0,12,1273.3,12,1375.38,3,2,9,114.948,0.104425,0.00808234,0.0203015,0.867191,0.029521,0.0599258,0.897648,0.0129049
1793,0,12,1273.3,12,1375.38,3,2,0,114.891,0.0999172,0.00772949,0.0194188,0.872935,0.027979,0.0568037,0.902989,0.0122288
1794,0,12,1273.3,12,1363.6,3,2,13,114.833,0.119505,0.00924008,0.0232181,0.848036,0.0334334,0.067887,0.884069,0.0146103
1795,0,12,1273.3,12,1363.6,3,2,0,114.776,0.103418,0.00799209,0.0200859,0.868504,0.0285477,0.0579748,0.901004,0.0124732
1796,0,12,1273.3,12,1363.6,3,2,0,114.719,0.123495,0.00953874,0.0239774,0.842989,0.0340867,0.0692331,0.881789,0.0148908
1797,0,12,1273.3,12,1378.4,3,2,9,114.661,0.146148,0.0112827,0.0283665,0.814203,0.0403964,0.0820604,0.859899,0.0176443
1798,0,12,1273.3,12,1363.03,3,2,13,114.604,0.139291,0.0107478,0.0270266,0.822935,0.038132,0.0774716,0.867744,0.0166526
1799,0,12,1273.3,12,1363.03,0,2,9,114.547,0.120634,0.00930345,0.0233989,0.846664,0.0325563,0.0661529,0.887076,0.0142152
1800,0,12,1273.3,12,1359.41,3,2,13,114.489,0.149553,0.00898963,0.0226138,0.818843,0.03081,0.0626134,0.893126,0.0134505
1801,0,12,1273.3,12,1360.27,3,2,9,114.432,0.129978,0.00780859,0.0196465,0.842567,0.0263049,0.0534656,0.908748,0.0114819
1802,0,12,1273.3,12,1355.88,3,2,13,114.375,0.12451,0.00747587,0.0188128,0.849201,0.0249672,0.0507539,0.913383,0.0108962
1803,0,12,1273.3,12,1355.88,3,2,0,114.318,0.10809,0.00648636,0.0163258,0.869097,0.021335,0.0433764,0.925979,0.00930945
1804,0,12,1273.3,12,1355.88,3,2,0,114.26,0.129569,0.0077709,0.0195625,0.843097,0.0257648,0.0523901,0.910605,0.0112405
1805,0,12,1273.3,12,1355.88,3,0,0,114.203,0.153878,0.0092236,0.0232238,0.813675,0.0308958,0.0628324,0.892795,0.0134768
1806,0,12,1273.3,12,1361.23,3,2,9,114.146,0.180982,0.0108422,0.0273041,0.780872,0.0352974,0.0625167,0.888781,0.0134049
1807,0,12,1273.3,12,1361.23,0,2,0,114.089,0.172788,0.0103455,0.0260581,0.790808,0.0334314,0.0592185,0.894656,0.0126938
1808,0,12,1273.3,12,1361.23,3,2,9,114.032,0.16589,0.010423,0.0262583,0.797428,0.039857,0.0706085,0.874404,0.0151307
1809,0,12,1273.3,12,1361.23,3,2,0,113.975,0.158372,0.00994513,0.025059,0.806624,0.0376898,0.0667769,0.881228,0.0143052
1810,0,12,1273.3,12,1361.23,3,2,9,113.918,0.185757,0.0116583,0.0293813,0.773203,0.0447039,0.0792132,0.859119,0.0169641
1811,0,12,1273.3,12,1361.23,3,0,0,113.861,0.177182,0.011114,0.0280146,0.783689,0.0422155,0.0748124,0.866955,0.0160167
1812,0,12,1273.3,12,1359.24,3,2,13,113.804,0.206382,0.0129385,0.0326195,0.74806,0.0467851,0.0744228,0.862864,0.0159284
1813,0,12,1273.3,12,1357.55,3,2,13,113.747,0.180066,0.0112824,0.0284496,0.780202,0.0399804,0.0636042,0.882807,0.0136087
1814,0,12,1273.3,12,1357.55,0,2,0,113.69,0.156691,0.00981235,0.0247473,0.808749,0.0341589,0.054348,0.899868,0.0116247
1815,0,12,1273.3,12,1362.12,3,2,9,113.634,0.151643,0.00986268,0.0248789,0.813615,0.0408434,0.0649892,0.880271,0.0138965
1816,0,12,1273.3,12,1362.12,3,2,0,113.577,0.14479,0.00941181,0.0237459,0.822052,0.0386647,0.0615282,0.886655,0.0131524
1817,0,12,1273.3,12,1361.96,0,2,13,113.52,0.170608,0.011084,0.02797,0.790338,0.0459911,0.0731938,0.865174,0.0156412
1818,0,12,1273.3,12,1360.2,3,2,13,113.463,0.222013,0.0103885,0.0262198,0.741379,0.0392919,0.0625381,0.88481,0.01336
1819,0,12,1273.3,12,1370.11,3,2,9,113.406,0.194513,0.00909612,0.0229622,0.773429,0.0335642,0.0534266,0.901599,0.01141
1820,0,12,1273.3,12,1370.11,3,1,0,113.35,0.186218,0.0087029,0.0219736,0.783105,0.0318557,0.0507118,0.906606,0.0108269
1821,0,12,1273.3,12,1370.11,0,3,0,113.293,0.217707,0.0101683,0.0256783,0.746446,0.0316932,0.0549513,0.902586,0.0107693
1822,0,12,1273.3,12,1370.11,3,2,9,113.236,0.204816,0.0103273,0.0260847,0.758772,0.0315819,0.0547642,0.900017,0.0136367
1823,0,12,1273.3,12,1364.77,3,2,13,113.18,0.195789,0.00986628,0.0249249,0.76942,0.0300067,0.0520386,0.905,0.0129544
1824,0,12,1273.3,12,1363.77,3,2,13,113.123,0.170939,0.00860888,0.0217524,0.7987,0.0256781,0.0445366,0.918701,0.0110838
1825,0,12,1273.3,12,1359.59,3,2,13,113.067,0.148941,0.00749653,0.0189453,0.824617,0.0219941,0.0381514,0.930362,0.00949207
1826,0,12,1273.3,12,1356.66,3,2,13,113.01,0.129598,0.00651907,0.0164781,0.847405,0.0188624,0.0327226,0.940276,0.00813913
1827,0,12,1273.3,12,1429.87,3,2,9,112.954,0.112682,0.00566474,0.0143213,0.867332,0.0162013,0.0281092,0.9487,0.00698967
1828,0,12,1273.3,12,1507.31,3,2,9,112.897,0.108394,0.00544592,0.0137706,0.87239,0.0155597,0.0269989,0.95073,0.00671173
1829,0,12,1273.3,12,1505.19,3,2,13,112.841,0.104325,0.00523836,0.0132482,0.877188,0.0149538,0.0259506,0.952646,0.00644933
1830,0,12,1273.3,12,1505.19,3,2,0,112.784,0.090686,0.00455079,0.0115115,0.893252,0.0128785,0.0223515,0.959217,0.00555331
1831,0,12,1273.3,12,1505.19,3,2,0,112.728,0.110095,0.00552145,0.0139694,0.870415,0.0159146,0.027624,0.9496,0.00686138
1832,0,12,1273.3,12,1505.13,3,2,13,112.672,0.132446,0.00663845,0.0167985,0.844117,0.01954,0.0339206,0.938116,0.00842301
1833,0,12,1273.3,12,1453.57,3,2,13,112.615,0.115142,0.00576767,0.0145977,0.864493,0.0167723,0.0291192,0.94688,0.00722875
1834,0,12,1273.3,12,1453.57,2,2,0,112.559,0.100066,0.0050095,0.0126812,0.882243,0.0144211,0.0250399,0.954325,0.00621434
1835,0,12,1273.3,12,1499.86,3,2,9,112.503,0.0997394,0.00499014,0.0155264,0.879744,0.0177621,0.0308444,0.943741,0.00765274
1836,0,12,1273.3,12,1499.86,3,2,0,112.446,0.0961091,0.00480563,0.0149557,0.88413,0.017028,0.0295728,0.946064,0.00733522
1837,0,12,1273.3,12,1499.86,3,1,0,112.39,0.11631,0.00581221,0.0180923,0.859786,0.0208644,0.0362396,0.93391,0.00898634
1838,0,12,1273.3,12,1497.23,3,2,13,112.334,0.139447,0.00696427,0.0216834,0.831905,0.0207601,0.040351,0.929949,0.00893992
1839,0,12,1273.3,12,1497.23,3,2,0,112.278,0.121297,0.00605419,0.0188542,0.853794,0.0178138,0.0346289,0.939887,0.00766985
1840,0,12,1273.3,12,1484.25,3,2,13,112.222,0.145118,0.0072388,0.0225484,0.825095,0.0217762,0.0423372,0.926512,0.0093743
1841,0,12,1273.3,12,1484.25,3,2,0,112.166,0.126254,0.00629405,0.0196101,0.847842,0.018676,0.0363145,0.936971,0.00803834
1842,0,12,1273.3,12,1484.76,3,2,9,112.109,0.150736,0.00751,0.0234038,0.81835,0.0227945,0.0443288,0.923067,0.00980936
1843,0,12,1273.3,12,1477.79,3,2,13,112.053,0.144455,0.00719278,0.0224204,0.825932,0.02176,0.0423225,0.926555,0.00936258
1844,0,12,1273.3,12,1477.79,3,2,9,111.997,0.12566,0.00625316,0.0194959,0.848591,0.0186597,0.0362973,0.937016,0.00802727
1845,0,12,1273.3,12,1477.44,3,2,13,111.941,0.12068,0.00600176,0.0187164,0.854601,0.0178712,0.0347682,0.939674,0.00768677
1846,0,12,1273.3,12,1469.86,3,2,13,111.885,0.104887,0.00521316,0.0162608,0.873639,0.0153534,0.0298739,0.94817,0.00660272
1847,0,12,1273.3,12,1438.01,3,2,13,111.829,0.0911518,0.00452778,0.0141262,0.890194,0.0132132,0.0257129,0.955393,0.00568134
1848,0,12,1273.3,12,1438.01,3,2,0,111.774,0.0792421,0.00393383,0.012276,0.904548,0.0113928,0.0221735,0.961536,0.00489781
1849,0,12,1273.3,12,1452.58,3,2,9,111.718,0.0967655,0.00480087,0.0149851,0.883449,0.0141266,0.0274978,0.952303,0.00607206
1850,0,12,1273.3,12,1452.58,3,2,0,111.662,0.0932659,0.00462446,0.0144377,0.887672,0.0135942,0.026465,0.954099,0.00584223
1851,0,12,1273.3,12,1452.58,3,2,9,111.606,0.113077,0.00560342,0.017498,0.863821,0.016768,0.0326481,0.943379,0.00720498
1852,0,12,1273.3,12,1452.58,3,2,0,111.55,0.108738,0.00538517,0.0168203,0.869056,0.0160864,0.0313252,0.945677,0.00691095
1853,0,12,1273.3,12,1452.58,0,2,0,111.494,0.130878,0.00647772,0.0202375,0.842407,0.0197376,0.0384401,0.933344,0.00847808
1854,0,12,1273.3,12,1452.58,0,2,0,111.439,0.127871,0.00649396,0.0202929,0.845342,0.024051,0.0468471,0.918773,0.0103291
1855,0,12,1273.3,12,1458.93,3,2,9,111.383,0.12521,0.00650759,0.0203401,0.847942,0.0290972,0.0566837,0.901725,0.0124942
1856,0,12,1273.3,12,1458.93,3,2,0,111.327,0.120136,0.00624016,0.0195087,0.854115,0.0276644,0.0538998,0.906559,0.011877
1857,0,12,1273.3,12,1461.51,0,2,9,111.272,0.143715,0.00746048,0.0233291,0.825496,0.0332874,0.0648638,0.88756,0.0142886
1858,0,12,1273.3,12,1461.51,3,1,0,111.216,0.173837,0.00719146,0.022493,0.796479,0.0315873,0.0615592,0.893297,0.0135565
1859,0,12,1273.3,12,1461.51,3,2,0,111.16,0.204599,0.00845867,0.0264625,0.76048,0.0314413,0.0653027,0.889764,0.0134916
1860,0,12,1273.3,12,1445.83,3,2,13,111.105,0.238189,0.00984108,0.0307943,0.721176,0.0375977,0.0781007,0.868171,0.0161306
1861,0,12,1273.3,12,1435.77,0,1,13,111.049,0.209133,0.00863509,0.0270267,0.755205,0.0321619,0.0668188,0.887223,0.0137962
1862,0,12,1273.3,12,1435.51,3,1,13,110.994,0.263188,0.00803795,0.0251635,0.70361,0.0310219,0.0993288,0.856344,0.0133049
1863,0,12,1273.3,12,1435.51,2,2,9,110.938,0.232367,0.00709169,0.0222062,0.738335,0.0296049,0.13993,0.81777,0.012695
1864,0,12,1273.3,12,1435.51,3,2,0,110.883,0.229796,0.00700835,0.0328587,0.730337,0.028218,0.133417,0.826267,0.0120982
1865,0,12,1273.3,12,1448.1,3,1,9,110.827,0.266361,0.00811784,0.0380723,0.687449,0.0332985,0.157486,0.794941,0.014274
1866,0,12,1273.3,12,1454.39,3,2,9,110.772,0.25598,0.00779602,0.0365743,0.699649,0.0320234,0.189265,0.764986,0.0137251
1867,0,12,1273.3,12,1454.39,3,1,0,110.716,0.24603,0.00748774,0.0351389,0.711343,0.0305451,0.180592,0.775774,0.0130893
1868,0,12,1273.3,12,1454.39,0,1,0,110.661,0.28367,0.00862724,0.040499,0.667204,0.0308327,0.172371,0.783586,0.0132103
1869,0,12,1273.3,12,1449.32,3,2,13,110.606,0.260485,0.00889911,0.0417881,0.688828,0.0310801,0.165221,0.790384,0.013314
1870,0,12,1273.3,12,1449.32,3,2,0,110.55,0.230076,0.00785493,0.0368963,0.725173,0.0269671,0.143405,0.818078,0.0115502
1871,0,12,1273.3,12,1449.32,0,2,0,110.495,0.265972,0.0090743,0.0426371,0.682317,0.031787,0.169092,0.785509,0.0136122
1872,0,12,1273.3,12,1449.32,3,2,0,110.44,0.245434,0.00932054,0.0438077,0.701438,0.0370909,0.197372,0.749656,0.0158809
1873,0,12,1273.3,12,1449.32,0,0,0,110.385,0.28154,0.0106847,0.050235,0.657541,0.0428316,0.227997,0.710836,0.0183357
1874,0,12,1273.3,12,1449.32,3,2,0,110.33,0.259187,0.0110086,0.0517738,0.678031,0.046531,0.22708,0.708137,0.0182527
1875,0,12,1273.3,12,1449.32,3,0,0,110.274,0.295127,0.0125272,0.058934,0.633412,0.0531402,0.259416,0.666602,0.0208414
1876,0,12,1273.3,12,1449.32,2,2,0,110.219,0.332256,0.0140943,0.0663269,0.587323,0.0563781,0.258497,0.664367,0.0207571
1877,0,12,1273.3,12,1449.32,3,1,0,110.164,0.331624,0.0140586,0.0680443,0.586273,0.0636766,0.292051,0.620833,0.0234396
1878,0,12,1273.3,12,1449.32,0,0,0,110.109,0.369133,0.0156388,0.0757166,0.539512,0.0656647,0.269661,0.640508,0.0241666
1879,0,12,1273.3,12,1449.32,0,1,0,110.054,0.335233,0.0164685,0.0797591,0.568539,0.0682349,0.26889,0.638789,0.024086
1880,0,12,1273.3,12,1449.32,0,3,0,109.999,0.306088,0.0171795,0.0832286,0.593504,0.0699978,0.249714,0.655586,0.0247031
1881,0,12,1273.3,12,1449.32,3,1,0,109.944,0.281101,0.0177866,0.0861972,0.614915,0.0697114,0.248755,0.653196,0.0283377
1882,0,12,1273.3,12,1449.32,3,1,0,109.889,0.313971,0.0198555,0.0962537,0.56992,0.0712086,0.232327,0.667524,0.0289411
1883,0,12,1273.3,12,1449.32,0,2,0,109.834,0.347045,0.021935,0.106368,0.524652,0.0724919,0.218193,0.679858,0.0294574
1884,0,12,1273.3,12,1529.11,3,2,9,109.779,0.31645,0.0229499,0.111325,0.549275,0.0819448,0.246699,0.638063,0.0332926
1885,0,12,1273.3,12,1527.55,3,1,13,109.724,0.302083,0.0218965,0.106248,0.569772,0.0778026,0.234281,0.656313,0.031604
1886,0,12,1273.3,12,1527.55,3,2,0,109.669,0.268562,0.0194565,0.0944386,0.617543,0.0719324,0.2918,0.607053,0.0292142
1887,0,12,1273.3,12,1527.55,1,1,0,109.615,0.29984,0.0217111,0.105415,0.573033,0.0800988,0.325018,0.562358,0.032525
1888,0,12,1273.3,12,1527.55,0,1,9,109.56,0.298809,0.0250221,0.105031,0.571137,0.0832774,0.298011,0.584902,0.0338096
1889,0,12,1273.3,12,1527.55,3,2,0,109.505,0.33024,0.0238873,0.100296,0.545576,0.0794416,0.330133,0.558179,0.0322465
1890,0,12,1273.3,12,1527.55,3,0,0,109.45,0.363127,0.0262523,0.110258,0.500362,0.0874983,0.363718,0.513274,0.0355105
1891,0,12,1273.3,12,1527.55,3,0,0,109.395,0.395382,0.0285692,0.120023,0.456025,0.0874482,0.36373,0.513327,0.0354951
1892,0,12,1273.3,12,1527.55,0,1,0,109.341,0.426529,0.0308036,0.129447,0.41322,0.0874007,0.363741,0.513378,0.0354797
1893,0,12,1273.3,12,1527.55,0,2,0,109.286,0.385198,0.0330092,0.138756,0.443037,0.0918233,0.331361,0.539547,0.0372684
1894,0,12,1273.3,12,1527.55,0,2,0,109.231,0.348758,0.0349503,0.146958,0.469334,0.100624,0.363213,0.49533,0.0408329
1895,0,12,1273.3,12,1526.54,3,2,13,109.177,0.317384,0.036618,0.154014,0.491984,0.109235,0.394398,0.452048,0.0443194
1896,0,12,1273.3,12,1526.54,3,2,0,109.122,0.284835,0.0328485,0.138199,0.544117,0.0988023,0.356821,0.504298,0.0400792
1897,0,12,1273.3,12,1526.54,0,3,0,109.068,0.312134,0.0359812,0.151423,0.500462,0.107463,0.388198,0.460755,0.0435845
1898,0,12,1273.3,12,1526.54,0,0,0,109.013,0.286025,0.0373302,0.157145,0.5195,0.107127,0.387083,0.459448,0.0463426
1899,0,12,1273.3,12,1526.54,1,2,0,108.959,0.263673,0.0384817,0.162039,0.535806,0.104679,0.388146,0.460725,0.0464501
1900,0,12,1273.3,12,1526.54,3,1,0,108.904,0.262692,0.0419972,0.161421,0.53389,0.112838,0.418509,0.41859,0.0500624
1901,0,12,1273.3,12,1526.54,2,1,0,108.85,0.286875,0.0458464,0.176263,0.491016,0.120615,0.378326,0.447555,0.0535039
1902,0,12,1273.3,12,1528.23,0,2,9,108.795,0.290137,0.0463508,0.166859,0.496653,0.127348,0.343508,0.472663,0.0564814
1903,0,12,1273.3,12,1528.23,0,3,0,108.741,0.321662,0.044275,0.159427,0.474636,0.12157,0.327987,0.496534,0.0539098
1904,0,12,1273.3,12,1528.86,0,2,9,108.687,0.294047,0.0460594,0.165895,0.493999,0.121196,0.327043,0.495146,0.0566148
1905,0,12,1273.3,12,1528.86,3,2,0,108.632,0.325399,0.0439965,0.158505,0.472098,0.115559,0.311894,0.518573,0.0539734
1906,0,12,1273.3,12,1528.86,3,1,0,108.578,0.351129,0.0474564,0.171014,0.4304,0.125838,0.339704,0.475693,0.0587652
1907,0,12,1273.3,12,1528.86,2,1,0,108.524,0.375783,0.0507682,0.182995,0.390453,0.131443,0.310168,0.497015,0.0613736
1908,0,12,1273.3,12,1528.86,2,3,0,108.469,0.381568,0.051529,0.170436,0.396467,0.136247,0.28483,0.515316,0.0636069
1909,0,12,1273.3,12,1568.06,1,2,9,108.415,0.386505,0.0521748,0.159721,0.4016,0.135864,0.284072,0.514006,0.0660573
1910,0,12,1273.3,12,1568.06,0,2,0,108.361,0.379444,0.0695148,0.156775,0.394266,0.129205,0.270189,0.537795,0.0628106
1911,0,12,1273.3,12,1570.05,0,2,9,108.307,0.34296,0.0735824,0.165976,0.417481,0.141073,0.295049,0.495308,0.0685698
1912,0,12,1273.3,12,1570.05,3,0,0,108.253,0.370814,0.0704446,0.158924,0.399817,0.134291,0.280907,0.519538,0.0652641
1913,0,12,1273.3,12,1552.96,0,1,13,108.198,0.394444,0.0749088,0.169023,0.361624,0.130395,0.282156,0.521913,0.0655353
1914,0,12,1273.3,12,1552.96,0,2,9,108.144,0.448183,0.0682452,0.154013,0.329559,0.119736,0.340713,0.479381,0.0601697
1915,0,12,1273.3,12,1552.96,3,2,0,108.09,0.472771,0.0651891,0.14714,0.3149,0.11426,0.325198,0.503132,0.0574099
1916,0,12,1273.3,12,1552.92,0,1,13,108.036,0.491195,0.0677028,0.152838,0.288264,0.124049,0.353134,0.460496,0.06232
1917,0,12,1273.3,12,1552.92,0,0,0,107.982,0.544694,0.0605712,0.136761,0.257973,0.113166,0.409783,0.420206,0.0568447
1918,0,12,1273.3,12,1550.62,0,1,13,107.928,0.501988,0.0662384,0.149581,0.282192,0.109533,0.411471,0.421939,0.0570563
1919,0,12,1273.3,12,1550.62,3,2,0,107.874,0.555192,0.0591495,0.133594,0.252064,0.0996054,0.464718,0.383799,0.051878
1920,0,12,1273.3,12,1550.62,3,1,0,107.82,0.568024,0.0604895,0.136643,0.234843,0.105296,0.49142,0.348449,0.0548348
1921,0,12,1273.3,12,1550.62,2,2,0,107.766,0.579057,0.0616368,0.139258,0.220049,0.114117,0.448733,0.377729,0.0594206
1922,0,12,1273.3,12,1550.62,2,1,0,107.713,0.581511,0.0618703,0.13568,0.220939,0.120471,0.47385,0.342958,0.0627211
1923,0,12,1273.3,12,1540.76,3,2,13,107.659,0.583682,0.0620735,0.132523,0.221721,0.129987,0.432219,0.370127,0.0676667
1924,0,12,1273.3,12,1540.76,3,2,0,107.605,0.540782,0.0574854,0.122746,0.278986,0.118479,0.394049,0.425804,0.061668
1925,0,12,1273.3,12,1540.76,0,1,0,107.551,0.556508,0.0591305,0.126278,0.258083,0.126734,0.421604,0.385706,0.0659559
1926,0,12,1273.3,12,1540.76,3,1,0,107.497,0.513644,0.0648315,0.138474,0.28305,0.135394,0.381997,0.412155,0.0704536
1927,0,12,1273.3,12,1540.76,0,1,0,107.443,0.529247,0.0667732,0.142644,0.261336,0.143261,0.346004,0.436198,0.0745373
1928,0,12,1273.3,12,1540.76,0,2,0,107.39,0.487023,0.0727481,0.155431,0.284798,0.150026,0.315028,0.456899,0.078047
1929,0,12,1273.3,12,1540.76,2,1,0,107.336,0.445803,0.0785782,0.167913,0.307706,0.161096,0.338324,0.416784,0.0837952
1930,0,12,1273.3,12,1505.36,3,2,13,107.282,0.450598,0.0793958,0.159014,0.310993,0.168486,0.307903,0.435984,0.0876272
1931,0,12,1273.3,12,1505.36,1,2,0,107.229,0.412996,0.072745,0.145714,0.368546,0.151959,0.277735,0.491284,0.0790217
1932,0,12,1273.3,12,1505.36,0,2,0,107.175,0.41269,0.0734694,0.145575,0.368265,0.16418,0.300107,0.450347,0.0853656
1933,0,12,1273.3,12,1505.36,3,2,0,107.122,0.373914,0.0783017,0.155172,0.392613,0.175969,0.321695,0.410853,0.0914834
1934,0,12,1273.3,12,1505.36,3,0,0,107.068,0.397044,0.0831195,0.164742,0.355095,0.187203,0.342273,0.373214,0.0973108
1935,0,12,1273.3,12,1542.19,3,1,9,107.014,0.417511,0.0873769,0.173203,0.321908,0.174454,0.347649,0.379083,0.0988144
1936,0,12,1273.3,12,1542.19,3,2,9,106.961,0.39946,0.0835729,0.165686,0.351282,0.167112,0.375058,0.363185,0.094645
1937,0,12,1273.3,12,1542.19,3,3,0,106.907,0.382586,0.0800176,0.158659,0.378738,0.160156,0.359504,0.389645,0.090695
1938,0,12,1273.3,12,1542.19,0,3,0,106.854,0.405112,0.0847024,0.167971,0.342215,0.160304,0.359895,0.390075,0.0897263
1939,0,12,1273.3,12,1542.19,3,2,0,106.801,0.367315,0.0900661,0.178632,0.363987,0.160434,0.360245,0.39046,0.0888601
1940,0,12,1273.3,12,1543.21,3,1,9,106.747,0.387666,0.0950295,0.188502,0.328802,0.170089,0.381986,0.353728,0.0941965
1941,0,12,1273.3,12,1543.21,3,1,0,106.694,0.371385,0.0910129,0.180559,0.357043,0.162868,0.408185,0.338761,0.0901868
1942,0,12,1273.3,12,1543.21,2,2,0,106.64,0.391175,0.0958357,0.190153,0.322836,0.173185,0.370654,0.360273,0.0958885
1943,0,12,1273.3,12,1543.21,0,0,0,106.587,0.397318,0.0973134,0.177475,0.327894,0.182442,0.390525,0.326031,0.101002
1944,0,12,1273.3,12,1543.21,3,2,0,106.534,0.360509,0.10324,0.188305,0.347946,0.170961,0.396028,0.330614,0.102397
1945,0,12,1273.3,12,1538.07,3,1,13,106.481,0.378889,0.108476,0.19788,0.314756,0.178496,0.413552,0.301052,0.1069
1946,0,12,1273.3,12,1538.07,2,1,0,106.427,0.347983,0.0996026,0.181715,0.3707,0.161334,0.46992,0.272134,0.0966114
1947,0,12,1273.3,12,1538.07,2,0,0,106.374,0.35314,0.101054,0.169608,0.376199,0.173333,0.430476,0.292405,0.103786
1948,0,12,1273.3,12,1538.07,0,0,0,106.321,0.357548,0.102289,0.159262,0.3809,0.164134,0.435293,0.295654,0.104918
1949,0,12,1273.3,12,1538.07,0,0,0,106.268,0.324202,0.10758,0.167514,0.400705,0.156189,0.439459,0.29846,0.105892
1950,0,12,1273.3,12,1530.17,3,1,13,106.215,0.295623,0.112109,0.174582,0.417686,0.149305,0.443072,0.300891,0.106732
1951,0,12,1273.3,12,1517.07,3,1,13,106.162,0.266914,0.101202,0.157611,0.474272,0.134102,0.49975,0.270291,0.0958576
1952,0,12,1273.3,12,1517.07,3,2,0,106.108,0.23843,0.090385,0.140777,0.530408,0.119194,0.555333,0.240277,0.0851957
1953,0,12,1273.3,12,1517.07,1,1,0,106.055,0.25923,0.0982508,0.153042,0.489477,0.121464,0.566081,0.225643,0.0868121
1954,0,12,1273.3,12,1517.07,0,1,9,106.002,0.259229,0.0982075,0.153025,0.489538,0.13293,0.525096,0.246974,0.0950006
1955,0,12,1273.3,12,1517.07,3,1,0,105.949,0.292932,0.0937177,0.146042,0.467308,0.125692,0.550932,0.233555,0.0898217
1956,0,12,1273.3,12,1517.07,3,1,0,105.896,0.3148,0.100691,0.156923,0.427586,0.137129,0.510045,0.254838,0.0979882
1957,0,12,1273.3,12,1512.6,3,1,13,105.843,0.335757,0.10737,0.167346,0.389527,0.148378,0.469826,0.275777,0.106019
1958,0,12,1273.3,12,1511.59,3,1,13,105.791,0.305036,0.0975231,0.152013,0.445428,0.132521,0.52646,0.246336,0.094683
1959,0,12,1273.3,12,1511.59,3,0,0,105.738,0.274151,0.0876288,0.136602,0.501618,0.117157,0.58134,0.217803,0.0837
1960,0,12,1273.3,12,1511.59,0,1,0,105.685,0.296626,0.0947912,0.147781,0.460802,0.116424,0.581872,0.21796,0.0837441
1961,0,12,1273.3,12,1511.59,0,2,0,105.632,0.272912,0.0979649,0.152742,0.476381,0.12785,0.540812,0.239381,0.0919568
1962,0,12,1273.3,12,1511.59,3,3,0,105.579,0.252603,0.100678,0.156987,0.489731,0.130291,0.551296,0.224708,0.0937061
1963,0,12,1273.3,12,1511.59,3,1,0,105.526,0.27239,0.108545,0.169268,0.449797,0.130103,0.550661,0.224409,0.0948277
1964,0,12,1273.3,12,1511.59,3,2,0,105.474,0.291487,0.116133,0.181118,0.411262,0.141891,0.509927,0.244768,0.103413
1965,0,12,1273.3,12,1511.59,3,1,0,105.421,0.309704,0.123369,0.192419,0.374508,0.144831,0.520624,0.228997,0.105549
1966,0,12,1273.3,12,1511.59,0,2,0,105.368,0.326898,0.130194,0.203082,0.339825,0.156937,0.480537,0.248162,0.114365
1967,0,12,1273.3,12,1523.33,3,2,9,105.315,0.29597,0.136159,0.212406,0.355464,0.160394,0.491231,0.231499,0.116876
1968,0,12,1273.3,12,1523.33,3,1,0,105.263,0.283302,0.130311,0.203302,0.383085,0.153187,0.469264,0.265931,0.111618
1969,0,12,1273.3,12,1523.33,3,1,0,105.21,0.299347,0.13767,0.214802,0.34818,0.164415,0.430341,0.285454,0.119791
1970,0,12,1273.3,12,1523.33,0,1,0,105.158,0.314386,0.144565,0.225578,0.315471,0.175185,0.392997,0.304188,0.12763
1971,0,12,1273.3,12,1523.33,1,1,0,105.105,0.284129,0.150929,0.235531,0.329411,0.185405,0.357558,0.321969,0.135067
1972,0,12,1273.3,12,1523.33,0,1,0,105.052,0.28693,0.142558,0.237844,0.332668,0.195007,0.324262,0.338679,0.142053
1973,0,12,1273.3,12,1523.33,0,1,0,105,0.261081,0.147709,0.246463,0.344747,0.203737,0.293978,0.353882,0.148403
1974,0,12,1273.3,12,1520.64,0,1,13,104.947,0.239137,0.152079,0.253779,0.355005,0.211174,0.268177,0.366839,0.15381
1975,0,12,1273.3,12,1520.64,0,2,0,104.895,0.293828,0.141131,0.235535,0.329506,0.1949,0.324547,0.338606,0.141948
1976,0,12,1273.3,12,1520.64,3,2,0,104.842,0.266923,0.146492,0.244506,0.342079,0.204309,0.34025,0.30665,0.148791
1977,0,12,1273.3,12,1520.64,3,1,9,104.79,0.279842,0.153564,0.256336,0.310258,0.212539,0.353992,0.278694,0.154775
1978,0,12,1273.3,12,1520.64,1,1,0,104.738,0.268719,0.147442,0.246143,0.337696,0.203215,0.382328,0.266482,0.147976
1979,0,12,1273.3,12,1520.64,1,0,0,104.685,0.271114,0.139834,0.248332,0.34072,0.21449,0.34805,0.281283,0.156176
