iter,state,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
9147,0,11,1252.08,11,1254.31,3,1,0,2.90392,0.277992,0.0383643,0.0625511,0.621092,0.0255183,0.540757,0.399953,0.0337712
9148,0,11,1252.08,11,1254.31,3,2,0,2.90247,0.322058,0.0444281,0.0724447,0.561069,0.0291037,0.475978,0.4564,0.0385183
9149,0,11,1252.08,11,1254.31,3,2,9,2.90102,0.366588,0.050551,0.0824368,0.500424,0.0323593,0.52952,0.395291,0.0428295
9150,1,11,1252.08,11,1254.31,3,1,0,2.89957,0.214396,0.0295526,0.0481981,0.707853,0.0205482,0.336434,0.61582,0.0271983
9151,1,11,1252.08,11,1254.31,0,2,0,2.89812,0.965774,0.00598109,0.00656745,0.0216775,0.0153955,0.00743776,0.969941,0.00722541
9152,1,11,1252.08,11,1254.31,0,2,0,2.89667,0.953746,0.00808167,0.00887413,0.0292983,0.0209857,0.010137,0.95903,0.00984752
9153,1,11,1252.08,11,1254.31,0,2,0,2.89522,0.938122,0.0108097,0.0118699,0.0391982,0.02832,0.0136778,0.944715,0.0132872
9154,1,11,1252.08,11,1254.31,0,2,0,2.89377,0.918132,0.0142995,0.0157022,0.0518662,0.0378023,0.0182549,0.926209,0.0177334
9155,1,11,1252.08,11,1254.31,3,2,0,2.89233,0.892992,0.0186874,0.020521,0.0677995,0.0498573,0.0240727,0.902685,0.0233849
9156,1,11,1252.08,11,1254.31,0,1,0,2.89088,0.89499,0.0187148,0.0205514,0.065744,0.0648907,0.0313268,0.873351,0.0304315
9157,1,11,1252.08,11,1254.31,2,2,9,2.88943,0.864473,0.0241495,0.02652,0.0848573,0.0647757,0.0325943,0.872257,0.030373
9158,1,11,1252.08,11,1254.31,3,2,9,2.88799,0.815267,0.0227586,0.0819842,0.07999,0.0303443,0.0152667,0.940163,0.0142261
9159,1,11,1252.08,11,1254.31,2,2,9,2.88655,0.706794,0.0197164,0.0710433,0.202446,0.0138684,0.00697649,0.972654,0.00650087
9160,1,11,1252.08,11,1254.31,0,2,9,2.8851,0.622274,0.0173463,0.182187,0.178193,0.00632074,0.0031792,0.987538,0.00296241
9161,1,11,1252.08,11,1254.31,0,2,0,2.88366,0.792395,0.00952957,0.100136,0.0979398,0.00290188,0.00145938,0.994279,0.00135985
9162,1,11,1252.08,11,1254.31,2,2,0,2.88222,0.738495,0.0119983,0.126137,0.12337,0.00412894,0.0020762,0.99186,0.00193457
9163,1,11,1252.08,11,1254.31,0,2,0,2.88078,0.749164,0.0121616,0.113567,0.125107,0.00582844,0.00293038,0.988511,0.00273044
9164,1,11,1252.08,11,1254.31,0,2,0,2.87934,0.689711,0.0150376,0.140487,0.154765,0.00816091,0.00410251,0.983914,0.00382255
9165,1,11,1252.08,11,1254.31,2,2,0,2.8779,0.624613,0.0181846,0.169962,0.18724,0.011331,0.00569533,0.977667,0.0053066
9166,1,11,1252.08,11,1254.31,3,2,9,2.87646,0.640205,0.0186253,0.149302,0.191868,0.0155941,0.00783702,0.969267,0.007302
9167,1,11,1252.08,11,1254.31,0,2,0,2.87502,0.488607,0.0142049,0.113915,0.383273,0.00709527,0.00356533,0.986018,0.00332189
9168,1,11,1252.08,11,1254.31,3,2,0,2.87358,0.418301,0.0161483,0.129554,0.435997,0.00988822,0.0049681,0.980515,0.00462881
9169,1,11,1252.08,11,1254.31,0,2,0,2.87215,0.468081,0.0180582,0.144937,0.368924,0.0136619,0.00686314,0.973081,0.00639434
9170,1,11,1252.08,11,1254.31,3,2,0,2.87071,0.399763,0.0203667,0.163534,0.416337,0.0187037,0.00939465,0.963149,0.00875281
9171,1,11,1252.08,11,1254.31,0,2,0,2.86927,0.444095,0.0226118,0.181636,0.351657,0.0253562,0.0127343,0.950045,0.0118641
9172,1,11,1252.08,11,1254.31,0,3,0,2.86784,0.378081,0.0252848,0.203192,0.393442,0.0340103,0.0170782,0.933,0.015911
9173,1,11,1252.08,11,1254.31,0,2,0,2.86641,0.318147,0.027708,0.222759,0.431386,0.0339322,0.0170367,0.931473,0.0175578
9174,1,11,1252.08,11,1254.31,0,2,9,2.86497,0.268836,0.0296975,0.238853,0.462614,0.0449632,0.022572,0.909202,0.0232626
9175,1,11,1252.08,11,1254.31,2,2,0,2.86354,0.478238,0.021182,0.170435,0.330145,0.020699,0.0103897,0.958204,0.0107076
9176,1,11,1252.08,11,1254.31,3,3,9,2.86211,0.491582,0.0217595,0.147326,0.339332,0.0279605,0.0140326,0.943545,0.0144621
9177,1,11,1252.08,11,1254.31,3,2,9,2.86068,0.330764,0.0146319,0.0991056,0.555499,0.0269902,0.0135437,0.91144,0.0480257
9178,1,11,1252.08,11,1254.31,3,2,0,2.85925,0.190773,0.00843392,0.057147,0.743646,0.0125235,0.00628347,0.958906,0.0222866
9179,1,11,1252.08,11,1254.31,0,2,9,2.85782,0.236864,0.010465,0.0709365,0.681735,0.0170835,0.0085702,0.943941,0.0304051
9180,1,11,1252.08,11,1254.31,0,2,0,2.85639,0.442038,0.00764544,0.051844,0.498473,0.00784969,0.00393737,0.974241,0.0139724
9181,1,11,1252.08,11,1254.31,3,2,0,2.85496,0.373205,0.0085819,0.0582165,0.559996,0.0108714,0.00545231,0.964323,0.0193533
9182,1,11,1252.08,11,1254.31,3,2,0,2.85353,0.43608,0.0100201,0.067999,0.485901,0.0149038,0.0074736,0.951088,0.0265348
9183,1,11,1252.08,11,1254.31,3,2,0,2.85211,0.49724,0.0114168,0.0775071,0.413836,0.0202058,0.0101309,0.933685,0.0359786
9184,1,11,1252.08,11,1254.31,0,2,0,2.85068,0.551504,0.0126532,0.0859336,0.349909,0.0270599,0.0135656,0.911186,0.0481886
9185,1,11,1252.08,11,1254.31,0,2,0,2.84925,0.479301,0.0146816,0.0997473,0.40627,0.0357484,0.0179189,0.882664,0.0636687
9186,1,11,1252.08,11,1254.31,0,2,0,2.84783,0.409325,0.0166448,0.113129,0.460902,0.0465159,0.0233129,0.847316,0.0828555
9187,1,11,1252.08,11,1254.31,2,2,0,2.84641,0.34624,0.0184115,0.125185,0.510164,0.0595185,0.0298253,0.804628,0.106028
9188,1,11,1252.08,11,1254.31,3,2,9,2.84498,0.352006,0.0187072,0.110587,0.5187,0.0747669,0.0374613,0.754564,0.133208
9189,1,11,1252.08,11,1254.31,3,2,0,2.84356,0.20765,0.011029,0.0652205,0.716101,0.0373612,0.0187169,0.87735,0.0665719
9190,1,11,1252.08,11,1254.31,3,2,0,2.84214,0.254597,0.0135146,0.0799476,0.65194,0.0484938,0.0242907,0.840797,0.0864185
9191,1,11,1252.08,11,1254.31,3,2,0,2.84072,0.304925,0.0161765,0.0957291,0.58317,0.0618774,0.0309903,0.796851,0.110281
9192,1,11,1252.08,11,1254.31,0,2,9,2.8393,0.356698,0.018912,0.111957,0.512433,0.0774936,0.038806,0.745571,0.138129
9193,1,11,1252.08,11,1254.31,0,3,0,2.83788,0.573933,0.0125183,0.0741332,0.339415,0.0388997,0.0194769,0.872278,0.0693453
9194,1,11,1252.08,11,1254.31,0,2,0,2.83646,0.501735,0.014631,0.0866752,0.396959,0.0390103,0.0195296,0.875302,0.0661579
9195,1,11,1252.08,11,1254.31,3,2,9,2.83504,0.430863,0.0167022,0.0989807,0.453454,0.0505711,0.0253137,0.838342,0.0857731
9196,1,11,1252.08,11,1254.31,0,2,0,2.83362,0.267703,0.0103707,0.0614806,0.660445,0.0241312,0.0120773,0.922859,0.0409329
9197,1,11,1252.08,11,1254.31,3,2,0,2.83221,0.228999,0.0109103,0.0647027,0.695388,0.0321002,0.0160635,0.89738,0.0544563
9198,1,11,1252.08,11,1254.31,3,0,0,2.83079,0.27895,0.013282,0.078796,0.628972,0.0420903,0.0210598,0.865438,0.0714115
9199,1,11,1252.08,11,1254.31,3,2,0,2.82937,0.331781,0.0157879,0.0936958,0.558735,0.0420937,0.0210452,0.865482,0.0713795
9200,1,11,1252.08,11,1254.31,2,2,0,2.82796,0.385374,0.018327,0.108803,0.487497,0.0543212,0.0271547,0.8264,0.0921237
9201,1,11,1252.08,11,1254.31,3,0,0,2.82655,0.39058,0.0185633,0.0967512,0.494106,0.0688744,0.034425,0.779884,0.116817
9202,1,11,1252.08,11,1254.31,0,2,9,2.82513,0.444306,0.0211039,0.110029,0.424561,0.0658794,0.0345167,0.782447,0.117157
9203,1,11,1252.08,11,1254.31,3,2,0,2.82372,0.653548,0.0131505,0.0685852,0.264716,0.0323167,0.0169297,0.893277,0.0574769
9204,1,11,1252.08,11,1254.31,0,2,0,2.82231,0.686985,0.0138125,0.0720617,0.22714,0.0422823,0.0221476,0.86036,0.07521
9205,1,11,1252.08,11,1254.31,0,3,0,2.8209,0.620838,0.0167234,0.0872769,0.275162,0.0544302,0.028507,0.820233,0.0968294
9206,1,11,1252.08,11,1254.31,0,2,9,2.81949,0.551293,0.0197811,0.103269,0.325657,0.0548197,0.0287072,0.826551,0.0899223
9207,1,11,1252.08,11,1254.31,0,2,0,2.81808,0.742594,0.0113422,0.0592325,0.186831,0.0262371,0.0137377,0.916983,0.0430418
9208,1,11,1252.08,11,1254.31,3,2,0,2.81667,0.681563,0.0140247,0.0732655,0.231147,0.0347608,0.0181983,0.890011,0.0570304
9209,1,11,1252.08,11,1254.31,0,2,0,2.81526,0.709288,0.0145838,0.0762118,0.199917,0.0453793,0.0237544,0.856407,0.0744592
9210,1,11,1252.08,11,1254.31,0,2,0,2.81385,0.645481,0.0177768,0.0929284,0.243814,0.0582807,0.0305038,0.815578,0.0956374
9211,1,11,1252.08,11,1254.31,0,2,0,2.81245,0.577442,0.0211791,0.11075,0.290628,0.0735169,0.0384734,0.767358,0.120652
9212,1,11,1252.08,11,1254.31,0,2,0,2.81104,0.50774,0.0246616,0.129004,0.338594,0.090951,0.047591,0.71218,0.149278
9213,1,11,1252.08,11,1254.31,2,2,0,2.80963,0.439095,0.0280881,0.146976,0.385841,0.110227,0.05767,0.651168,0.180934
9214,1,11,1252.08,11,1254.31,2,3,0,2.80823,0.448932,0.0287015,0.127891,0.394475,0.130782,0.0684152,0.586107,0.214696
9215,1,11,1252.08,11,1254.31,3,3,0,2.80682,0.456841,0.0291911,0.112555,0.401414,0.135316,0.0707776,0.606606,0.187301
9216,1,11,1252.08,11,1254.31,3,2,0,2.80542,0.502705,0.032104,0.12382,0.341371,0.138998,0.0726943,0.623301,0.165007
9217,1,11,1252.08,11,1254.31,0,0,0,2.80402,0.540974,0.034529,0.133208,0.291289,0.163131,0.0853045,0.557903,0.193662
9218,1,11,1252.08,11,1254.31,0,3,0,2.80262,0.473464,0.0395934,0.152788,0.334156,0.144531,0.0871753,0.570352,0.197941
9219,1,11,1252.08,11,1254.31,2,2,0,2.80121,0.408191,0.0444861,0.171714,0.375608,0.148866,0.089781,0.58762,0.173732
9220,1,11,1252.08,11,1254.31,3,2,0,2.79981,0.419691,0.045719,0.148407,0.386183,0.172521,0.104037,0.522097,0.201345
9221,1,11,1252.08,11,1254.31,3,2,9,2.79841,0.459194,0.0500001,0.162342,0.328464,0.195988,0.118176,0.457098,0.228738
9222,1,11,1252.08,11,1254.31,3,1,0,2.79702,0.308394,0.0335651,0.109006,0.549036,0.118891,0.0716813,0.670664,0.138763
9223,1,11,1252.08,11,1254.31,0,2,0,2.79562,0.354741,0.0385923,0.125361,0.481305,0.119278,0.0684267,0.673077,0.139219
9224,1,11,1252.08,11,1254.31,2,1,0,2.79422,0.302773,0.0416829,0.135433,0.520112,0.142131,0.081528,0.610443,0.165898
9225,1,11,1252.08,11,1254.31,3,2,0,2.79282,0.307918,0.0423745,0.120698,0.529009,0.142856,0.0766604,0.613735,0.166749
9226,1,11,1252.08,11,1254.31,0,2,9,2.79143,0.351408,0.0483403,0.137719,0.462532,0.166913,0.089559,0.548692,0.194836
9227,1,11,1252.08,11,1254.31,3,2,0,2.79003,0.572767,0.0318305,0.0907028,0.3047,0.0942694,0.050575,0.745113,0.110043
9228,1,11,1252.08,11,1254.31,0,2,0,2.78863,0.608027,0.0337705,0.0962511,0.261951,0.115226,0.0618106,0.688452,0.134511
9229,1,11,1252.08,11,1254.31,3,2,0,2.78724,0.541234,0.0395122,0.112639,0.306614,0.138026,0.0740314,0.626812,0.16113
9230,1,11,1252.08,11,1254.31,3,2,0,2.78585,0.574916,0.0419491,0.119611,0.263524,0.161968,0.0868621,0.562084,0.189086
9231,1,11,1252.08,11,1254.31,0,2,0,2.78445,0.602522,0.0439404,0.125316,0.228222,0.18623,0.0998616,0.49649,0.217418
9232,1,11,1252.08,11,1254.31,0,2,9,2.78306,0.536835,0.0511889,0.146019,0.265958,0.209979,0.112582,0.432287,0.245152
9233,1,11,1252.08,11,1254.31,0,2,0,2.78167,0.736059,0.0291632,0.0832069,0.151571,0.129783,0.0695758,0.649114,0.151527
9234,1,11,1252.08,11,1254.31,2,2,0,2.78028,0.678096,0.0355586,0.101475,0.18487,0.15343,0.0822424,0.585187,0.179141
9235,1,11,1252.08,11,1254.31,0,2,0,2.77889,0.683847,0.035839,0.0939241,0.18639,0.177697,0.0952381,0.519585,0.207481
9236,1,11,1252.08,11,1254.31,0,1,0,2.7775,0.621617,0.0428826,0.112405,0.223095,0.201738,0.10811,0.454593,0.235559
9237,1,11,1252.08,11,1254.31,3,2,0,2.77611,0.556439,0.0502566,0.131759,0.261545,0.20406,0.0977632,0.459899,0.238278
9238,1,11,1252.08,11,1254.31,3,3,0,2.77472,0.582758,0.0526084,0.137952,0.226682,0.227666,0.109057,0.397427,0.26585
9239,1,11,1252.08,11,1254.31,3,2,0,2.77334,0.604261,0.0545233,0.143001,0.198215,0.239748,0.114827,0.418565,0.226859
9240,1,11,1252.08,11,1254.31,3,0,0,2.77195,0.621839,0.0560824,0.147118,0.17496,0.264263,0.12655,0.359132,0.250054
9241,1,11,1252.08,11,1254.31,0,0,9,2.77056,0.636252,0.0573547,0.150485,0.155908,0.224629,0.133348,0.378502,0.263521
9242,1,11,1252.08,11,1254.31,0,0,9,2.76918,0.808107,0.0302521,0.0793895,0.0822512,0.428176,0.0983275,0.279156,0.19434
9243,1,11,1252.08,11,1254.31,3,0,0,2.76779,0.908808,0.0143742,0.0377289,0.0390892,0.645638,0.0609248,0.173005,0.120432
9244,1,11,1252.08,11,1254.31,0,0,0,2.76641,0.908328,0.0143547,0.037685,0.0396321,0.581299,0.071976,0.204429,0.142297
9245,1,11,1252.08,11,1254.31,0,0,0,2.76503,0.880192,0.0187573,0.0492526,0.0517979,0.515402,0.0832915,0.236617,0.16469
9246,1,11,1252.08,11,1254.31,0,0,0,2.76364,0.845664,0.0241591,0.0634488,0.0667283,0.450259,0.0944741,0.268441,0.186826
9247,1,11,1252.08,11,1254.31,0,2,0,2.76226,0.804316,0.0306264,0.0804495,0.0846086,0.387995,0.105159,0.298863,0.207984
9248,1,11,1252.08,11,1254.31,0,0,0,2.76088,0.75614,0.0381599,0.100258,0.105442,0.412895,0.111878,0.253922,0.221304
9249,1,11,1252.08,11,1254.31,0,3,0,2.7595,0.701681,0.0466741,0.122651,0.128994,0.353627,0.123157,0.279567,0.243648
9250,2,11,1252.08,11,1254.31,3,2,0,2.75812,0.642084,0.0559891,0.147157,0.15477,0.370683,0.12907,0.293037,0.207209
9251,2,11,1252.08,11,1254.31,0,2,9,2.75674,0.150711,0.348786,0.348786,0.151717,0.313457,0.136802,0.166287,0.383454
9252,2,11,1252.08,11,1254.31,2,0,0,2.75536,0.151337,0.348539,0.348539,0.151585,0.313223,0.136677,0.166917,0.383183
9253,2,11,1252.08,11,1254.31,3,3,0,2.75399,0.200722,0.462353,0.135875,0.20105,0.120312,0.175046,0.213785,0.490856
9254,2,11,1252.08,11,1254.31,1,3,0,2.75261,0.232528,0.535705,0.157393,0.0743738,0.184121,0.267905,0.327207,0.220766
9255,2,11,1252.08,11,1254.31,3,1,0,2.75123,0.374051,0.253168,0.253168,0.119613,0.217156,0.315996,0.385959,0.0808883
9256,2,11,1252.08,11,1254.31,1,2,0,2.74986,0.406414,0.275051,0.275051,0.0434851,0.278299,0.123371,0.494687,0.103643
9257,2,11,1252.08,11,1254.31,0,0,0,2.74848,0.501569,0.105365,0.339423,0.0536426,0.426211,0.18891,0.226183,0.158696
9258,2,11,1252.08,11,1254.31,2,3,0,2.74711,0.231001,0.162537,0.523722,0.0827387,0.183197,0.268917,0.321987,0.225899
9259,2,11,1252.08,11,1254.31,3,1,0,2.74573,0.364485,0.256441,0.248551,0.130522,0.21662,0.318004,0.380775,0.0846001
9260,2,11,1252.08,11,1254.31,0,0,0,2.74436,0.398939,0.280662,0.272025,0.0483745,0.27737,0.12671,0.487616,0.108305
9261,2,11,1252.08,11,1254.31,2,2,0,2.74299,0.168622,0.388219,0.37627,0.0668894,0.110382,0.155962,0.600351,0.133305
9262,2,11,1252.08,11,1254.31,1,3,0,2.74162,0.227892,0.524767,0.156957,0.0903844,0.189299,0.267485,0.314597,0.228619
9263,2,11,1252.08,11,1254.31,2,1,9,2.74025,0.357966,0.253562,0.246524,0.141947,0.223957,0.31648,0.372233,0.08733
9264,2,11,1252.08,11,1254.31,2,2,0,2.73888,0.355959,0.252123,0.250794,0.141125,0.223825,0.316863,0.37205,0.0872619
9265,2,11,1252.08,11,1254.31,0,1,0,2.73751,0.428686,0.303614,0.0977723,0.169927,0.300735,0.425772,0.156269,0.117224
9266,2,11,1252.08,11,1254.31,1,3,0,2.73614,0.189977,0.430504,0.138603,0.240917,0.424961,0.188633,0.22079,0.165616
9267,2,11,1252.08,11,1254.31,3,0,0,2.73477,0.269485,0.192157,0.196598,0.34176,0.476546,0.211496,0.247559,0.0643982
9268,2,11,1252.08,11,1254.31,2,2,9,2.7334,0.351363,0.250522,0.256314,0.141801,0.223193,0.313865,0.367396,0.0955457
9269,2,11,1252.08,11,1257.62,0,2,9,2.73204,0.347711,0.247902,0.264084,0.140302,0.222464,0.312862,0.369457,0.0952175
9270,2,11,1252.08,11,1257.62,1,2,0,2.73067,0.349736,0.247137,0.263273,0.139853,0.221748,0.311875,0.371482,0.0948947
9271,2,11,1252.08,11,1257.62,0,1,0,2.7293,0.419069,0.0979363,0.315447,0.167547,0.29678,0.417432,0.158805,0.126982
9272,2,11,1252.08,11,1257.62,2,0,0,2.72794,0.187272,0.136992,0.441347,0.234389,0.414329,0.186747,0.221677,0.177248
9273,2,11,1252.08,11,1257.62,2,2,0,2.72658,0.267375,0.195577,0.202386,0.334661,0.185812,0.259609,0.308178,0.246401
9274,2,11,1252.08,11,1257.62,1,2,0,2.72521,0.308458,0.225614,0.0798281,0.3861,0.234465,0.327607,0.126993,0.310936
9275,2,11,1252.08,11,1257.62,3,0,0,2.72385,0.362139,0.0908522,0.0936952,0.453313,0.255192,0.356592,0.049774,0.338442
9276,2,11,1252.08,11,1257.62,3,1,0,2.72249,0.521838,0.130881,0.134977,0.212305,0.103966,0.429008,0.0598584,0.407168
9277,2,11,1252.08,11,1257.62,0,0,0,2.72113,0.604381,0.151541,0.156285,0.0877927,0.146099,0.197458,0.0841076,0.572336
9278,2,11,1252.08,11,1257.62,1,3,0,2.71977,0.332736,0.2556,0.263603,0.148061,0.060382,0.217252,0.0925231,0.629843
9279,2,11,1252.08,11,1257.62,2,3,0,2.71841,0.399963,0.105241,0.316848,0.177947,0.104707,0.376828,0.160456,0.358008
9280,2,11,1252.08,11,1257.62,0,1,0,2.71705,0.505471,0.132967,0.13671,0.224852,0.137314,0.494301,0.210441,0.157944
9281,2,11,1252.08,11,1257.62,0,0,0,2.71569,0.254254,0.200503,0.206148,0.339094,0.204602,0.246459,0.313591,0.235348
9282,2,11,1252.08,11,1257.62,0,3,0,2.71433,0.106271,0.240279,0.247045,0.406405,0.0836883,0.28392,0.361274,0.271118
9283,2,11,1252.08,11,1257.62,3,2,0,2.71297,0.0440306,0.256999,0.264238,0.434732,0.101565,0.344652,0.438574,0.115209
9284,2,11,1252.08,11,1257.62,2,3,0,2.71162,0.0617738,0.360691,0.370852,0.206683,0.142907,0.485061,0.209924,0.162109
9285,2,11,1252.08,11,1257.62,0,1,0,2.71026,0.0816882,0.477138,0.167795,0.273379,0.158815,0.539191,0.233311,0.0686829
9286,2,11,1252.08,11,1257.62,1,2,0,2.70891,0.03503,0.501416,0.176296,0.287258,0.246212,0.285597,0.36173,0.106461
9287,2,11,1252.08,11,1257.62,3,3,0,2.70755,0.0522543,0.255996,0.263066,0.428683,0.322313,0.373883,0.164461,0.139344
9288,2,11,1252.08,11,1257.62,2,1,0,2.7062,0.0725956,0.355763,0.36559,0.206052,0.352528,0.408945,0.179854,0.0586734
9289,2,11,1252.08,11,1257.62,1,0,0,2.70484,0.0952379,0.466872,0.167515,0.270375,0.480516,0.194419,0.245118,0.0799467
9290,2,11,1252.08,11,1257.62,0,1,0,2.70349,0.136773,0.234256,0.240599,0.388372,0.244465,0.282763,0.356518,0.116254
9291,2,11,1252.08,11,1257.62,1,0,0,2.70214,0.0584527,0.255498,0.262417,0.423632,0.298196,0.12511,0.43491,0.141785
9292,2,11,1252.08,11,1257.62,3,3,0,2.70079,0.0696167,0.113011,0.312631,0.504742,0.135209,0.15414,0.535961,0.174689
9293,2,11,1252.08,11,1257.62,1,1,0,2.69944,0.103358,0.1678,0.464292,0.264551,0.151124,0.172287,0.599209,0.0773804
9294,2,11,1252.08,11,1257.62,3,3,0,2.69809,0.115024,0.0736546,0.516854,0.294468,0.168478,0.0770637,0.668203,0.0862549
9295,2,11,1252.08,11,1257.62,2,3,0,2.69674,0.14085,0.0901837,0.63309,0.135877,0.177085,0.0809879,0.702533,0.0393945
9296,2,11,1252.08,11,1257.62,2,0,0,2.69539,0.237764,0.152223,0.380644,0.229369,0.180812,0.0826796,0.717517,0.0189911
9297,2,11,1252.08,11,1257.62,3,2,9,2.69404,0.313802,0.200886,0.182592,0.302719,0.0822799,0.0925899,0.803869,0.0212612
9298,2,11,1252.08,11,1257.62,2,2,0,2.6927,0.29849,0.191067,0.173664,0.336778,0.0747714,0.0841424,0.82177,0.0193157
9299,2,11,1252.08,11,1257.62,1,0,0,2.69135,0.333806,0.213655,0.075906,0.376633,0.159617,0.179626,0.619534,0.0412229
9300,2,11,1252.08,11,1257.62,1,1,0,2.69001,0.384114,0.0951604,0.0873199,0.433406,0.0726741,0.198177,0.683683,0.0454666
9301,2,11,1252.08,11,1257.62,2,2,0,2.68866,0.406337,0.0428275,0.0923444,0.458492,0.082308,0.0915422,0.774661,0.0514889
9302,2,11,1252.08,11,1257.62,3,0,0,2.68732,0.428957,0.0451913,0.0418247,0.484027,0.16315,0.181458,0.55334,0.102051
9303,2,11,1252.08,11,1257.62,3,0,0,2.68597,0.619105,0.0651944,0.0603366,0.255364,0.0748926,0.200569,0.611753,0.112786
9304,2,11,1252.08,11,1257.62,0,1,0,2.68463,0.731131,0.0769566,0.0712213,0.120691,0.0353933,0.209104,0.63793,0.117572
9305,2,11,1252.08,11,1257.62,2,2,0,2.68329,0.499102,0.143364,0.132677,0.224857,0.0403472,0.0979512,0.727641,0.134061
9306,2,11,1252.08,11,1257.62,0,2,0,2.68195,0.540251,0.155145,0.0612466,0.243357,0.0747377,0.181473,0.4954,0.248389
9307,2,11,1252.08,11,1257.62,3,3,0,2.6806,0.305105,0.234491,0.0925528,0.367851,0.108255,0.262905,0.26897,0.35987
9308,2,11,1252.08,11,1257.62,0,3,0,2.67926,0.39536,0.30384,0.119903,0.180897,0.139334,0.338442,0.346251,0.175974
9309,2,11,1252.08,11,1257.62,2,0,0,2.67792,0.199393,0.402344,0.158745,0.239519,0.155493,0.377759,0.386478,0.0802706
9310,2,11,1252.08,11,1257.62,3,1,0,2.67659,0.219595,0.44317,0.0734406,0.263795,0.0715027,0.41534,0.424928,0.0882289
9311,2,11,1252.08,11,1257.62,1,2,0,2.67525,0.260619,0.526037,0.0871417,0.126202,0.0961289,0.21377,0.571481,0.118621
9312,2,11,1252.08,11,1257.62,0,3,0,2.67391,0.38597,0.298129,0.129026,0.186875,0.148622,0.330556,0.337418,0.183404
9313,2,11,1252.08,11,1257.62,1,0,0,2.67257,0.196077,0.390352,0.168911,0.24466,0.166512,0.370406,0.378097,0.084984
9314,2,11,1252.08,11,1257.62,1,2,0,2.67124,0.257362,0.199799,0.221697,0.321142,0.0777905,0.409846,0.418358,0.0940052
9315,2,11,1252.08,11,1257.62,0,3,0,2.6699,0.29158,0.0933979,0.251166,0.363856,0.104478,0.550637,0.218623,0.126261
9316,2,11,1252.08,11,1257.62,2,2,0,2.66857,0.142042,0.113089,0.30418,0.440689,0.112237,0.591724,0.234893,0.0611456
9317,2,11,1252.08,11,1257.62,3,1,0,2.66723,0.1732,0.13789,0.151429,0.53748,0.129675,0.683888,0.115799,0.0706373
9318,2,11,1252.08,11,1257.62,1,1,0,2.6659,0.256999,0.204596,0.224688,0.313718,0.222752,0.457013,0.198911,0.121324
9319,2,11,1252.08,11,1257.62,3,3,0,2.66456,0.291729,0.097099,0.255045,0.356127,0.307635,0.250127,0.274703,0.167535
9320,2,11,1252.08,11,1257.62,2,2,0,2.66323,0.370924,0.123431,0.324273,0.181372,0.340307,0.276681,0.30387,0.0791422
9321,2,11,1252.08,11,1257.62,0,0,0,2.6619,0.45917,0.152763,0.163577,0.22449,0.415217,0.337571,0.150676,0.0965353
9322,2,11,1252.08,11,1257.62,1,3,0,2.66057,0.254487,0.21057,0.22548,0.309463,0.22197,0.449162,0.200453,0.128415
9323,2,11,1252.08,11,1257.62,3,3,0,2.65924,0.289632,0.101541,0.256613,0.352214,0.238589,0.482859,0.215457,0.0630952
9324,2,11,1252.08,11,1257.62,0,1,0,2.65791,0.366002,0.128288,0.324268,0.181442,0.246438,0.498815,0.22254,0.0322064
9325,2,11,1252.08,11,1257.62,2,0,0,2.65658,0.191089,0.163663,0.413758,0.231489,0.350892,0.286412,0.316858,0.0458385
9326,2,11,1252.08,11,1257.62,1,0,0,2.65525,0.252781,0.216493,0.22449,0.306236,0.18102,0.361371,0.399794,0.0578142
9327,2,11,1252.08,11,1257.62,3,2,0,2.65393,0.288404,0.106071,0.25612,0.349405,0.0892484,0.401872,0.44461,0.0642701
9328,2,11,1252.08,11,1257.62,2,2,0,2.6526,0.362553,0.133315,0.32196,0.182172,0.120989,0.544961,0.246928,0.0871219
9329,2,11,1252.08,11,1257.62,1,1,0,2.65127,0.445614,0.163824,0.166684,0.223877,0.140211,0.631729,0.127104,0.100956
9330,2,11,1252.08,11,1257.62,1,1,0,2.64995,0.488904,0.0826618,0.182841,0.245593,0.223446,0.413123,0.202554,0.160878
9331,0,11,1252.08,11,1256.99,0,3,13,2.64862,0.510156,0.042859,0.190752,0.256233,0.294249,0.227178,0.266732,0.211841
9332,0,11,1252.08,11,1256.99,0,2,0,2.6473,0.212842,0.0272602,0.0452729,0.714625,0.0182604,0.33654,0.620777,0.0244226
9333,0,11,1252.08,11,1256.99,3,1,9,2.64597,0.189573,0.0280492,0.046588,0.73579,0.0214698,0.395921,0.553893,0.0287168
9334,0,11,1252.08,11,1256.99,3,2,0,2.64465,0.0915083,0.0135343,0.022482,0.872475,0.0133743,0.623472,0.345264,0.0178897
9335,0,11,1252.08,11,1256.99,0,1,0,2.64333,0.116628,0.017243,0.0286454,0.837484,0.0143594,0.66991,0.296522,0.0192085
9336,0,11,1252.08,11,1256.99,3,1,0,2.64201,0.10849,0.017389,0.0288908,0.84523,0.0171884,0.604661,0.355156,0.0229942
9337,0,11,1252.08,11,1256.99,3,1,9,2.64069,0.136488,0.0218685,0.036337,0.805306,0.0201262,0.536838,0.41611,0.0269259
9338,0,11,1252.08,11,1256.99,3,1,0,2.63936,0.0631536,0.0101149,0.0168088,0.909923,0.0113328,0.739056,0.234449,0.0151626
