Algoritmo,Instancia,Run,Vehiculos,Distancia,Iter_Convergencia,Tiempo_s
CLASSIC,rc203,1,4.0,962.656,1822,6.756
CLASSIC,rc203,10,3.0,1101.52,4176,6.308
CLASSIC,rc203,2,3.0,1071.91,8993,6.038
CLASSIC,rc203,3,4.0,947.617,16504,6.948
CLASSIC,rc203,4,4.0,947.617,7049,6.743
CLASSIC,rc203,5,3.0,1068.6,7367,6.637
CLASSIC,rc203,6,4.0,956.55,4573,6.441
CLASSIC,rc203,7,4.0,947.617,16962,6.36
CLASSIC,rc203,8,4.0,967.197,7786,6.378
CLASSIC,rc203,9,4.0,975.201,3050,6.98
CLASSIC,rc204,1,3.0,798.607,6305,6.431
CLASSIC,rc204,10,3.0,803.774,6416,6.445
CLASSIC,rc204,2,3.0,803.774,3482,6.251
CLASSIC,rc204,3,3.0,816.327,4716,5.882
CLASSIC,rc204,4,3.0,798.464,10126,6.477
CLASSIC,rc204,5,3.0,827.402,6510,6.28
CLASSIC,rc204,6,3.0,825.026,212,5.921
CLASSIC,rc204,7,3.0,803.774,6565,5.951
CLASSIC,rc204,8,3.0,798.464,9586,6.44
CLASSIC,rc204,9,3.0,799.156,6459,5.915
CLASSIC,rc205,1,4.0,1325.58,12103,6.191
CLASSIC,rc205,10,4.0,1318.09,6375,5.615
CLASSIC,rc205,2,4.0,1355.75,9095,5.978
CLASSIC,rc205,3,4.0,1328.28,2682,5.656
CLASSIC,rc205,4,4.0,1327.71,5717,5.893
CLASSIC,rc205,5,4.0,1329.61,2207,5.959
CLASSIC,rc205,6,4.0,1345.79,4152,5.809
CLASSIC,rc205,7,4.0,1353.59,9388,5.669
CLASSIC,rc205,8,4.0,1353.93,5226,5.514
CLASSIC,rc205,9,4.0,1337.04,8614,5.598
CLASSIC,rc206,1,3.0,1146.32,2155,5.442
CLASSIC,rc206,10,4.0,1089.34,2129,5.453
CLASSIC,rc206,2,4.0,1100.63,5142,5.536
CLASSIC,rc206,3,4.0,1118.92,3014,5.233
CLASSIC,rc206,4,4.0,1099.21,6333,5.79
CLASSIC,rc206,5,3.0,1204.63,15739,5.325
CLASSIC,rc206,6,4.0,1085.16,1227,5.444
CLASSIC,rc206,7,4.0,1091.42,6617,5.051
CLASSIC,rc206,8,4.0,1089.76,5071,5.174
CLASSIC,rc206,9,3.0,1146.32,2927,5.153
CLASSIC,rc207,1,4.0,1038.07,5835,6.108
CLASSIC,rc207,10,3.0,1061.14,7189,6.21
CLASSIC,rc207,2,4.0,1011.33,9972,6.799
CLASSIC,rc207,3,4.0,1022.82,3523,6.247
CLASSIC,rc207,4,4.0,1008.47,8183,5.85
CLASSIC,rc207,5,3.0,1089.72,2557,6.497
CLASSIC,rc207,6,4.0,1019.28,3140,6.178
CLASSIC,rc207,7,4.0,1028.74,6775,6.36
CLASSIC,rc207,8,4.0,1023.76,4417,6.182
CLASSIC,rc207,9,4.0,1032.36,8303,5.85
CLASSIC,rc208,1,3.0,828.877,6531,6.663
CLASSIC,rc208,10,3.0,841.51,7568,6.299
CLASSIC,rc208,2,3.0,866.265,4756,6.622
CLASSIC,rc208,3,3.0,829.695,4921,6.471
CLASSIC,rc208,4,3.0,829.695,5510,5.9
CLASSIC,rc208,5,3.0,841.515,1704,6.532
CLASSIC,rc208,6,3.0,834.654,5594,5.813
CLASSIC,rc208,7,3.0,847.344,6195,6.184
CLASSIC,rc208,8,3.0,830.46,2617,6.338
CLASSIC,rc208,9,3.0,839.689,7967,6.134
QLEARNING,c101,1,10.0,828.937,92,4.487
QLEARNING,c101,10,10.0,828.937,290,4.443
QLEARNING,c101,2,10.0,828.937,81,4.498
QLEARNING,c101,3,10.0,828.937,12,5.22
QLEARNING,c101,4,10.0,828.937,78,4.426
QLEARNING,c101,5,10.0,828.937,28,4.483
QLEARNING,c101,6,10.0,828.937,33,4.473
QLEARNING,c101,7,10.0,828.937,41,4.38
QLEARNING,c101,8,10.0,828.937,61,4.449
QLEARNING,c101,9,10.0,828.937,13,4.547
QLEARNING,c102,1,10.0,828.937,97,5.897
QLEARNING,c102,10,10.0,828.937,52,5.891
QLEARNING,c102,2,10.0,828.937,46,5.923
QLEARNING,c102,3,10.0,828.937,214,5.788
QLEARNING,c102,4,10.0,828.937,136,5.794
QLEARNING,c102,5,10.0,828.937,225,5.491
QLEARNING,c102,6,10.0,828.937,288,5.441
QLEARNING,c102,7,10.0,828.937,280,5.501
QLEARNING,c102,8,10.0,828.937,129,5.522
QLEARNING,c102,9,10.0,828.937,419,5.404
QLEARNING,c103,1,10.0,828.065,196,6.007
QLEARNING,c103,10,10.0,828.065,1205,6.003
QLEARNING,c103,2,10.0,828.065,245,6.006
QLEARNING,c103,3,10.0,828.065,1200,6.206
QLEARNING,c103,4,10.0,828.065,233,6.424
QLEARNING,c103,5,10.0,828.065,90,6.105
QLEARNING,c103,6,10.0,828.065,1542,6.246
QLEARNING,c103,7,10.0,828.065,902,6.202
QLEARNING,c103,8,10.0,828.065,622,6.592
QLEARNING,c103,9,10.0,828.065,736,5.934
QLEARNING,c104,1,10.0,824.777,7370,6.847
QLEARNING,c104,10,10.0,824.777,5172,6.36
QLEARNING,c104,2,10.0,824.777,3519,6.251
QLEARNING,c104,3,10.0,824.777,2055,6.244
QLEARNING,c104,4,10.0,824.777,2191,6.69
QLEARNING,c104,5,10.0,824.777,7871,6.817
QLEARNING,c104,6,10.0,824.777,6247,6.385
QLEARNING,c104,7,10.0,824.777,1796,6.592
QLEARNING,c104,8,10.0,824.777,7056,6.309
QLEARNING,c104,9,10.0,824.777,12867,7.004
QLEARNING,c105,1,10.0,828.937,88,4.879
QLEARNING,c105,10,10.0,828.937,58,4.906
QLEARNING,c105,2,10.0,828.937,109,5.069
QLEARNING,c105,3,10.0,828.937,65,4.893
QLEARNING,c105,4,10.0,828.937,173,4.74
QLEARNING,c105,5,10.0,828.937,58,4.671
QLEARNING,c105,6,10.0,828.937,47,5.182
QLEARNING,c105,7,10.0,828.937,80,4.644
QLEARNING,c105,8,10.0,828.937,22,4.928
QLEARNING,c105,9,10.0,828.937,106,5.057
QLEARNING,c106,1,10.0,828.937,45,5.498
QLEARNING,c106,10,10.0,828.937,171,5.448
QLEARNING,c106,2,10.0,828.937,161,5.524
QLEARNING,c106,3,10.0,828.937,155,4.961
QLEARNING,c106,4,10.0,828.937,90,5.077
QLEARNING,c106,5,10.0,828.937,69,5.493
QLEARNING,c106,6,10.0,828.937,39,5.471
QLEARNING,c106,7,10.0,828.937,43,5.223
QLEARNING,c106,8,10.0,828.937,148,5.111
QLEARNING,c106,9,10.0,828.937,14,5.528
QLEARNING,c107,1,10.0,828.937,110,5.063
QLEARNING,c107,10,10.0,828.937,445,5.244
QLEARNING,c107,2,10.0,828.937,143,4.891
QLEARNING,c107,3,10.0,828.937,243,5.154
QLEARNING,c107,4,10.0,828.937,233,5.265
QLEARNING,c107,5,10.0,828.937,116,5.218
QLEARNING,c107,6,10.0,828.937,147,4.862
QLEARNING,c107,7,10.0,828.937,186,5.29
QLEARNING,c107,8,10.0,828.937,194,4.798
QLEARNING,c107,9,10.0,828.937,268,4.931
QLEARNING,c108,1,10.0,828.937,208,5.826
QLEARNING,c108,10,10.0,828.937,137,5.907
QLEARNING,c108,2,10.0,828.937,297,5.749
QLEARNING,c108,3,10.0,828.937,108,5.773
QLEARNING,c108,4,10.0,828.937,207,5.695
QLEARNING,c108,5,10.0,828.937,884,5.756
QLEARNING,c108,6,10.0,828.937,236,5.995
QLEARNING,c108,7,10.0,828.937,252,5.695
QLEARNING,c108,8,10.0,828.937,445,6.215
QLEARNING,c108,9,10.0,828.937,206,5.858
QLEARNING,c109,1,10.0,828.937,538,6.292
QLEARNING,c109,10,10.0,828.937,2806,5.786
QLEARNING,c109,2,10.0,828.937,266,6.367
QLEARNING,c109,3,10.0,828.937,995,5.666
QLEARNING,c109,4,10.0,828.937,1090,6.158
QLEARNING,c109,5,10.0,828.937,708,5.826
QLEARNING,c109,6,10.0,828.937,1492,5.913
QLEARNING,c109,7,10.0,828.937,1259,6.007
QLEARNING,c109,8,10.0,828.937,1923,5.814
QLEARNING,c109,9,10.0,828.937,2672,5.641
QLEARNING,c201,1,3.0,591.557,8,5.005
QLEARNING,c201,10,3.0,591.557,24,4.987
QLEARNING,c201,2,3.0,591.557,11,4.945
QLEARNING,c201,3,3.0,591.557,39,5.114
QLEARNING,c201,4,3.0,591.557,50,5.277
QLEARNING,c201,5,3.0,591.557,14,5.399
QLEARNING,c201,6,3.0,591.557,16,4.882
QLEARNING,c201,7,3.0,591.557,36,5.402
QLEARNING,c201,8,3.0,591.557,14,5.055
QLEARNING,c201,9,3.0,591.557,146,4.852
QLEARNING,c202,1,3.0,591.557,19,6.376
QLEARNING,c202,10,3.0,591.557,31,5.824
QLEARNING,c202,2,3.0,591.557,40,6.43
QLEARNING,c202,3,3.0,591.557,530,6.116
QLEARNING,c202,4,3.0,591.557,66,6.438
QLEARNING,c202,5,3.0,591.557,53,6.089
QLEARNING,c202,6,3.0,591.557,377,5.908
QLEARNING,c202,7,3.0,591.557,13,5.943
QLEARNING,c202,8,3.0,591.557,14,5.906
QLEARNING,c202,9,3.0,591.557,40,5.88
QLEARNING,c203,1,3.0,591.173,41,6.7
QLEARNING,c203,10,3.0,591.173,861,6.837
QLEARNING,c203,2,3.0,591.173,35,6.422
QLEARNING,c203,3,3.0,591.173,228,6.478
QLEARNING,c203,4,3.0,591.173,179,6.357
QLEARNING,c203,5,3.0,591.173,195,6.845
QLEARNING,c203,6,3.0,591.173,230,6.338
QLEARNING,c203,7,3.0,591.173,31,6.442
QLEARNING,c203,8,3.0,591.173,176,6.549
QLEARNING,c203,9,3.0,591.173,78,6.436
QLEARNING,c204,1,3.0,590.599,15348,6.62
QLEARNING,c204,10,3.0,590.599,1593,6.582
QLEARNING,c204,2,3.0,590.599,2461,6.884
QLEARNING,c204,3,3.0,590.599,291,6.685
QLEARNING,c204,4,3.0,590.599,231,6.992
QLEARNING,c204,5,3.0,590.599,5779,7.037
QLEARNING,c204,6,3.0,590.599,4193,7.271
QLEARNING,c204,7,3.0,590.599,1897,6.912
QLEARNING,c204,8,3.0,590.599,5681,6.638
QLEARNING,c204,9,3.0,590.599,4549,6.671
QLEARNING,c205,1,3.0,588.876,502,4.893
QLEARNING,c205,10,3.0,588.876,44,4.867
QLEARNING,c205,2,3.0,588.876,61,5.028
QLEARNING,c205,3,3.0,588.876,44,4.733
QLEARNING,c205,4,3.0,588.876,80,4.665
QLEARNING,c205,5,3.0,588.876,53,4.598
QLEARNING,c205,6,3.0,588.876,216,4.692
QLEARNING,c205,7,3.0,588.876,120,4.584
QLEARNING,c205,8,3.0,588.876,927,4.604
QLEARNING,c205,9,3.0,588.876,16,4.915
QLEARNING,c206,1,3.0,588.493,54,4.743
QLEARNING,c206,10,3.0,588.493,17,5.122
QLEARNING,c206,2,3.0,588.493,46,4.682
QLEARNING,c206,3,3.0,588.493,44,4.9
QLEARNING,c206,4,3.0,588.493,42,4.667
QLEARNING,c206,5,3.0,588.493,90,4.86
QLEARNING,c206,6,3.0,588.493,64,4.669
QLEARNING,c206,7,3.0,588.493,40,4.77
QLEARNING,c206,8,3.0,588.493,496,4.876
QLEARNING,c206,9,3.0,588.493,75,4.874
QLEARNING,c207,1,3.0,588.286,31,4.802
QLEARNING,c207,10,3.0,588.286,16,4.803
QLEARNING,c207,2,3.0,588.286,156,4.868
QLEARNING,c207,3,3.0,588.286,187,4.857
QLEARNING,c207,4,3.0,588.286,240,5.2
QLEARNING,c207,5,3.0,588.286,146,4.897
QLEARNING,c207,6,3.0,588.286,71,5.145
QLEARNING,c207,7,3.0,588.286,88,4.88
QLEARNING,c207,8,3.0,588.286,180,5.005
QLEARNING,c207,9,3.0,588.286,1055,4.774
QLEARNING,c208,1,3.0,588.324,225,4.948
QLEARNING,c208,10,3.0,588.324,29,4.644
QLEARNING,c208,2,3.0,588.324,29,4.658
QLEARNING,c208,3,3.0,588.324,67,4.652
QLEARNING,c208,4,3.0,588.324,83,4.707
QLEARNING,c208,5,3.0,588.324,42,4.636
QLEARNING,c208,6,3.0,588.324,31,4.675
QLEARNING,c208,7,3.0,588.324,192,5.087
QLEARNING,c208,8,3.0,588.324,42,4.852
QLEARNING,c208,9,3.0,588.324,85,4.645
QLEARNING,r101,1,19.0,1654.38,19345,6.599
QLEARNING,r101,10,19.0,1651.47,23463,6.073
QLEARNING,r101,2,19.0,1651.32,16014,6.302
QLEARNING,r101,3,19.0,1651.01,22955,6.627
QLEARNING,r101,4,19.0,1653.09,23368,6.089
QLEARNING,r101,5,19.0,1652.17,24490,6.1
QLEARNING,r101,6,19.0,1651.06,24760,6.496
QLEARNING,r101,7,19.0,1653.6,11979,6.31
QLEARNING,r101,8,19.0,1651.32,23501,6.103
QLEARNING,r101,9,19.0,1652.47,16685,6.234
QLEARNING,r102,1,17.0,1487.31,21703,7.608
QLEARNING,r102,10,17.0,1489.07,12850,7.884
QLEARNING,r102,2,17.0,1487.31,21317,7.937
QLEARNING,r102,3,17.0,1486.12,20311,7.952
QLEARNING,r102,4,17.0,1487.31,18793,7.439
QLEARNING,r102,5,17.0,1488.61,16804,7.817
QLEARNING,r102,6,17.0,1488.51,19846,7.704
QLEARNING,r102,7,17.0,1487.31,23972,7.434
QLEARNING,r102,8,17.0,1486.95,20918,7.902
QLEARNING,r102,9,17.0,1487.68,15761,7.41
QLEARNING,r103,1,13.0,1301.48,24698,7.305
QLEARNING,r103,10,14.0,1213.73,16886,7.428
QLEARNING,r103,2,14.0,1213.73,24440,7.477
QLEARNING,r103,3,14.0,1213.62,15727,7.461
QLEARNING,r103,4,14.0,1213.62,15002,7.426
QLEARNING,r103,5,14.0,1213.73,21079,7.418
QLEARNING,r103,6,14.0,1213.62,15525,8.118
QLEARNING,r103,7,14.0,1213.62,22035,7.37
QLEARNING,r103,8,13.0,1295.57,18030,7.253
QLEARNING,r103,9,14.0,1213.62,20807,7.483
QLEARNING,r104,1,10.0,992.447,9258,7.069
QLEARNING,r104,10,10.0,982.547,20685,8.025
QLEARNING,r104,2,10.0,981.232,16371,7.12
QLEARNING,r104,3,10.0,986.025,21734,7.021
QLEARNING,r104,4,10.0,986.718,16870,7.451
QLEARNING,r104,5,10.0,981.232,22849,7.321
QLEARNING,r104,6,10.0,988.501,11938,7.634
QLEARNING,r104,7,10.0,981.232,14360,7.828
QLEARNING,r104,8,10.0,981.232,20631,7.604
QLEARNING,r104,9,10.0,982.547,24535,7.677
QLEARNING,r105,1,14.0,1388.63,16981,6.24
QLEARNING,r105,10,14.0,1377.63,15439,5.919
QLEARNING,r105,2,14.0,1385.79,23993,6.162
QLEARNING,r105,3,14.0,1381.37,19016,5.939
QLEARNING,r105,4,14.0,1377.33,11954,6.145
QLEARNING,r105,5,14.0,1385.79,21316,6.153
QLEARNING,r105,6,14.0,1377.11,18670,6.271
QLEARNING,r105,7,14.0,1377.63,10935,5.88
QLEARNING,r105,8,14.0,1377.11,23498,6.103
QLEARNING,r105,9,14.0,1387.14,17895,6.368
QLEARNING,r106,1,12.0,1264.81,14676,7.939
QLEARNING,r106,10,12.0,1260.57,7156,8.098
QLEARNING,r106,2,12.0,1262.54,3655,7.025
QLEARNING,r106,3,12.0,1260.85,9851,7.386
QLEARNING,r106,4,12.0,1262.86,14160,7.182
QLEARNING,r106,5,12.0,1262.86,22333,7.175
QLEARNING,r106,6,12.0,1262.53,19658,7.548
QLEARNING,r106,7,12.0,1262.25,17919,7.539
QLEARNING,r106,8,12.0,1263.47,20395,7.812
QLEARNING,r106,9,12.0,1262.86,16711,7.367
QLEARNING,r107,1,11.0,1078.3,16743,6.859
QLEARNING,r107,10,11.0,1075.21,22702,7.292
QLEARNING,r107,2,11.0,1075.3,21404,7.539
QLEARNING,r107,3,11.0,1074.24,20079,7.296
QLEARNING,r107,4,11.0,1076.92,17425,7.384
QLEARNING,r107,5,11.0,1073.01,23833,7.09
QLEARNING,r107,6,11.0,1078.21,22480,7.522
QLEARNING,r107,7,11.0,1076.6,18494,7.064
QLEARNING,r107,8,11.0,1076.7,24839,7.45
QLEARNING,r107,9,11.0,1086.51,10837,7.089
QLEARNING,r108,1,10.0,941.077,23846,6.885
QLEARNING,r108,10,10.0,944.441,19210,7.386
QLEARNING,r108,2,10.0,942.942,19800,7.434
QLEARNING,r108,3,10.0,944.498,17961,6.965
QLEARNING,r108,4,10.0,949.904,15523,6.927
QLEARNING,r108,5,10.0,945.586,16707,7.794
QLEARNING,r108,6,10.0,946.422,19926,7.466
QLEARNING,r108,7,10.0,950.529,16708,7.039
QLEARNING,r108,8,10.0,945.64,24694,7.249
QLEARNING,r108,9,9.0,964.669,22388,7.406
QLEARNING,r109,1,12.0,1153.52,14944,6.251
QLEARNING,r109,10,12.0,1155.72,16800,5.998
QLEARNING,r109,2,12.0,1155.72,18901,6.314
QLEARNING,r109,3,12.0,1153.52,21331,6.008
QLEARNING,r109,4,12.0,1154.04,15828,5.697
QLEARNING,r109,5,12.0,1153.52,15301,5.825
QLEARNING,r109,6,12.0,1154.04,21340,6.281
QLEARNING,r109,7,12.0,1153.89,20763,6.032
QLEARNING,r109,8,12.0,1153.52,17489,6.297
QLEARNING,r109,9,12.0,1154.55,20521,5.829
QLEARNING,r110,1,11.0,1106.44,7226,6.871
QLEARNING,r110,10,11.0,1086.56,23589,7.685
QLEARNING,r110,2,11.0,1084.88,23401,7.039
QLEARNING,r110,3,11.0,1100.2,17296,7.384
QLEARNING,r110,4,11.0,1082.8,18278,7.495
QLEARNING,r110,5,11.0,1080.64,19477,6.808
QLEARNING,r110,6,11.0,1090.07,24638,7.426
QLEARNING,r110,7,11.0,1098.67,19289,6.837
QLEARNING,r110,8,11.0,1095.03,12392,7.623
QLEARNING,r110,9,11.0,1083.71,17753,6.827
QLEARNING,r111,1,11.0,1054.23,18687,7.5
QLEARNING,r111,10,11.0,1054.54,18832,7.536
QLEARNING,r111,2,11.0,1054.23,22870,7.646
QLEARNING,r111,3,11.0,1054.23,22034,7.838
QLEARNING,r111,4,11.0,1054.23,22230,7.008
QLEARNING,r111,5,11.0,1054.23,22567,7.008
QLEARNING,r111,6,11.0,1054.23,22188,7.688
QLEARNING,r111,7,11.0,1054.23,23134,7.585
QLEARNING,r111,8,11.0,1054.22,19271,7.022
QLEARNING,r111,9,11.0,1054.53,22651,7.007
QLEARNING,r112,1,10.0,957.009,12728,7.041
QLEARNING,r112,10,10.0,955.746,20119,7.672
QLEARNING,r112,2,10.0,963.142,18937,7.749
QLEARNING,r112,3,10.0,964.058,13434,7.742
QLEARNING,r112,4,10.0,961.976,16740,7.107
QLEARNING,r112,5,10.0,953.684,24355,7.708
QLEARNING,r112,6,10.0,973.789,15933,7.721
QLEARNING,r112,7,10.0,960.824,18153,8.069
QLEARNING,r112,8,10.0,964.952,20144,7.475
QLEARNING,r112,9,10.0,964.636,20662,7.038
QLEARNING,r201,1,4.0,1254.69,12835,5.654
QLEARNING,r201,10,4.0,1261.58,13111,5.631
QLEARNING,r201,2,4.0,1253.23,10383,5.263
QLEARNING,r201,3,4.0,1268.99,20224,5.183
QLEARNING,r201,4,4.0,1258.79,20899,5.401
QLEARNING,r201,5,4.0,1253.23,16251,5.251
QLEARNING,r201,6,4.0,1269.8,17576,5.436
QLEARNING,r201,7,4.0,1254.72,14475,5.651
QLEARNING,r201,8,4.0,1263.04,12747,5.605
QLEARNING,r201,9,4.0,1253.02,9586,5.187
QLEARNING,r202,1,4.0,1087.81,14086,6.061
QLEARNING,r202,10,4.0,1082.46,11801,6.129
QLEARNING,r202,2,4.0,1085.88,8327,6.241
QLEARNING,r202,3,4.0,1082.46,17669,6.011
QLEARNING,r202,4,4.0,1081.82,9034,6.153
QLEARNING,r202,5,4.0,1081.32,7618,6.028
QLEARNING,r202,6,4.0,1080.82,21658,6.281
QLEARNING,r202,7,4.0,1081.32,9147,6.312
QLEARNING,r202,8,4.0,1081.6,6007,6.145
QLEARNING,r202,9,4.0,1083.87,16865,6.414
QLEARNING,r203,1,3.0,952.381,9824,6.948
QLEARNING,r203,10,3.0,947.991,7276,6.45
QLEARNING,r203,2,3.0,950.571,9145,6.875
QLEARNING,r203,3,3.0,942.855,12024,6.31
QLEARNING,r203,4,3.0,943.843,1845,6.972
QLEARNING,r203,5,3.0,951.571,1671,6.634
QLEARNING,r203,6,3.0,942.855,11268,6.363
QLEARNING,r203,7,3.0,942.855,15201,6.473
QLEARNING,r203,8,3.0,958.034,20496,6.43
QLEARNING,r203,9,3.0,952.381,7024,7.208
QLEARNING,r204,1,3.0,760.458,2541,6.722
QLEARNING,r204,10,3.0,764.951,6927,6.701
QLEARNING,r204,2,3.0,757.117,14249,6.603
QLEARNING,r204,3,3.0,752.615,7072,6.868
QLEARNING,r204,4,3.0,757.191,9939,7.221
QLEARNING,r204,5,3.0,750.548,7433,6.517
QLEARNING,r204,6,3.0,763.161,2929,6.566
QLEARNING,r204,7,3.0,751.073,24812,6.85
QLEARNING,r204,8,3.0,752.056,18392,6.771
QLEARNING,r204,9,3.0,761.312,7222,6.843
QLEARNING,r205,1,3.0,1034.62,13042,5.273
QLEARNING,r205,10,3.0,1035.21,7582,5.462
QLEARNING,r205,2,3.0,1001.93,19970,5.882
QLEARNING,r205,3,3.0,1030.14,15517,5.831
QLEARNING,r205,4,3.0,1035.21,9844,5.728
QLEARNING,r205,5,3.0,1034.37,14245,5.755
QLEARNING,r205,6,3.0,1035.72,4149,5.649
QLEARNING,r205,7,3.0,1030.13,7337,5.445
QLEARNING,r205,8,3.0,994.428,13789,5.83
QLEARNING,r205,9,3.0,1038.5,8161,5.455
QLEARNING,r206,1,3.0,912.404,11648,6.58
QLEARNING,r206,10,3.0,931.882,4803,6.765
QLEARNING,r206,2,3.0,925.529,9343,6.097
QLEARNING,r206,3,3.0,915.216,13528,6.764
QLEARNING,r206,4,3.0,912.754,5468,6.797
QLEARNING,r206,5,3.0,912.019,13656,5.967
QLEARNING,r206,6,3.0,913.299,13144,6.077
QLEARNING,r206,7,3.0,912.549,6746,6.535
QLEARNING,r206,8,3.0,926.756,23408,5.869
QLEARNING,r206,9,3.0,914.755,2780,6.737
QLEARNING,r207,1,3.0,812.755,10544,7.228
QLEARNING,r207,10,3.0,812.755,8644,6.517
QLEARNING,r207,2,3.0,811.506,22808,6.452
QLEARNING,r207,3,3.0,827.698,22668,6.608
QLEARNING,r207,4,3.0,823.289,6542,6.555
QLEARNING,r207,5,3.0,834.703,1925,7.388
QLEARNING,r207,6,3.0,834.768,12329,6.638
QLEARNING,r207,7,3.0,811.506,11821,6.444
QLEARNING,r207,8,3.0,812.755,9877,6.591
QLEARNING,r207,9,3.0,815.61,2139,6.349
QLEARNING,r208,1,2.0,741.716,6996,6.526
QLEARNING,r208,10,2.0,748.472,17688,6.748
QLEARNING,r208,2,2.0,726.823,8386,6.656
QLEARNING,r208,3,2.0,744.43,7662,7.292
QLEARNING,r208,4,2.0,742.611,14584,6.956
QLEARNING,r208,5,2.0,727.264,9948,7.065
QLEARNING,r208,6,2.0,730.872,2074,6.662
QLEARNING,r208,7,2.0,726.823,6624,6.598
QLEARNING,r208,8,2.0,727.644,5305,7.168
QLEARNING,r208,9,2.0,735.202,11084,6.632
QLEARNING,r209,1,3.0,930.899,11759,6.585
QLEARNING,r209,10,3.0,930.931,6481,6.719
QLEARNING,r209,2,3.0,928.588,17535,6.634
QLEARNING,r209,3,3.0,918.815,11891,6.574
QLEARNING,r209,4,3.0,940.085,12406,6.195
QLEARNING,r209,5,3.0,923.536,13055,5.851
QLEARNING,r209,6,3.0,909.657,18124,6.027
QLEARNING,r209,7,3.0,931.813,9724,6.707
QLEARNING,r209,8,3.0,938.007,15373,6.859
QLEARNING,r209,9,3.0,922.998,12851,6.647
QLEARNING,r210,1,3.0,963.86,11735,6.048
QLEARNING,r210,10,3.0,964.642,5220,6.631
QLEARNING,r210,2,3.0,959.818,6572,6.398
QLEARNING,r210,3,3.0,964.277,5201,6.498
QLEARNING,r210,4,3.0,961.255,11658,6.519
QLEARNING,r210,5,3.0,954.121,20056,6.466
QLEARNING,r210,6,3.0,951.564,8644,7.096
QLEARNING,r210,7,3.0,961.255,18433,6.551
QLEARNING,r210,8,3.0,957.816,13294,6.898
QLEARNING,r210,9,3.0,962.6,3422,6.594
QLEARNING,r211,1,3.0,772.069,17909,6.449
QLEARNING,r211,10,3.0,773.909,20242,6.726
QLEARNING,r211,2,3.0,767.818,15154,6.69
QLEARNING,r211,3,3.0,791.672,8803,6.642
QLEARNING,r211,4,3.0,773.927,19635,6.635
QLEARNING,r211,5,3.0,779.056,9224,6.854
QLEARNING,r211,6,3.0,792.742,3155,6.487
QLEARNING,r211,7,3.0,792.76,12825,6.54
QLEARNING,r211,8,3.0,792.567,8743,6.912
QLEARNING,r211,9,3.0,793.366,17957,6.738
QLEARNING,rc101,1,15.0,1623.58,18110,6.116
QLEARNING,rc101,10,15.0,1689.18,15758,5.733
QLEARNING,rc101,2,15.0,1642.97,4307,5.928
QLEARNING,rc101,3,15.0,1631.34,16574,6.027
QLEARNING,rc101,4,15.0,1642.35,13847,5.553
QLEARNING,rc101,5,15.0,1631.34,12292,5.972
QLEARNING,rc101,6,15.0,1631.34,20683,6.375
QLEARNING,rc101,7,15.0,1636.5,20708,6.073
QLEARNING,rc101,8,15.0,1631.34,14244,6.239
QLEARNING,rc101,9,15.0,1631.34,16880,6.093
QLEARNING,rc102,1,13.0,1484.97,20446,6.929
QLEARNING,rc102,10,13.0,1491.07,17755,7.22
QLEARNING,rc102,2,13.0,1484.97,18750,6.837
QLEARNING,rc102,3,13.0,1506.48,8180,6.459
QLEARNING,rc102,4,13.0,1485.06,17997,7.085
QLEARNING,rc102,5,13.0,1477.64,16129,6.658
QLEARNING,rc102,6,13.0,1497.01,11031,7.231
QLEARNING,rc102,7,13.0,1485.06,10880,6.886
QLEARNING,rc102,8,13.0,1506.88,10311,7.064
QLEARNING,rc102,9,13.0,1484.97,23922,6.6
QLEARNING,rc103,1,11.0,1274.85,24468,7.642
QLEARNING,rc103,10,11.0,1271.28,12904,7.607
QLEARNING,rc103,2,11.0,1266.14,20198,7.425
QLEARNING,rc103,3,11.0,1263.54,16497,7.429
QLEARNING,rc103,4,11.0,1265.8,22875,8.359
QLEARNING,rc103,5,11.0,1283.54,3514,7.462
QLEARNING,rc103,6,11.0,1264.34,9884,7.557
QLEARNING,rc103,7,11.0,1275.42,15089,7.333
QLEARNING,rc103,8,11.0,1314.76,13301,7.435
QLEARNING,rc103,9,11.0,1291.66,8159,7.239
QLEARNING,rc104,1,10.0,1143.98,8329,6.653
QLEARNING,rc104,10,10.0,1140.33,24080,6.836
QLEARNING,rc104,2,10.0,1135.83,20040,7.094
QLEARNING,rc104,3,10.0,1137.38,24181,7.129
QLEARNING,rc104,4,10.0,1160.55,19665,6.828
QLEARNING,rc104,5,10.0,1146.48,12913,7.509
QLEARNING,rc104,6,10.0,1159.44,23590,6.658
QLEARNING,rc104,7,10.0,1137.58,23306,6.914
QLEARNING,rc104,8,10.0,1136.29,22640,6.972
QLEARNING,rc104,9,10.0,1135.83,20211,6.558
QLEARNING,rc105,1,14.0,1552.05,22194,6.452
QLEARNING,rc105,10,14.0,1548.51,11452,6.377
QLEARNING,rc105,2,14.0,1542.27,18996,6.709
QLEARNING,rc105,3,14.0,1542.27,19001,6.346
QLEARNING,rc105,4,14.0,1542.27,16136,6.192
QLEARNING,rc105,5,14.0,1542.27,17805,6.028
QLEARNING,rc105,6,14.0,1540.18,22361,6.945
QLEARNING,rc105,7,14.0,1542.27,17523,6.471
QLEARNING,rc105,8,14.0,1542.53,11549,7.255
QLEARNING,rc105,9,14.0,1543.55,11501,6.307
