iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
1824,11,1067.38,12,1964.9,1,1,9,6138.18,4.22266e-06,0.999932,1.6836e-05,4.68634e-05,4.21683e-06,0.998553,0.00143219,1.07506e-05
1825,11,1067.38,12,1967.88,1,1,9,6135.11,4.16301e-06,0.999933,1.66027e-05,4.62236e-05,4.15734e-06,0.998572,0.00141363,1.06009e-05
1826,11,1067.38,12,1967.88,1,1,0,6132.05,4.10514e-06,0.999934,1.63765e-05,4.5603e-05,4.09962e-06,0.99859,0.00139563,1.04557e-05
1827,11,1067.38,12,1967.88,1,1,0,6128.98,5.24804e-06,0.999915,2.09416e-05,5.83273e-05,5.23901e-06,0.998196,0.0017856,1.33641e-05
1828,11,1067.38,12,1967.88,1,1,0,6125.92,6.67653e-06,0.999892,2.66492e-05,7.42395e-05,6.66192e-06,0.997703,0.00227321,1.69969e-05
1829,11,1067.38,12,1548.93,1,1,13,6122.85,8.45341e-06,0.999864,3.37509e-05,9.40428e-05,8.42996e-06,0.99709,0.00287987,2.15119e-05
1830,11,1067.38,12,1681.01,1,1,9,6119.79,7.3228e-06,0.999882,2.92449e-05,8.15042e-05,7.30517e-06,0.997476,0.00249853,1.86451e-05
1831,11,1067.38,12,1746.21,1,1,9,6116.73,7.13885e-06,0.999885,2.85182e-05,7.94951e-05,7.12208e-06,0.997536,0.00243875,1.81812e-05
1832,11,1067.38,12,1746.21,1,1,0,6113.67,6.96267e-06,0.999888,2.78221e-05,7.75707e-05,6.9467e-06,0.997594,0.00238148,1.77368e-05
1833,11,1067.38,12,1715.22,1,1,13,6110.62,8.80837e-06,0.999858,3.5207e-05,9.81808e-05,8.78279e-06,0.996954,0.00301445,2.24291e-05
1834,11,1067.38,12,1715.22,1,1,0,6107.56,7.62179e-06,0.999877,3.04727e-05,8.49957e-05,7.6026e-06,0.997361,0.00261243,1.94188e-05
1835,11,1067.38,12,1715.22,1,1,0,6104.51,9.62492e-06,0.999844,3.84921e-05,0.000107386,9.59432e-06,0.996665,0.00330068,2.45107e-05
1836,11,1067.38,12,1678.17,1,1,13,6101.45,1.20984e-05,0.999804,4.83974e-05,0.000135047,1.205e-05,0.995807,0.00415034,3.079e-05
1837,11,1067.38,12,1710.99,1,1,9,6098.4,1.04007e-05,0.999832,4.16179e-05,0.000116154,1.03649e-05,0.996389,0.00357413,2.64893e-05
1838,11,1067.38,12,1710.99,1,1,0,6095.35,1.00656e-05,0.999837,4.02881e-05,0.000112465,1.0032e-05,0.996501,0.00346339,2.56433e-05
1839,11,1067.38,12,1710.99,1,1,0,6092.31,1.26411e-05,0.999795,5.06105e-05,0.00014131,1.25881e-05,0.995604,0.00435091,3.2183e-05
1840,11,1067.38,12,1748.81,1,1,9,6089.26,1.58039e-05,0.999744,6.32909e-05,0.000176751,1.57211e-05,0.994504,0.00544013,4.02004e-05
1841,11,1067.38,12,1829.13,1,1,9,6086.22,1.51662e-05,0.999754,6.07538e-05,0.000169701,1.50898e-05,0.994719,0.00522779,3.85934e-05
1842,11,1067.38,12,1897.9,1,1,9,6083.17,1.45653e-05,0.999764,5.83629e-05,0.000163056,1.44947e-05,0.994921,0.00502751,3.70784e-05
1843,11,1067.38,12,1897.9,1,1,0,6080.13,1.39986e-05,0.999773,5.6108e-05,0.000156788,1.39334e-05,0.995112,0.00483847,3.56492e-05
1844,11,1067.38,12,1897.9,1,1,0,6077.09,1.74657e-05,0.999717,7.00238e-05,0.000195715,1.73641e-05,0.993901,0.00603688,4.44353e-05
1845,11,1067.38,12,1835.7,1,1,13,6074.05,2.16959e-05,0.999648,8.70077e-05,0.000243234,2.15392e-05,0.992426,0.00749717,5.51297e-05
1846,11,1067.38,12,1835.7,1,1,0,6071.02,1.8425e-05,0.999701,7.39108e-05,0.000206664,1.83117e-05,0.993554,0.00638124,4.68778e-05
1847,11,1067.38,12,1765.54,1,1,13,6067.98,2.28632e-05,0.999629,9.174e-05,0.000256569,2.26888e-05,0.992003,0.00791584,5.80941e-05
1848,11,1067.38,12,1777.82,1,1,9,6064.95,1.93933e-05,0.999685,7.78384e-05,0.000217736,1.92675e-05,0.993201,0.00673008,4.93433e-05
1849,11,1067.38,12,1648.11,1,1,13,6061.91,1.85278e-05,0.999699,7.43851e-05,0.000208118,1.84128e-05,0.993495,0.00643906,4.71632e-05
1850,11,1067.38,12,1624.68,1,1,13,6058.88,1.57789e-05,0.999744,6.33665e-05,0.000177327,1.56953e-05,0.994449,0.00549518,4.02101e-05
1851,11,1067.38,12,1539.42,1,1,13,6055.85,1.34796e-05,0.999781,5.41477e-05,0.00015156,1.34184e-05,0.995249,0.00470352,3.43834e-05
1852,11,1067.38,12,1536.47,1,1,13,6052.83,1.15503e-05,0.999812,4.64108e-05,0.000129931,1.15054e-05,0.995921,0.00403767,2.94869e-05
1853,11,1067.38,12,1589.16,1,1,9,6049.8,9.92675e-06,0.999838,3.98982e-05,0.000111721,9.89349e-06,0.996489,0.00347607,2.53606e-05
1854,11,1067.38,12,1676.58,1,1,9,6046.77,9.60776e-06,0.999844,3.86268e-05,0.000108183,9.57657e-06,0.996597,0.00336867,2.45529e-05
1855,11,1067.38,12,1763.26,1,1,9,6043.75,9.30456e-06,0.999848,3.74183e-05,0.00010482,9.27526e-06,0.9967,0.00326651,2.37848e-05
1856,11,1067.38,13,1816.66,1,1,9,6040.73,9.01618e-06,0.999853,3.62686e-05,0.000101621,8.98863e-06,0.996799,0.00316928,2.30542e-05
1857,11,1067.38,12,1739.67,1,1,13,6037.71,8.74172e-06,0.999858,3.51744e-05,9.8575e-05,8.7158e-06,0.996892,0.00307669,2.23586e-05
1858,11,1067.38,12,1739.67,1,1,0,6034.69,7.55161e-06,0.999877,3.03942e-05,8.51961e-05,7.53223e-06,0.997311,0.00266201,1.93261e-05
1859,11,1067.38,12,1610.61,1,1,13,6031.67,9.53805e-06,0.999844,3.84e-05,0.000107659,9.50712e-06,0.996602,0.00336391,2.43978e-05
1860,11,1067.38,12,1610.61,1,1,0,6028.66,8.22408e-06,0.999866,3.31192e-05,9.28728e-05,8.20105e-06,0.997066,0.00290519,2.105e-05
1861,11,1067.38,12,1628.65,1,1,9,6025.64,1.03698e-05,0.999831,4.17721e-05,0.000117161,1.03332e-05,0.996298,0.00366481,2.65278e-05
1862,11,1067.38,12,1654.22,1,1,9,6022.63,1.00238e-05,0.999836,4.03892e-05,0.000113306,9.98949e-06,0.996417,0.00354706,2.56502e-05
1863,11,1067.38,12,1654.22,1,1,0,6019.62,9.69524e-06,0.999842,3.90764e-05,0.000109646,9.66313e-06,0.99653,0.00343521,2.48169e-05
1864,11,1067.38,12,1784.48,1,1,9,6016.61,1.2185e-05,0.999801,4.9125e-05,0.00013787,1.21343e-05,0.995638,0.00431877,3.11691e-05
1865,11,1067.38,13,1995.46,1,1,9,6013.6,1.17389e-05,0.999808,4.73399e-05,0.000132887,1.16918e-05,0.995792,0.00416618,3.00382e-05
1866,11,1067.38,13,1995.46,1,1,0,6010.59,1.1317e-05,0.999815,4.56509e-05,0.000128173,1.12731e-05,0.995938,0.0040217,2.8968e-05
1867,11,1067.38,13,2054.12,1,1,9,6007.59,1.41796e-05,0.999768,5.72143e-05,0.000160672,1.41107e-05,0.99491,0.00503995,3.62665e-05
1868,11,1067.38,13,2021.2,1,1,13,6004.58,1.36175e-05,0.999777,5.49614e-05,0.000154377,1.35538e-05,0.995105,0.00484674,3.48418e-05
1869,11,1067.38,13,1989.99,1,1,13,6001.58,1.16512e-05,0.999809,4.70385e-05,0.000132151,1.16045e-05,0.995804,0.00415457,2.98365e-05
1870,11,1067.38,13,2005.04,1,1,9,5998.58,9.99889e-06,0.999836,4.0379e-05,0.000113465,9.96445e-06,0.996393,0.0035716,2.56246e-05
1871,11,1067.38,13,1889.12,1,1,13,5995.58,9.66761e-06,0.999842,3.90521e-05,0.000109759,9.63537e-06,0.996508,0.00345772,2.4783e-05
1872,11,1067.38,13,1776,1,1,13,5992.58,8.32602e-06,0.999863,3.36422e-05,9.45734e-05,8.30207e-06,0.996988,0.00298276,2.13577e-05
1873,11,1067.38,12,1647.73,1,1,13,5989.59,7.19129e-06,0.999882,2.90653e-05,8.17239e-05,7.17339e-06,0.997394,0.00258029,1.84575e-05
1874,11,1067.38,12,1746.48,1,1,9,5986.59,6.22877e-06,0.999898,2.51821e-05,7.082e-05,6.21532e-06,0.997739,0.0022383,1.59954e-05
1875,11,1067.38,12,1849.62,1,1,9,5983.6,6.07783e-06,0.9999,2.45787e-05,6.91374e-05,6.06501e-06,0.997792,0.00218674,1.56115e-05
1876,11,1067.38,12,1911.54,1,1,9,5980.61,5.93312e-06,0.999903,2.40002e-05,6.75241e-05,5.92089e-06,0.997842,0.00213729,1.52434e-05
1877,11,1067.38,13,1885.66,1,1,9,5977.62,5.79431e-06,0.999905,2.34453e-05,6.59765e-05,5.78264e-06,0.997889,0.00208985,1.48903e-05
1878,11,1067.38,13,2006.77,1,1,9,5974.63,5.66111e-06,0.999907,2.29127e-05,6.44912e-05,5.64995e-06,0.997935,0.0020443,1.45514e-05
1879,11,1067.38,13,1921.39,1,1,13,5971.64,5.53323e-06,0.999909,2.24014e-05,6.30651e-05,5.52256e-06,0.99798,0.00200056,1.4226e-05
1880,11,1067.38,13,1843.53,1,1,13,5968.66,4.81537e-06,0.999921,1.95006e-05,5.491e-05,4.80728e-06,0.998239,0.00174351,1.23858e-05
1881,11,1067.38,12,1824.19,1,1,13,5965.67,4.20187e-06,0.999931,1.70209e-05,4.79375e-05,4.19569e-06,0.998462,0.00152349,1.08121e-05
1882,11,1067.38,12,1824.19,1,1,0,5962.69,3.67615e-06,0.999939,1.48955e-05,4.19603e-05,3.67142e-06,0.998652,0.0013347,9.46288e-06
1883,11,1067.38,12,1807.04,1,1,13,5959.71,4.70991e-06,0.999922,1.90895e-05,5.37859e-05,4.70213e-06,0.998272,0.00171142,1.21218e-05
1884,11,1067.38,12,1851.64,1,1,9,5956.73,4.11071e-06,0.999932,1.66656e-05,4.69661e-05,4.10478e-06,0.99849,0.00149576,1.05838e-05
1885,11,1067.38,12,1804.29,1,1,13,5953.75,4.04212e-06,0.999933,1.63921e-05,4.62049e-05,4.03638e-06,0.998513,0.00147258,1.04094e-05
1886,11,1067.38,12,1804.29,1,1,0,5950.77,3.53804e-06,0.999942,1.43519e-05,4.04625e-05,3.53363e-06,0.998697,0.00129068,9.11463e-06
1887,11,1067.38,12,1804.29,1,1,0,5947.8,4.53639e-06,0.999925,1.84068e-05,5.19055e-05,4.52915e-06,0.998328,0.00165625,1.16847e-05
1888,11,1067.38,12,1764.36,1,1,13,5944.82,5.78788e-06,0.999904,2.34914e-05,6.62573e-05,5.77607e-06,0.997865,0.00211473,1.49044e-05
1889,11,1067.38,12,1515.06,1,1,13,5941.85,5.02907e-06,0.999917,2.04173e-05,5.75988e-05,5.02014e-06,0.998142,0.00184014,1.29563e-05
1890,11,1067.38,12,1445.18,1,1,13,5938.88,4.38158e-06,0.999928,1.77936e-05,5.02074e-05,4.37479e-06,0.998379,0.00160548,1.12929e-05
1891,11,1067.38,12,1445.18,1,1,0,5935.91,3.82759e-06,0.999937,1.55482e-05,4.38808e-05,3.8224e-06,0.998582,0.00140442,9.86884e-06
1892,11,1067.38,12,1330.85,1,1,13,5932.94,4.9e-06,0.999919,1.99101e-05,5.62028e-05,4.8915e-06,0.998183,0.00179936,1.26315e-05
1893,11,1067.38,11,1279.73,1,1,13,5929.98,4.27035e-06,0.999929,1.73565e-05,4.90047e-05,4.26388e-06,0.998414,0.00157034,1.10129e-05
1894,11,1067.38,11,1230.68,1,1,13,5927.01,3.73148e-06,0.999938,1.51706e-05,4.28417e-05,3.72653e-06,0.998613,0.00137406,9.62679e-06
1895,11,1067.38,11,1258.58,1,1,9,5924.05,3.26907e-06,0.999946,1.32944e-05,3.75511e-05,3.26527e-06,0.998783,0.00120541,8.43682e-06
1896,11,1067.38,11,1258.58,1,1,0,5921.09,3.22728e-06,0.999947,1.31281e-05,3.70891e-05,3.22357e-06,0.998797,0.00119142,8.33065e-06
1897,11,1067.38,11,1294.8,1,1,9,5918.12,4.14549e-06,0.999931,1.6868e-05,4.76648e-05,4.13937e-06,0.998453,0.00153171,1.06994e-05
1898,11,1067.38,11,1296.12,1,1,9,5915.17,4.07286e-06,0.999932,1.65771e-05,4.68526e-05,4.06694e-06,0.998479,0.00150669,1.05142e-05
1899,11,1067.38,11,1401.69,1,1,9,5912.21,4.00269e-06,0.999934,1.62961e-05,4.60679e-05,3.99697e-06,0.998503,0.00148252,1.03352e-05
1900,11,1067.38,11,1384.44,1,1,13,5909.25,3.93488e-06,0.999935,1.60245e-05,4.53095e-05,3.92934e-06,0.998527,0.00145916,1.01623e-05
1901,11,1067.38,11,1494.53,1,1,9,5906.3,3.44208e-06,0.999943,1.40215e-05,3.96544e-05,3.43783e-06,0.99871,0.00127815,8.89281e-06
1902,11,1067.38,11,1494.53,1,1,0,5903.34,3.39353e-06,0.999944,1.38276e-05,3.91142e-05,3.3894e-06,0.998726,0.00126164,8.76919e-06
1903,11,1067.38,11,1466.02,1,1,13,5900.39,4.35471e-06,0.999928,1.77491e-05,5.02174e-05,4.3479e-06,0.998364,0.00162034,1.12512e-05
1904,11,1067.38,11,1471.14,1,1,9,5897.44,3.80082e-06,0.999937,1.5496e-05,4.38516e-05,3.79563e-06,0.99857,0.0014162,9.82395e-06
1905,11,1067.38,11,1453.72,1,1,13,5894.49,3.73928e-06,0.999938,1.52493e-05,4.31626e-05,3.73424e-06,0.998592,0.00139495,9.6669e-06
1906,11,1067.38,11,1453.72,1,1,0,5891.55,3.27303e-06,0.999946,1.33516e-05,3.77992e-05,3.26917e-06,0.998766,0.00122266,8.46457e-06
1907,11,1067.38,11,1453.72,1,1,0,5888.6,4.20309e-06,0.99993,1.71504e-05,4.85639e-05,4.19671e-06,0.998414,0.00157143,1.08682e-05
1908,11,1067.38,11,1441.33,1,1,13,5885.66,5.37074e-06,0.999911,2.19211e-05,6.20858e-05,5.36032e-06,0.997971,0.00200951,1.38843e-05
1909,11,1067.38,11,1442.47,1,1,9,5882.71,4.66643e-06,0.999922,1.90518e-05,5.39703e-05,4.65855e-06,0.998235,0.0017485,1.20689e-05
1910,11,1067.38,12,1340.8,1,1,9,5879.77,4.57104e-06,0.999924,1.86676e-05,5.28931e-05,4.56348e-06,0.998269,0.00171485,1.18248e-05
1911,11,1067.38,12,1410.27,1,1,9,5876.83,4.47921e-06,0.999925,1.82977e-05,5.18558e-05,4.47193e-06,0.998301,0.00168244,1.15898e-05
1912,11,1067.38,12,1496.7,1,1,9,5873.89,4.39074e-06,0.999927,1.79414e-05,5.08565e-05,4.38375e-06,0.998333,0.00165122,1.13634e-05
1913,11,1067.38,12,1548.81,1,1,9,5870.96,4.3055e-06,0.999928,1.7598e-05,4.98937e-05,4.29877e-06,0.998363,0.00162113,1.11453e-05
1914,11,1067.38,12,1543.45,1,1,13,5868.02,4.22333e-06,0.99993,1.7267e-05,4.89654e-05,4.21684e-06,0.998393,0.00159213,1.09349e-05
1915,11,1067.38,12,1603.6,1,1,9,5865.09,3.6853e-06,0.999938,1.50716e-05,4.27485e-05,3.68036e-06,0.998596,0.00139122,9.54556e-06
1916,11,1067.38,12,1603.06,1,1,13,5862.15,3.62574e-06,0.999939,1.48321e-05,4.20782e-05,3.62094e-06,0.998617,0.00137039,9.39326e-06
1917,11,1067.38,12,1603.06,1,1,0,5859.22,3.17293e-06,0.999947,1.29834e-05,3.68412e-05,3.16925e-06,0.998788,0.00120086,8.22307e-06
1918,11,1067.38,12,1582.6,1,1,13,5856.29,4.07705e-06,0.999932,1.66878e-05,4.73622e-05,4.07097e-06,0.998441,0.00154437,1.05647e-05
1919,11,1067.38,13,1633.71,1,1,9,5853.37,3.55905e-06,0.999941,1.45717e-05,4.13651e-05,3.55441e-06,0.998637,0.00135001,9.22595e-06
1920,11,1067.38,13,1753.2,1,1,9,5850.44,3.50321e-06,0.999941,1.43471e-05,4.0736e-05,3.49871e-06,0.998657,0.00133043,9.08309e-06
1921,11,1067.38,13,1689.85,1,1,13,5847.51,3.44913e-06,0.999942,1.41296e-05,4.01269e-05,3.44477e-06,0.998676,0.00131148,8.94476e-06
1922,11,1067.38,12,1608.52,1,1,13,5844.59,3.02021e-06,0.999949,1.2376e-05,3.51541e-05,3.01686e-06,0.998839,0.00114993,7.83513e-06
1923,11,1067.38,12,1701.77,1,1,9,5841.67,2.65138e-06,0.999956,1.08677e-05,3.08762e-05,2.6488e-06,0.99898,0.00101084,6.88055e-06
1924,11,1067.38,12,1701.77,1,1,0,5838.75,2.62448e-06,0.999956,1.07605e-05,3.0578e-05,2.62195e-06,0.998989,0.00100178,6.81211e-06
1925,11,1067.38,12,1701.77,1,1,0,5835.83,3.38504e-06,0.999943,1.38827e-05,3.94586e-05,3.38081e-06,0.998695,0.00129326,8.78539e-06
1926,11,1067.38,12,1718.32,1,1,9,5832.91,4.34402e-06,0.999927,1.78207e-05,5.06622e-05,4.33705e-06,0.998323,0.00166103,1.12725e-05
1927,11,1067.38,12,1641.16,1,1,13,5829.99,4.25744e-06,0.999929,1.74704e-05,4.96768e-05,4.25074e-06,0.998355,0.00162991,1.10502e-05
1928,11,1067.38,12,1562.52,1,1,13,5827.08,3.71079e-06,0.999938,1.52315e-05,4.33196e-05,3.70569e-06,0.998564,0.00142261,9.63515e-06
1929,11,1067.38,12,1562.52,1,1,0,5824.16,3.24289e-06,0.999946,1.33147e-05,3.7876e-05,3.23899e-06,0.998743,0.00124492,8.4233e-06
1930,11,1067.38,13,1702.74,1,1,9,5821.25,4.16514e-06,0.99993,1.71062e-05,4.86716e-05,4.15871e-06,0.998385,0.00160033,1.08172e-05
1931,11,1067.38,13,1757.76,1,1,9,5818.34,4.08466e-06,0.999931,1.67804e-05,4.77546e-05,4.07846e-06,0.998414,0.00157132,1.06105e-05
1932,11,1067.38,13,1819.48,1,1,9,5815.43,4.00707e-06,0.999933,1.64663e-05,4.68705e-05,4.0011e-06,0.998442,0.00154335,1.04112e-05
1933,11,1067.38,13,1936.53,1,1,9,5812.53,3.93224e-06,0.999934,1.61633e-05,4.60179e-05,3.92648e-06,0.998469,0.00151637,1.0219e-05
1934,11,1067.38,13,1913.06,1,1,13,5809.62,3.86004e-06,0.999935,1.5871e-05,4.51952e-05,3.85448e-06,0.998496,0.00149034,1.00335e-05
1935,11,1067.38,13,1913.06,1,1,0,5806.71,3.36914e-06,0.999943,1.38566e-05,3.94669e-05,3.3649e-06,0.998685,0.0013026,8.76079e-06
1936,11,1067.38,13,1983.41,1,1,9,5803.81,4.32403e-06,0.999927,1.77889e-05,5.06776e-05,4.31704e-06,0.998311,0.00167317,1.12419e-05
1937,11,1067.38,13,1983.41,1,1,0,5800.91,4.23599e-06,0.999929,1.74316e-05,4.96702e-05,4.22927e-06,0.998344,0.00164111,1.10155e-05
1938,11,1067.38,13,2109.42,1,1,9,5798.01,5.41194e-06,0.999909,2.22771e-05,6.34904e-05,5.40097e-06,0.997882,0.00209828,1.40699e-05
1939,11,1067.38,13,2109.42,1,1,0,5795.11,5.27768e-06,0.999911,2.17306e-05,6.19458e-05,5.26723e-06,0.997932,0.00204876,1.37242e-05
1940,11,1067.38,13,2173.57,1,1,9,5792.21,6.71348e-06,0.999887,2.76503e-05,7.88372e-05,6.69657e-06,0.997368,0.00260783,1.74518e-05
1941,11,1067.38,13,2071.54,1,1,13,5789.32,6.51836e-06,0.99989,2.68542e-05,7.65836e-05,6.5024e-06,0.997441,0.00253524,1.6949e-05
1942,11,1067.38,13,2109.19,1,1,9,5786.42,5.62768e-06,0.999905,2.31914e-05,6.61516e-05,5.61576e-06,0.997788,0.00219216,1.46407e-05
1943,11,1067.38,13,1934.82,1,1,13,5783.53,5.48265e-06,0.999907,2.26001e-05,6.44787e-05,5.47133e-06,0.997842,0.00213833,1.42669e-05
1944,11,1067.38,14,1927.98,1,1,9,5780.64,4.749e-06,0.99992,1.95815e-05,5.58781e-05,4.74049e-06,0.998128,0.00185491,1.23635e-05
1945,11,1067.38,14,2166.15,1,1,9,5777.75,4.6417e-06,0.999922,1.91445e-05,5.46426e-05,4.63356e-06,0.998168,0.00181524,1.2087e-05
1946,11,1067.38,14,2080.53,1,1,13,5774.86,4.53864e-06,0.999923,1.87247e-05,5.34557e-05,4.53085e-06,0.998207,0.00177712,1.18213e-05
1947,11,1067.38,14,1911.78,1,1,13,5771.97,3.94513e-06,0.999933,1.62807e-05,4.64883e-05,3.93924e-06,0.998439,0.00154692,1.02797e-05
1948,11,1067.38,13,1922.86,1,1,13,5769.08,3.4385e-06,0.999942,1.4194e-05,4.05383e-05,3.43401e-06,0.998637,0.00135014,8.96303e-06
1949,11,1067.38,13,1773.36,1,1,13,5766.2,3.00486e-06,0.999949,1.24075e-05,3.54434e-05,3.00143e-06,0.998808,0.00118147,7.83546e-06
1950,11,1067.38,13,1976.55,1,1,9,5763.32,2.63273e-06,0.999955,1.0874e-05,3.10693e-05,2.63009e-06,0.998954,0.00103653,6.86736e-06
1951,11,1067.38,13,2094.87,1,1,9,5760.43,2.60265e-06,0.999956,1.07528e-05,3.07295e-05,2.60007e-06,0.998965,0.00102593,6.79029e-06
1952,11,1067.38,13,2094.87,1,1,0,5757.55,2.57337e-06,0.999956,1.06348e-05,3.03988e-05,2.57084e-06,0.998975,0.00101561,6.71525e-06
1953,11,1067.38,13,2094.87,1,1,0,5754.68,3.3204e-06,0.999944,1.37259e-05,3.92427e-05,3.31619e-06,0.998676,0.00131163,8.66382e-06
1954,11,1067.38,13,2025.45,1,1,13,5751.8,4.2627e-06,0.999928,1.76263e-05,5.04044e-05,4.25576e-06,0.998299,0.00168526,1.11207e-05
1955,11,1067.38,13,1985.26,1,1,13,5748.92,3.7076e-06,0.999937,1.53353e-05,4.38622e-05,3.70234e-06,0.998519,0.00146787,9.67638e-06
1956,11,1067.38,13,1870.86,1,1,13,5746.05,3.23345e-06,0.999945,1.33779e-05,3.82718e-05,3.22945e-06,0.998706,0.00128191,8.44207e-06
1957,11,1067.38,13,1738.58,1,1,13,5743.17,2.82738e-06,0.999952,1.17012e-05,3.3482e-05,2.82431e-06,0.998867,0.00112244,7.38442e-06
1958,11,1067.38,13,1783.48,1,1,9,5740.3,2.47869e-06,0.999958,1.0261e-05,2.93673e-05,2.47633e-06,0.999006,0.000985321,6.47582e-06
1959,11,1067.38,13,1823.36,1,1,9,5737.43,2.45225e-06,0.999958,1.01545e-05,2.90685e-05,2.44994e-06,0.999015,0.00097599,6.40805e-06
1960,11,1067.38,13,1804.72,1,1,13,5734.56,2.42649e-06,0.999959,1.00506e-05,2.87773e-05,2.42422e-06,0.999024,0.000966902,6.342e-06
1961,11,1067.38,13,1809.31,1,1,9,5731.7,2.13319e-06,0.999964,8.83831e-06,2.53114e-05,2.13144e-06,0.999141,0.000851145,5.57713e-06
1962,11,1067.38,13,1802.09,1,1,13,5728.83,2.11639e-06,0.999964,8.77118e-06,2.51245e-05,2.11466e-06,0.999147,0.000845457,5.53429e-06
1963,11,1067.38,13,1757.01,1,1,13,5725.97,1.86533e-06,0.999968,7.7329e-06,2.21551e-05,1.86399e-06,0.999247,0.00074613,4.8792e-06
1964,11,1067.38,13,1861.77,1,1,9,5723.1,1.64805e-06,0.999972,6.83407e-06,1.9584e-05,1.647e-06,0.999334,0.000660062,4.31202e-06
1965,11,1067.38,13,1878.81,1,1,9,5720.24,1.64318e-06,0.999972,6.81582e-06,1.95358e-05,1.64213e-06,0.999335,0.000658902,4.30012e-06
1966,11,1067.38,13,1842.84,1,1,13,5717.38,1.63833e-06,0.999972,6.79766e-06,1.94878e-05,1.63729e-06,0.999336,0.000657748,4.28827e-06
1967,11,1067.38,13,1794.11,1,1,13,5714.52,1.45088e-06,0.999975,6.02159e-06,1.72666e-05,1.45006e-06,0.999412,0.000583231,3.79862e-06
1968,11,1067.38,13,1794.11,1,1,0,5711.67,1.28787e-06,0.999978,5.34657e-06,1.53343e-05,1.28722e-06,0.999477,0.000518357,3.37269e-06
1969,11,1067.38,13,1809.72,1,1,9,5708.81,1.68467e-06,0.999971,6.9959e-06,2.00689e-05,1.68357e-06,0.999315,0.000678778,4.41202e-06
1970,11,1067.38,13,1871.2,1,1,9,5705.96,1.67852e-06,0.999971,6.97232e-06,2.00055e-05,1.67742e-06,0.999317,0.000677111,4.39676e-06
1971,11,1067.38,13,1871.2,1,1,0,5703.1,1.67242e-06,0.999971,6.94896e-06,1.99426e-05,1.67133e-06,0.999318,0.000675461,4.38163e-06
1972,11,1067.38,13,1846.54,1,1,13,5700.25,2.17641e-06,0.999963,9.04566e-06,2.59654e-05,2.17456e-06,0.999112,0.000879898,5.70204e-06
1973,11,1067.38,12,1869.39,1,1,13,5697.4,1.9157e-06,0.999967,7.96434e-06,2.28663e-05,1.91426e-06,0.999218,0.000775503,5.02046e-06
1974,11,1067.38,12,1821.37,1,1,13,5694.55,1.69035e-06,0.999971,7.02947e-06,2.01864e-05,1.68923e-06,0.999309,0.00068516,4.43113e-06
1975,11,1067.38,12,1821.37,1,1,0,5691.7,1.49509e-06,0.999974,6.21926e-06,1.78635e-05,1.49422e-06,0.999388,0.000606791,3.92033e-06
1976,11,1067.38,12,1776.67,1,1,13,5688.86,1.94998e-06,0.999967,8.11378e-06,2.33101e-05,1.94848e-06,0.999201,0.000792216,5.11316e-06
1977,11,1067.38,12,1714.34,1,1,13,5686.01,1.71959e-06,0.999971,7.1572e-06,2.05663e-05,1.71843e-06,0.999294,0.000699521,4.51033e-06
1978,11,1067.38,12,1764.18,1,1,9,5683.17,1.52009e-06,0.999974,6.32865e-06,1.81893e-05,1.51918e-06,0.999375,0.000619157,3.98814e-06
1979,11,1067.38,12,1816.44,1,1,9,5680.33,1.51689e-06,0.999974,6.31714e-06,1.816e-05,1.51599e-06,0.999376,0.000618598,3.98052e-06
1980,11,1067.38,12,1816.44,1,1,0,5677.49,1.51369e-06,0.999974,6.30558e-06,1.81306e-05,1.51278e-06,0.999376,0.000618033,3.97287e-06
1981,11,1067.38,12,1856.13,1,1,9,5674.65,1.97374e-06,0.999966,8.22439e-06,2.36528e-05,1.9722e-06,0.999186,0.000806694,5.1804e-06
1982,11,1067.38,12,1649.3,1,1,13,5671.81,1.95912e-06,0.999966,8.16577e-06,2.34892e-05,1.9576e-06,0.999191,0.000801684,5.14303e-06
1983,11,1067.38,12,1561.31,1,1,13,5668.98,1.72669e-06,0.99997,7.19906e-06,2.07128e-05,1.72551e-06,0.999286,0.00070749,4.53417e-06
1984,11,1067.38,12,1767.8,1,1,9,5666.14,1.52553e-06,0.999974,6.3622e-06,1.83089e-05,1.52461e-06,0.999369,0.00062587,4.00703e-06
1985,11,1067.38,12,1767.8,1,1,0,5663.31,1.52173e-06,0.999974,6.34814e-06,1.82723e-05,1.52081e-06,0.999369,0.000625061,3.99781e-06
1986,11,1067.38,12,1767.8,1,1,0,5660.48,1.98402e-06,0.999966,8.27904e-06,2.38351e-05,1.98246e-06,0.999177,0.000815783,5.21237e-06
1987,11,1067.38,12,1767.8,1,1,0,5657.65,2.57319e-06,0.999956,1.07406e-05,3.09286e-05,2.57056e-06,0.998932,0.00105906,6.75995e-06
1988,11,1067.38,12,1685.56,1,1,13,5654.82,3.32018e-06,0.999943,1.38626e-05,3.99269e-05,3.31579e-06,0.99862,0.00136774,8.72141e-06
1989,11,1067.38,12,1664.23,1,1,13,5651.99,2.89453e-06,0.99995,1.20888e-05,3.48256e-05,2.89119e-06,0.998795,0.00119403,7.60608e-06
