iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,r_weight_0,r_weight_1,r_weight_2,r_weight_3
17061,10,828.937,10,828.937,0,2,33,3.00982,1,0,0,0,0,0,1,0
17062,10,828.937,10,828.937,0,2,33,3.00831,1,0,0,0,0,0,1,0
17063,10,828.937,10,828.937,0,2,33,3.00681,1,0,0,0,0,0,1,0
17064,10,828.937,10,828.937,0,2,33,3.0053,1,0,0,0,0,0,1,0
17065,10,828.937,10,828.937,0,2,33,3.0038,1,0,0,0,0,0,1,0
17066,10,828.937,10,828.937,0,2,33,3.0023,1,0,0,0,0,0,1,0
17067,10,828.937,10,828.937,0,2,33,3.0008,1,0,0,0,0,0,1,0
17068,10,828.937,10,828.937,0,2,33,2.9993,1,0,0,0,0,0,1,0
17069,10,828.937,10,828.937,0,2,33,2.9978,1,0,0,0,0,0,1,0
17070,10,828.937,10,828.937,0,2,33,2.9963,1,0,0,0,0,0,1,0
17071,10,828.937,10,828.937,0,2,33,2.9948,1,0,0,0,0,0,1,0
17072,10,828.937,10,828.937,0,2,33,2.9933,1,0,0,0,0,0,1,0
17073,10,828.937,10,828.937,0,2,33,2.99181,1,0,0,0,0,0,1,0
17074,10,828.937,10,828.937,0,2,33,2.99031,1,0,0,0,0,0,1,0
17075,10,828.937,10,828.937,0,2,33,2.98882,1,0,0,0,0,0,1,0
17076,10,828.937,10,828.937,0,2,33,2.98732,1,0,0,0,0,0,1,0
17077,10,828.937,10,828.937,0,2,33,2.98583,1,0,0,0,0,0,1,0
17078,10,828.937,10,828.937,0,2,33,2.98433,1,0,0,0,0,0,1,0
17079,10,828.937,10,828.937,0,2,33,2.98284,1,0,0,0,0,0,1,0
17080,10,828.937,10,828.937,0,2,33,2.98135,1,0,0,0,0,0,1,0
17081,10,828.937,10,828.937,0,2,33,2.97986,1,0,0,0,0,0,1,0
17082,10,828.937,10,828.937,0,2,33,2.97837,1,0,0,0,0,0,1,0
17083,10,828.937,10,828.937,0,2,33,2.97688,1,0,0,0,0,0,1,0
17084,10,828.937,10,828.937,0,2,33,2.97539,1,0,0,0,0,0,1,0
17085,10,828.937,10,828.937,0,2,33,2.9739,1,0,0,0,0,0,1,0
17086,10,828.937,10,828.937,0,2,33,2.97242,1,0,0,0,0,0,1,0
17087,10,828.937,10,828.937,0,2,33,2.97093,1,0,0,0,0,0,1,0
17088,10,828.937,10,828.937,0,2,33,2.96945,1,0,0,0,0,0,1,0
17089,10,828.937,10,828.937,0,2,33,2.96796,1,0,0,0,0,0,1,0
17090,10,828.937,10,828.937,0,2,33,2.96648,1,0,0,0,0,0,1,0
17091,10,828.937,10,828.937,0,2,33,2.96499,1,0,0,0,0,0,1,0
17092,10,828.937,10,828.937,0,2,33,2.96351,1,0,0,0,0,0,1,0
17093,10,828.937,10,828.937,0,2,33,2.96203,1,0,0,0,0,0,1,0
17094,10,828.937,10,828.937,0,2,33,2.96055,1,0,0,0,0,0,1,0
17095,10,828.937,10,828.937,0,2,33,2.95907,1,0,0,0,0,0,1,0
17096,10,828.937,10,828.937,0,2,33,2.95759,1,0,0,0,0,0,1,0
17097,10,828.937,10,828.937,0,2,33,2.95611,1,0,0,0,0,0,1,0
17098,10,828.937,10,828.937,0,2,33,2.95463,1,0,0,0,0,0,1,0
17099,10,828.937,10,828.937,0,2,33,2.95315,1,0,0,0,0,0,1,0
17100,10,828.937,10,828.937,0,2,33,2.95168,1,0,0,0,0,0,1,0
17101,10,828.937,10,828.937,0,2,33,2.9502,1,0,0,0,0,0,1,0
17102,10,828.937,10,828.937,0,2,33,2.94873,1,0,0,0,0,0,1,0
17103,10,828.937,10,828.937,0,2,33,2.94725,1,0,0,0,0,0,1,0
17104,10,828.937,10,828.937,0,2,33,2.94578,1,0,0,0,0,0,1,0
17105,10,828.937,10,828.937,0,2,33,2.94431,1,0,0,0,0,0,1,0
17106,10,828.937,10,828.937,0,2,33,2.94283,1,0,0,0,0,0,1,0
17107,10,828.937,10,828.937,0,2,33,2.94136,1,0,0,0,0,0,1,0
17108,10,828.937,10,828.937,0,2,33,2.93989,1,0,0,0,0,0,1,0
17109,10,828.937,10,828.937,0,2,33,2.93842,1,0,0,0,0,0,1,0
17110,10,828.937,10,828.937,0,2,33,2.93695,1,0,0,0,0,0,1,0
17111,10,828.937,10,828.937,0,2,33,2.93548,1,0,0,0,0,0,1,0
17112,10,828.937,10,828.937,0,2,33,2.93402,1,0,0,0,0,0,1,0
17113,10,828.937,10,828.937,0,2,33,2.93255,1,0,0,0,0,0,1,0
17114,10,828.937,10,828.937,0,2,33,2.93108,1,0,0,0,0,0,1,0
17115,10,828.937,10,828.937,0,2,33,2.92962,1,0,0,0,0,0,1,0
17116,10,828.937,10,828.937,0,2,33,2.92815,1,0,0,0,0,0,1,0
17117,10,828.937,10,828.937,0,2,33,2.92669,1,0,0,0,0,0,1,0
17118,10,828.937,10,828.937,0,2,33,2.92523,1,0,0,0,0,0,1,0
17119,10,828.937,10,828.937,0,2,33,2.92376,1,0,0,0,0,0,1,0
17120,10,828.937,10,828.937,0,2,33,2.9223,1,0,0,0,0,0,1,0
17121,10,828.937,10,828.937,0,2,33,2.92084,1,0,0,0,0,0,1,0
17122,10,828.937,10,828.937,0,2,33,2.91938,1,0,0,0,0,0,1,0
17123,10,828.937,10,828.937,0,2,33,2.91792,1,0,0,0,0,0,1,0
17124,10,828.937,10,828.937,0,2,33,2.91646,1,0,0,0,0,0,1,0
17125,10,828.937,10,828.937,0,2,33,2.915,1,0,0,0,0,0,1,0
17126,10,828.937,10,828.937,0,2,33,2.91355,1,0,0,0,0,0,1,0
17127,10,828.937,10,828.937,0,2,33,2.91209,1,0,0,0,0,0,1,0
17128,10,828.937,10,828.937,0,2,33,2.91063,1,0,0,0,0,0,1,0
17129,10,828.937,10,828.937,0,2,33,2.90918,1,0,0,0,0,0,1,0
17130,10,828.937,10,828.937,0,2,33,2.90772,1,0,0,0,0,0,1,0
17131,10,828.937,10,828.937,0,2,33,2.90627,1,0,0,0,0,0,1,0
17132,10,828.937,10,828.937,0,2,33,2.90482,1,0,0,0,0,0,1,0
17133,10,828.937,10,828.937,0,2,33,2.90336,1,0,0,0,0,0,1,0
17134,10,828.937,10,828.937,0,2,33,2.90191,1,0,0,0,0,0,1,0
17135,10,828.937,10,828.937,0,2,33,2.90046,1,0,0,0,0,0,1,0
17136,10,828.937,10,828.937,0,2,33,2.89901,1,0,0,0,0,0,1,0
17137,10,828.937,10,828.937,0,2,33,2.89756,1,0,0,0,0,0,1,0
17138,10,828.937,10,828.937,0,2,33,2.89611,1,0,0,0,0,0,1,0
17139,10,828.937,10,828.937,0,2,33,2.89466,1,0,0,0,0,0,1,0
17140,10,828.937,10,828.937,0,2,33,2.89322,1,0,0,0,0,0,1,0
17141,10,828.937,10,828.937,0,2,33,2.89177,1,0,0,0,0,0,1,0
17142,10,828.937,10,828.937,0,2,33,2.89032,1,0,0,0,0,0,1,0
17143,10,828.937,10,828.937,0,2,33,2.88888,1,0,0,0,0,0,1,0
17144,10,828.937,10,828.937,0,2,33,2.88743,1,0,0,0,0,0,1,0
17145,10,828.937,10,828.937,0,2,33,2.88599,1,0,0,0,0,0,1,0
17146,10,828.937,10,828.937,0,2,33,2.88455,1,0,0,0,0,0,1,0
17147,10,828.937,10,828.937,0,2,33,2.88311,1,0,0,0,0,0,1,0
17148,10,828.937,10,828.937,0,2,33,2.88166,1,0,0,0,0,0,1,0
17149,10,828.937,10,828.937,0,2,33,2.88022,1,0,0,0,0,0,1,0
17150,10,828.937,10,828.937,0,2,33,2.87878,1,0,0,0,0,0,1,0
17151,10,828.937,10,828.937,0,2,33,2.87734,1,0,0,0,0,0,1,0
17152,10,828.937,10,828.937,0,2,33,2.8759,1,0,0,0,0,0,1,0
17153,10,828.937,10,828.937,0,2,33,2.87447,1,0,0,0,0,0,1,0
17154,10,828.937,10,828.937,0,2,33,2.87303,1,0,0,0,0,0,1,0
17155,10,828.937,10,828.937,0,2,33,2.87159,1,0,0,0,0,0,1,0
17156,10,828.937,10,828.937,0,2,33,2.87016,1,0,0,0,0,0,1,0
17157,10,828.937,10,828.937,0,2,33,2.86872,1,0,0,0,0,0,1,0
17158,10,828.937,10,828.937,0,2,33,2.86729,1,0,0,0,0,0,1,0
17159,10,828.937,10,828.937,0,2,33,2.86585,1,0,0,0,0,0,1,0
17160,10,828.937,10,828.937,0,2,33,2.86442,1,0,0,0,0,0,1,0
17161,10,828.937,10,828.937,0,2,33,2.86299,1,0,0,0,0,0,1,0
17162,10,828.937,10,828.937,0,2,33,2.86156,1,0,0,0,0,0,1,0
17163,10,828.937,10,828.937,0,2,33,2.86013,1,0,0,0,0,0,1,0
17164,10,828.937,10,828.937,0,2,33,2.8587,1,0,0,0,0,0,1,0
17165,10,828.937,10,828.937,0,2,33,2.85727,1,0,0,0,0,0,1,0
17166,10,828.937,10,828.937,0,2,33,2.85584,1,0,0,0,0,0,1,0
17167,10,828.937,10,828.937,0,2,33,2.85441,1,0,0,0,0,0,1,0
17168,10,828.937,10,828.937,0,2,33,2.85298,1,0,0,0,0,0,1,0
17169,10,828.937,10,828.937,0,2,33,2.85156,1,0,0,0,0,0,1,0
17170,10,828.937,10,828.937,0,2,33,2.85013,1,0,0,0,0,0,1,0
17171,10,828.937,10,828.937,0,2,33,2.84871,1,0,0,0,0,0,1,0
17172,10,828.937,10,828.937,0,2,33,2.84728,1,0,0,0,0,0,1,0
17173,10,828.937,10,828.937,0,2,33,2.84586,1,0,0,0,0,0,1,0
17174,10,828.937,10,828.937,0,2,33,2.84444,1,0,0,0,0,0,1,0
17175,10,828.937,10,828.937,0,2,33,2.84301,1,0,0,0,0,0,1,0
17176,10,828.937,10,828.937,0,2,33,2.84159,1,0,0,0,0,0,1,0
17177,10,828.937,10,828.937,0,2,33,2.84017,1,0,0,0,0,0,1,0
17178,10,828.937,10,828.937,0,2,33,2.83875,1,0,0,0,0,0,1,0
17179,10,828.937,10,828.937,0,2,33,2.83733,1,0,0,0,0,0,1,0
17180,10,828.937,10,828.937,0,2,33,2.83591,1,0,0,0,0,0,1,0
17181,10,828.937,10,828.937,0,2,33,2.83449,1,0,0,0,0,0,1,0
17182,10,828.937,10,828.937,0,2,33,2.83308,1,0,0,0,0,0,1,0
17183,10,828.937,10,828.937,0,2,33,2.83166,1,0,0,0,0,0,1,0
17184,10,828.937,10,828.937,0,2,33,2.83025,1,0,0,0,0,0,1,0
17185,10,828.937,10,828.937,0,2,33,2.82883,1,0,0,0,0,0,1,0
17186,10,828.937,10,828.937,0,2,33,2.82742,1,0,0,0,0,0,1,0
17187,10,828.937,10,828.937,0,2,33,2.826,1,0,0,0,0,0,1,0
17188,10,828.937,10,828.937,0,2,33,2.82459,1,0,0,0,0,0,1,0
17189,10,828.937,10,828.937,0,2,33,2.82318,1,0,0,0,0,0,1,0
17190,10,828.937,10,828.937,0,2,33,2.82177,1,0,0,0,0,0,1,0
17191,10,828.937,10,828.937,0,2,33,2.82035,1,0,0,0,0,0,1,0
17192,10,828.937,10,828.937,0,2,33,2.81894,1,0,0,0,0,0,1,0
17193,10,828.937,10,828.937,0,2,33,2.81753,1,0,0,0,0,0,1,0
17194,10,828.937,10,828.937,0,2,33,2.81613,1,0,0,0,0,0,1,0
17195,10,828.937,10,828.937,0,2,33,2.81472,1,0,0,0,0,0,1,0
17196,10,828.937,10,828.937,0,2,33,2.81331,1,0,0,0,0,0,1,0
17197,10,828.937,10,828.937,0,2,33,2.8119,1,0,0,0,0,0,1,0
17198,10,828.937,10,828.937,0,2,33,2.8105,1,0,0,0,0,0,1,0
17199,10,828.937,10,828.937,0,2,33,2.80909,1,0,0,0,0,0,1,0
17200,10,828.937,10,828.937,0,2,33,2.80769,1,0,0,0,0,0,1,0
17201,10,828.937,10,828.937,0,2,33,2.80628,1,0,0,0,0,0,1,0
17202,10,828.937,10,828.937,0,2,33,2.80488,1,0,0,0,0,0,1,0
17203,10,828.937,10,828.937,0,2,33,2.80348,1,0,0,0,0,0,1,0
17204,10,828.937,10,828.937,0,2,33,2.80208,1,0,0,0,0,0,1,0
17205,10,828.937,10,828.937,0,2,33,2.80068,1,0,0,0,0,0,1,0
17206,10,828.937,10,828.937,0,2,33,2.79928,1,0,0,0,0,0,1,0
17207,10,828.937,10,828.937,0,2,33,2.79788,1,0,0,0,0,0,1,0
17208,10,828.937,10,828.937,0,2,33,2.79648,1,0,0,0,0,0,1,0
17209,10,828.937,10,828.937,0,2,33,2.79508,1,0,0,0,0,0,1,0
17210,10,828.937,10,828.937,0,2,33,2.79368,1,0,0,0,0,0,1,0
17211,10,828.937,10,828.937,0,2,33,2.79228,1,0,0,0,0,0,1,0
17212,10,828.937,10,828.937,0,2,33,2.79089,1,0,0,0,0,0,1,0
17213,10,828.937,10,828.937,0,2,33,2.78949,1,0,0,0,0,0,1,0
17214,10,828.937,10,828.937,0,2,33,2.7881,1,0,0,0,0,0,1,0
17215,10,828.937,10,828.937,0,2,33,2.7867,1,0,0,0,0,0,1,0
17216,10,828.937,10,828.937,0,2,33,2.78531,1,0,0,0,0,0,1,0
17217,10,828.937,10,828.937,0,2,33,2.78392,1,0,0,0,0,0,1,0
17218,10,828.937,10,828.937,0,2,33,2.78253,1,0,0,0,0,0,1,0
17219,10,828.937,10,828.937,0,2,33,2.78113,1,0,0,0,0,0,1,0
17220,10,828.937,10,828.937,0,2,33,2.77974,1,0,0,0,0,0,1,0
17221,10,828.937,10,828.937,0,2,33,2.77835,1,0,0,0,0,0,1,0
17222,10,828.937,10,828.937,0,2,33,2.77697,1,0,0,0,0,0,1,0
17223,10,828.937,10,828.937,0,2,33,2.77558,1,0,0,0,0,0,1,0
17224,10,828.937,10,828.937,0,2,33,2.77419,1,0,0,0,0,0,1,0
17225,10,828.937,10,828.937,0,2,33,2.7728,1,0,0,0,0,0,1,0
17226,10,828.937,10,828.937,0,2,33,2.77142,1,0,0,0,0,0,1,0
17227,10,828.937,10,828.937,0,2,33,2.77003,1,0,0,0,0,0,1,0
17228,10,828.937,10,828.937,0,2,33,2.76864,1,0,0,0,0,0,1,0
17229,10,828.937,10,828.937,0,2,33,2.76726,1,0,0,0,0,0,1,0
17230,10,828.937,10,828.937,0,2,33,2.76588,1,0,0,0,0,0,1,0
17231,10,828.937,10,828.937,0,2,33,2.76449,1,0,0,0,0,0,1,0
17232,10,828.937,10,828.937,0,2,33,2.76311,1,0,0,0,0,0,1,0
17233,10,828.937,10,828.937,0,2,33,2.76173,1,0,0,0,0,0,1,0
17234,10,828.937,10,828.937,0,2,33,2.76035,1,0,0,0,0,0,1,0
17235,10,828.937,10,828.937,0,2,33,2.75897,1,0,0,0,0,0,1,0
17236,10,828.937,10,828.937,0,2,33,2.75759,1,0,0,0,0,0,1,0
17237,10,828.937,10,828.937,0,2,33,2.75621,1,0,0,0,0,0,1,0
17238,10,828.937,10,828.937,0,2,33,2.75483,1,0,0,0,0,0,1,0
17239,10,828.937,10,828.937,0,2,33,2.75345,1,0,0,0,0,0,1,0
17240,10,828.937,10,828.937,0,2,33,2.75208,1,0,0,0,0,0,1,0
17241,10,828.937,10,828.937,0,2,33,2.7507,1,0,0,0,0,0,1,0
17242,10,828.937,10,828.937,0,2,33,2.74933,1,0,0,0,0,0,1,0
17243,10,828.937,10,828.937,0,2,33,2.74795,1,0,0,0,0,0,1,0
17244,10,828.937,10,828.937,0,2,33,2.74658,1,0,0,0,0,0,1,0
17245,10,828.937,10,828.937,0,2,33,2.7452,1,0,0,0,0,0,1,0
17246,10,828.937,10,828.937,0,2,33,2.74383,1,0,0,0,0,0,1,0
17247,10,828.937,10,828.937,0,2,33,2.74246,1,0,0,0,0,0,1,0
17248,10,828.937,10,828.937,0,2,33,2.74109,1,0,0,0,0,0,1,0
17249,10,828.937,10,828.937,0,2,33,2.73972,1,0,0,0,0,0,1,0
17250,10,828.937,10,828.937,0,2,33,2.73835,1,0,0,0,0,0,1,0
17251,10,828.937,10,828.937,0,2,33,2.73698,1,0,0,0,0,0,1,0
17252,10,828.937,10,828.937,0,2,33,2.73561,1,0,0,0,0,0,1,0
17253,10,828.937,10,828.937,0,2,33,2.73424,1,0,0,0,0,0,1,0
17254,10,828.937,10,828.937,0,2,33,2.73288,1,0,0,0,0,0,1,0
17255,10,828.937,10,828.937,0,2,33,2.73151,1,0,0,0,0,0,1,0
17256,10,828.937,10,828.937,0,2,33,2.73014,1,0,0,0,0,0,1,0
17257,10,828.937,10,828.937,0,2,33,2.72878,1,0,0,0,0,0,1,0
17258,10,828.937,10,828.937,0,2,33,2.72741,1,0,0,0,0,0,1,0
17259,10,828.937,10,828.937,0,2,33,2.72605,1,0,0,0,0,0,1,0
17260,10,828.937,10,828.937,0,2,33,2.72469,1,0,0,0,0,0,1,0
17261,10,828.937,10,828.937,0,2,33,2.72333,1,0,0,0,0,0,1,0
17262,10,828.937,10,828.937,0,2,33,2.72196,1,0,0,0,0,0,1,0
17263,10,828.937,10,828.937,0,2,33,2.7206,1,0,0,0,0,0,1,0
17264,10,828.937,10,828.937,0,2,33,2.71924,1,0,0,0,0,0,1,0
17265,10,828.937,10,828.937,0,2,33,2.71788,1,0,0,0,0,0,1,0
17266,10,828.937,10,828.937,0,2,33,2.71652,1,0,0,0,0,0,1,0
17267,10,828.937,10,828.937,0,2,33,2.71517,1,0,0,0,0,0,1,0
17268,10,828.937,10,828.937,0,2,33,2.71381,1,0,0,0,0,0,1,0
17269,10,828.937,10,828.937,0,2,33,2.71245,1,0,0,0,0,0,1,0
17270,10,828.937,10,828.937,0,2,33,2.71109,1,0,0,0,0,0,1,0
17271,10,828.937,10,828.937,0,2,33,2.70974,1,0,0,0,0,0,1,0
17272,10,828.937,10,828.937,0,2,33,2.70838,1,0,0,0,0,0,1,0
17273,10,828.937,10,828.937,0,2,33,2.70703,1,0,0,0,0,0,1,0
17274,10,828.937,10,828.937,0,2,33,2.70568,1,0,0,0,0,0,1,0
17275,10,828.937,10,828.937,0,2,33,2.70432,1,0,0,0,0,0,1,0
17276,10,828.937,10,828.937,0,2,33,2.70297,1,0,0,0,0,0,1,0
17277,10,828.937,10,828.937,0,2,33,2.70162,1,0,0,0,0,0,1,0
17278,10,828.937,10,828.937,0,2,33,2.70027,1,0,0,0,0,0,1,0
17279,10,828.937,10,828.937,0,2,33,2.69892,1,0,0,0,0,0,1,0
17280,10,828.937,10,828.937,0,2,33,2.69757,1,0,0,0,0,0,1,0
17281,10,828.937,10,828.937,0,2,33,2.69622,1,0,0,0,0,0,1,0
17282,10,828.937,10,828.937,0,2,33,2.69487,1,0,0,0,0,0,1,0
17283,10,828.937,10,828.937,0,2,33,2.69353,1,0,0,0,0,0,1,0
17284,10,828.937,10,828.937,0,2,33,2.69218,1,0,0,0,0,0,1,0
17285,10,828.937,10,828.937,0,2,33,2.69083,1,0,0,0,0,0,1,0
17286,10,828.937,10,828.937,0,2,33,2.68949,1,0,0,0,0,0,1,0
17287,10,828.937,10,828.937,0,2,33,2.68814,1,0,0,0,0,0,1,0
17288,10,828.937,10,828.937,0,2,33,2.6868,1,0,0,0,0,0,1,0
17289,10,828.937,10,828.937,0,2,33,2.68546,1,0,0,0,0,0,1,0
17290,10,828.937,10,828.937,0,2,33,2.68411,1,0,0,0,0,0,1,0
17291,10,828.937,10,828.937,0,2,33,2.68277,1,0,0,0,0,0,1,0
17292,10,828.937,10,828.937,0,2,33,2.68143,1,0,0,0,0,0,1,0
17293,10,828.937,10,828.937,0,2,33,2.68009,1,0,0,0,0,0,1,0
17294,10,828.937,10,828.937,0,2,33,2.67875,1,0,0,0,0,0,1,0
17295,10,828.937,10,828.937,0,2,33,2.67741,1,0,0,0,0,0,1,0
17296,10,828.937,10,828.937,0,2,33,2.67607,1,0,0,0,0,0,1,0
17297,10,828.937,10,828.937,0,2,33,2.67473,1,0,0,0,0,0,1,0
17298,10,828.937,10,828.937,0,2,33,2.67339,1,0,0,0,0,0,1,0
17299,10,828.937,10,828.937,0,2,33,2.67206,1,0,0,0,0,0,1,0
17300,10,828.937,10,828.937,0,2,33,2.67072,1,0,0,0,0,0,1,0
17301,10,828.937,10,828.937,0,2,33,2.66939,1,0,0,0,0,0,1,0
17302,10,828.937,10,828.937,0,2,33,2.66805,1,0,0,0,0,0,1,0
17303,10,828.937,10,828.937,0,2,33,2.66672,1,0,0,0,0,0,1,0
17304,10,828.937,10,828.937,0,2,33,2.66538,1,0,0,0,0,0,1,0
17305,10,828.937,10,828.937,0,2,33,2.66405,1,0,0,0,0,0,1,0
17306,10,828.937,10,828.937,0,2,33,2.66272,1,0,0,0,0,0,1,0
17307,10,828.937,10,828.937,0,2,33,2.66139,1,0,0,0,0,0,1,0
17308,10,828.937,10,828.937,0,2,33,2.66006,1,0,0,0,0,0,1,0
17309,10,828.937,10,828.937,0,2,33,2.65873,1,0,0,0,0,0,1,0
17310,10,828.937,10,828.937,0,2,33,2.6574,1,0,0,0,0,0,1,0
17311,10,828.937,10,828.937,0,2,33,2.65607,1,0,0,0,0,0,1,0
17312,10,828.937,10,828.937,0,2,33,2.65474,1,0,0,0,0,0,1,0
17313,10,828.937,10,828.937,0,2,33,2.65341,1,0,0,0,0,0,1,0
17314,10,828.937,10,828.937,0,2,33,2.65209,1,0,0,0,0,0,1,0
17315,10,828.937,10,828.937,0,2,33,2.65076,1,0,0,0,0,0,1,0
17316,10,828.937,10,828.937,0,2,33,2.64944,1,0,0,0,0,0,1,0
17317,10,828.937,10,828.937,0,2,33,2.64811,1,0,0,0,0,0,1,0
17318,10,828.937,10,828.937,0,2,33,2.64679,1,0,0,0,0,0,1,0
17319,10,828.937,10,828.937,0,2,33,2.64546,1,0,0,0,0,0,1,0
17320,10,828.937,10,828.937,0,2,33,2.64414,1,0,0,0,0,0,1,0
17321,10,828.937,10,828.937,0,2,33,2.64282,1,0,0,0,0,0,1,0
17322,10,828.937,10,828.937,0,2,33,2.6415,1,0,0,0,0,0,1,0
17323,10,828.937,10,828.937,0,2,33,2.64018,1,0,0,0,0,0,1,0
17324,10,828.937,10,828.937,0,2,33,2.63886,1,0,0,0,0,0,1,0
17325,10,828.937,10,828.937,0,2,33,2.63754,1,0,0,0,0,0,1,0
17326,10,828.937,10,828.937,0,2,33,2.63622,1,0,0,0,0,0,1,0
17327,10,828.937,10,828.937,0,2,33,2.6349,1,0,0,0,0,0,1,0
17328,10,828.937,10,828.937,0,2,33,2.63358,1,0,0,0,0,0,1,0
17329,10,828.937,10,828.937,0,2,33,2.63227,1,0,0,0,0,0,1,0
17330,10,828.937,10,828.937,0,2,33,2.63095,1,0,0,0,0,0,1,0
17331,10,828.937,10,828.937,0,2,33,2.62963,1,0,0,0,0,0,1,0
17332,10,828.937,10,828.937,0,2,33,2.62832,1,0,0,0,0,0,1,0
17333,10,828.937,10,828.937,0,2,33,2.62701,1,0,0,0,0,0,1,0
17334,10,828.937,10,828.937,0,2,33,2.62569,1,0,0,0,0,0,1,0
17335,10,828.937,10,828.937,0,2,33,2.62438,1,0,0,0,0,0,1,0
17336,10,828.937,10,828.937,0,2,33,2.62307,1,0,0,0,0,0,1,0
17337,10,828.937,10,828.937,0,2,33,2.62176,1,0,0,0,0,0,1,0
17338,10,828.937,10,828.937,0,2,33,2.62044,1,0,0,0,0,0,1,0
17339,10,828.937,10,828.937,0,2,33,2.61913,1,0,0,0,0,0,1,0
17340,10,828.937,10,828.937,0,2,33,2.61783,1,0,0,0,0,0,1,0
17341,10,828.937,10,828.937,0,2,33,2.61652,1,0,0,0,0,0,1,0
17342,10,828.937,10,828.937,0,2,33,2.61521,1,0,0,0,0,0,1,0
17343,10,828.937,10,828.937,0,2,33,2.6139,1,0,0,0,0,0,1,0
17344,10,828.937,10,828.937,0,2,33,2.61259,1,0,0,0,0,0,1,0
17345,10,828.937,10,828.937,0,2,33,2.61129,1,0,0,0,0,0,1,0
17346,10,828.937,10,828.937,0,2,33,2.60998,1,0,0,0,0,0,1,0
17347,10,828.937,10,828.937,0,2,33,2.60868,1,0,0,0,0,0,1,0
17348,10,828.937,10,828.937,0,2,33,2.60737,1,0,0,0,0,0,1,0
17349,10,828.937,10,828.937,0,2,33,2.60607,1,0,0,0,0,0,1,0
17350,10,828.937,10,828.937,0,2,33,2.60477,1,0,0,0,0,0,1,0
17351,10,828.937,10,828.937,0,2,33,2.60346,1,0,0,0,0,0,1,0
17352,10,828.937,10,828.937,0,2,33,2.60216,1,0,0,0,0,0,1,0
17353,10,828.937,10,828.937,0,2,33,2.60086,1,0,0,0,0,0,1,0
17354,10,828.937,10,828.937,0,2,33,2.59956,1,0,0,0,0,0,1,0
17355,10,828.937,10,828.937,0,2,33,2.59826,1,0,0,0,0,0,1,0
17356,10,828.937,10,828.937,0,2,33,2.59696,1,0,0,0,0,0,1,0
17357,10,828.937,10,828.937,0,2,33,2.59566,1,0,0,0,0,0,1,0
17358,10,828.937,10,828.937,0,2,33,2.59436,1,0,0,0,0,0,1,0
17359,10,828.937,10,828.937,0,2,33,2.59307,1,0,0,0,0,0,1,0
17360,10,828.937,10,828.937,0,2,33,2.59177,1,0,0,0,0,0,1,0
17361,10,828.937,10,828.937,0,2,33,2.59047,1,0,0,0,0,0,1,0
17362,10,828.937,10,828.937,0,2,33,2.58918,1,0,0,0,0,0,1,0
17363,10,828.937,10,828.937,0,2,33,2.58789,1,0,0,0,0,0,1,0
17364,10,828.937,10,828.937,0,2,33,2.58659,1,0,0,0,0,0,1,0
17365,10,828.937,10,828.937,0,2,33,2.5853,1,0,0,0,0,0,1,0
17366,10,828.937,10,828.937,0,2,33,2.58401,1,0,0,0,0,0,1,0
17367,10,828.937,10,828.937,0,2,33,2.58271,1,0,0,0,0,0,1,0
17368,10,828.937,10,828.937,0,2,33,2.58142,1,0,0,0,0,0,1,0
17369,10,828.937,10,828.937,0,2,33,2.58013,1,0,0,0,0,0,1,0
17370,10,828.937,10,828.937,0,2,33,2.57884,1,0,0,0,0,0,1,0
17371,10,828.937,10,828.937,0,2,33,2.57755,1,0,0,0,0,0,1,0
17372,10,828.937,10,828.937,0,2,33,2.57626,1,0,0,0,0,0,1,0
17373,10,828.937,10,828.937,0,2,33,2.57497,1,0,0,0,0,0,1,0
17374,10,828.937,10,828.937,0,2,33,2.57369,1,0,0,0,0,0,1,0
17375,10,828.937,10,828.937,0,2,33,2.5724,1,0,0,0,0,0,1,0
17376,10,828.937,10,828.937,0,2,33,2.57111,1,0,0,0,0,0,1,0
17377,10,828.937,10,828.937,0,2,33,2.56983,1,0,0,0,0,0,1,0
17378,10,828.937,10,828.937,0,2,33,2.56854,1,0,0,0,0,0,1,0
17379,10,828.937,10,828.937,0,2,33,2.56726,1,0,0,0,0,0,1,0
17380,10,828.937,10,828.937,0,2,33,2.56598,1,0,0,0,0,0,1,0
17381,10,828.937,10,828.937,0,2,33,2.56469,1,0,0,0,0,0,1,0
17382,10,828.937,10,828.937,0,2,33,2.56341,1,0,0,0,0,0,1,0
17383,10,828.937,10,828.937,0,2,33,2.56213,1,0,0,0,0,0,1,0
17384,10,828.937,10,828.937,0,2,33,2.56085,1,0,0,0,0,0,1,0
17385,10,828.937,10,828.937,0,2,33,2.55957,1,0,0,0,0,0,1,0
17386,10,828.937,10,828.937,0,2,33,2.55829,1,0,0,0,0,0,1,0
17387,10,828.937,10,828.937,0,2,33,2.55701,1,0,0,0,0,0,1,0
17388,10,828.937,10,828.937,0,2,33,2.55573,1,0,0,0,0,0,1,0
17389,10,828.937,10,828.937,0,2,33,2.55445,1,0,0,0,0,0,1,0
17390,10,828.937,10,828.937,0,2,33,2.55317,1,0,0,0,0,0,1,0
17391,10,828.937,10,828.937,0,2,33,2.5519,1,0,0,0,0,0,1,0
