iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,epsilon
0,25,2548.12,25,2548.12,0,0,20,195.579,0.5
1,24,2403.56,24,2403.56,0,0,20,195.54,0.49975
2,20,2387.57,20,2387.57,1,0,20,195.501,0.4995
3,20,2356.39,20,2356.39,4,1,10,195.461,0.49925
4,20,2353.83,20,2353.83,0,0,10,195.422,0.499001
5,20,2353.83,20,2353.83,0,3,-2,195.383,0.498751
6,20,2353.83,20,2353.83,0,0,-2,195.344,0.498502
7,20,2353.83,20,2353.83,4,2,-2,195.305,0.498253
8,20,2353.83,20,2353.83,0,0,-2,195.266,0.498003
9,20,2253.81,20,2253.81,0,0,10,195.227,0.497754
10,20,2242.29,20,2242.29,3,2,10,195.188,0.497506
11,20,2017.66,20,2017.66,2,1,10,195.149,0.497257
12,20,2017.66,20,2041.14,0,0,2,195.11,0.497008
13,20,2006.91,20,2006.91,3,1,10,195.071,0.49676
14,20,2006.91,20,2011.32,2,2,2,195.032,0.496511
15,20,2006.91,20,2122.53,1,3,2,194.993,0.496263
16,20,2006.91,20,2168.93,1,0,2,194.954,0.496015
17,19,2110.28,19,2110.28,2,2,20,194.915,0.495767
18,19,2110.28,19,2140.34,0,0,2,194.876,0.495519
19,19,2110.28,19,2140.34,0,0,-2,194.837,0.495271
20,19,2095.28,19,2095.28,3,1,10,194.798,0.495024
21,19,2076.8,19,2076.8,2,2,10,194.759,0.494776
22,19,2063.51,19,2063.51,0,0,10,194.72,0.494529
23,19,2063.51,19,2063.51,0,0,5,194.681,0.494282
24,19,2063.51,19,2063.51,0,0,-2,194.642,0.494034
25,19,2063.51,19,2064.36,0,0,2,194.603,0.493787
26,19,2048.87,19,2048.87,4,3,10,194.564,0.49354
27,19,2048.87,19,2048.87,3,0,-2,194.525,0.493294
28,19,1997.32,19,1997.32,4,2,10,194.487,0.493047
29,19,1997.32,19,2030.21,0,1,2,194.448,0.492801
30,19,1997.32,19,2045.29,0,0,2,194.409,0.492554
31,19,1997.32,19,2062.26,0,0,2,194.37,0.492308
32,19,1997.32,19,2056.76,0,0,5,194.331,0.492062
33,19,1997.32,19,2056.76,0,0,-2,194.292,0.491816
34,19,1997.32,19,2060.51,0,0,2,194.253,0.49157
35,19,1997.32,19,2043.41,4,1,5,194.214,0.491324
36,19,1997.32,19,2043.41,0,0,-2,194.176,0.491078
37,19,1997.32,19,2043.41,2,2,2,194.137,0.490833
38,19,1997.32,19,2043.41,0,0,-2,194.098,0.490587
39,19,1997.32,19,2043.41,1,1,0,194.059,0.490342
40,19,1997.32,19,2027.86,2,2,5,194.02,0.490097
41,19,1997.32,19,2027.86,2,2,2,193.981,0.489852
42,19,1997.32,19,2027.86,1,3,-2,193.943,0.489607
43,19,1997.32,19,2027.86,1,0,-2,193.904,0.489362
44,19,1997.32,19,2027.86,4,0,-2,193.865,0.489117
45,19,1997.32,19,2027.86,3,2,2,193.826,0.488873
46,19,1997.32,19,2027.86,3,1,2,193.788,0.488628
47,19,1997.32,19,2025.26,0,2,5,193.749,0.488384
48,19,1997.32,19,2023.94,3,1,5,193.71,0.48814
