iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,epsilon
0,12,1370.22,12,1370.22,2,0,10,115.639,5
1,10,1261.79,10,1261.79,0,2,10,115.616,4.9975
2,9,1187.98,9,1187.98,0,3,10,115.592,4.995
3,9,1137.51,9,1137.51,2,2,4.24836,115.569,4.9925
4,9,1129.3,9,1129.3,4,0,0.721588,115.546,4.99001
5,9,1105.25,9,1105.25,3,1,2.13006,115.523,4.98751
6,9,1104.94,9,1104.94,4,0,0.0279051,115.5,4.98502
7,9,1029.83,9,1029.83,2,0,6.79734,115.477,4.98253
8,8,986.37,8,986.37,0,3,10,115.454,4.98003
9,7,912.265,7,912.265,1,1,10,115.431,4.97754
10,6,857.36,6,857.36,0,2,10,115.408,4.97506
11,6,825.006,6,825.006,4,3,3.77368,115.385,4.97257
12,5,774.255,5,774.255,1,3,10,115.361,4.97008
13,5,774.105,5,774.105,3,0,0.0193664,115.338,4.9676
14,5,769.607,5,769.607,4,1,0.581033,115.315,4.96511
15,5,769.607,5,769.607,1,2,-10,115.292,4.96263
16,4,701.724,4,701.724,1,3,10,115.269,4.96015
17,4,681.292,4,681.292,2,2,2.91169,115.246,4.95767
18,4,681.292,4,681.292,1,3,-10,115.223,4.95519
19,4,672.644,4,672.644,3,0,1.2694,115.2,4.95271
20,4,655.191,4,655.191,0,3,2.59461,115.177,4.95024
21,4,654.112,4,654.112,0,2,0.164657,115.154,4.94776
22,4,618.58,4,618.58,2,1,5.43212,115.131,4.94529
23,3,591.557,3,591.557,1,0,10,115.108,4.94282
24,3,591.557,3,591.557,2,3,0,115.085,4.94034
25,3,591.557,3,591.557,4,3,0,115.062,4.93787
26,3,591.557,3,591.557,0,3,0,115.039,4.9354
27,3,591.557,3,591.557,4,2,0,115.016,4.93294
28,3,591.557,3,591.557,4,3,0,114.993,4.93047
29,3,591.557,3,591.557,3,2,0,114.97,4.92801
30,3,591.557,3,623.788,1,0,-5.44863,114.947,4.92554
31,3,591.557,3,629.942,1,0,-0.986541,114.924,4.92308
32,3,591.557,3,623.616,2,3,1.0043,114.901,4.92062
33,3,591.557,3,623.616,1,1,-8.67325,114.878,4.91816
34,3,591.557,3,611.293,2,1,1.97601,114.855,4.9157
35,3,591.557,3,611.293,1,1,-10,114.832,4.91324
36,3,591.557,3,611.293,3,3,0,114.809,4.91078
37,3,591.557,3,640.024,2,3,-4.7,114.786,4.90833
38,3,591.557,3,640.024,4,1,0,114.763,4.90587
39,3,591.557,3,640.024,4,2,0,114.74,4.90342
40,3,591.557,3,636.041,4,2,0.622211,114.717,4.90097
41,3,591.557,3,664.017,1,1,-4.39846,114.694,4.89852
42,3,591.557,3,648.263,0,2,2.37254,114.671,4.89607
43,3,591.557,3,648.263,3,3,0,114.648,4.89362
44,3,591.557,3,648.263,4,2,0,114.625,4.89117
45,3,591.557,3,648.263,0,2,0,114.603,4.88873
46,3,591.557,3,620.287,2,3,4.31554,114.58,4.88628
47,3,591.557,3,620.287,0,1,0,114.557,4.88384
48,3,591.557,3,620.287,4,2,0,114.534,4.8814
49,3,591.557,3,620.287,4,3,0,114.511,4.87896
50,3,591.557,3,620.287,0,1,0,114.488,4.87652
51,3,591.557,3,620.287,3,3,0,114.465,4.87408
52,3,591.557,3,620.287,3,0,0,114.442,4.87164
53,3,591.557,3,620.287,1,0,-10,114.419,4.86921
54,3,591.557,3,620.287,4,3,0,114.396,4.86677
55,3,591.557,3,620.287,0,3,-10,114.374,4.86434
56,3,591.557,3,620.287,0,2,0,114.351,4.86191
57,3,591.557,3,620.287,2,2,0,114.328,4.85948
58,3,591.557,3,714.934,1,2,-10,114.305,4.85705
59,3,591.557,3,694.945,0,1,2.79592,114.282,4.85462
60,3,591.557,3,636.374,2,1,8.42815,114.259,4.85219
61,3,591.557,3,620.287,2,2,2.52786,114.236,4.84977
62,3,591.557,3,591.557,2,2,4.63185,114.214,4.84734
63,3,591.557,3,591.557,0,0,0,114.191,4.84492
64,3,591.557,3,591.557,0,3,0,114.168,4.84249
65,3,591.557,3,591.557,3,2,0,114.145,4.84007
66,3,591.557,3,591.557,4,2,0,114.122,4.83765
67,3,591.557,3,591.557,2,2,0,114.099,4.83523
68,3,591.557,3,591.557,3,3,0,114.077,4.83282
69,3,591.557,3,591.557,4,2,0,114.054,4.8304
70,3,591.557,3,591.557,2,1,0,114.031,4.82798
71,3,591.557,3,591.557,0,0,0,114.008,4.82557
72,3,591.557,3,591.557,3,1,0,113.985,4.82316
73,3,591.557,3,591.557,0,1,0,113.962,4.82075
74,3,591.557,3,591.557,0,3,0,113.94,4.81834
75,3,591.557,3,591.557,0,1,0,113.917,4.81593
76,3,591.557,3,710.372,1,1,-10,113.894,4.81352
77,3,591.557,3,768.769,4,0,-8.22061,113.871,4.81111
78,3,591.557,3,648.506,2,1,10,113.849,4.80871
79,3,591.557,3,620.999,2,2,4.24152,113.826,4.8063
80,3,591.557,3,620.999,4,0,0,113.803,4.8039
81,3,591.557,3,620.287,2,2,0.114639,113.78,4.8015
82,3,591.557,3,620.287,2,0,0,113.758,4.7991
83,3,591.557,3,620.287,4,3,0,113.735,4.7967
84,3,591.557,3,621.913,4,0,-0.262021,113.712,4.7943
85,3,591.557,3,621.913,3,1,0,113.689,4.7919
86,3,591.557,3,621.913,4,2,0,113.667,4.78951
87,3,591.557,3,620.287,4,3,0.261336,113.644,4.78711
88,3,591.557,3,620.287,1,0,-10,113.621,4.78472
89,3,591.557,3,620.287,4,1,0,113.598,4.78232
90,3,591.557,3,591.557,2,1,4.63185,113.576,4.77993
91,3,591.557,3,591.557,0,2,0,113.553,4.77754
92,3,591.557,3,591.557,2,2,0,113.53,4.77515
93,3,591.557,3,591.557,4,0,0,113.507,4.77277
94,3,591.557,3,591.557,3,3,0,113.485,4.77038
95,3,591.557,3,591.557,0,1,0,113.462,4.768
96,3,591.557,3,591.557,1,3,-10,113.439,4.76561
97,3,591.557,3,591.557,3,0,0,113.417,4.76323
98,3,591.557,3,591.557,0,3,0,113.394,4.76085
99,3,591.557,3,591.557,2,0,0,113.371,4.75847
100,3,591.557,3,591.557,0,0,0,113.349,4.75609
101,3,591.557,3,591.557,1,1,-10,113.326,4.75371
102,3,591.557,3,624.12,1,2,-5.50474,113.303,4.75133
103,3,591.557,3,624.12,0,2,0,113.281,4.74896
104,3,591.557,3,624.12,3,3,0,113.258,4.74658
105,3,591.557,3,624.12,1,1,0,113.235,4.74421
106,3,591.557,3,624.12,2,0,0,113.213,4.74184
107,3,591.557,3,624.12,4,1,0,113.19,4.73947
108,3,591.557,3,627.176,1,0,-0.489565,113.167,4.7371
109,3,591.557,3,627.176,3,2,0,113.145,4.73473
110,3,591.557,3,623.193,0,0,0.634958,113.122,4.73236
111,3,591.557,3,603.879,0,2,3.09921,113.1,4.72999
112,3,591.557,3,591.557,0,2,2.04059,113.077,4.72763
113,3,591.557,3,591.557,3,3,0,113.054,4.72527
114,3,591.557,3,620.287,3,0,-4.85681,113.032,4.7229
115,3,591.557,3,620.287,2,3,-10,113.009,4.72054
116,3,591.557,3,620.287,3,3,0,112.987,4.71818
117,3,591.557,3,647.51,1,1,-4.38871,112.964,4.71582
118,3,591.557,3,647.51,3,2,0,112.941,4.71346
119,3,591.557,3,621.022,2,3,4.09078,112.919,4.71111
120,3,591.557,3,607.602,0,3,2.16092,112.896,4.70875
121,3,591.557,3,607.602,3,3,0,112.874,4.7064
122,3,591.557,3,607.602,2,2,-4.08778,112.851,4.70404
123,3,591.557,3,607.602,4,1,0,112.828,4.70169
124,3,591.557,3,607.602,4,3,0,112.806,4.69934
125,3,591.557,3,607.602,3,0,0,112.783,4.69699
126,3,591.557,3,607.602,3,1,0,112.761,4.69464
127,3,591.557,3,607.602,3,1,0,112.738,4.6923
128,3,591.557,3,607.602,4,2,0,112.716,4.68995
129,3,591.557,3,591.557,3,3,2.64077,112.693,4.6876
130,3,591.557,3,591.557,3,0,-10,112.671,4.68526
131,3,591.557,3,591.557,0,3,0,112.648,4.68292
132,3,591.557,3,591.557,0,0,0,112.625,4.68058
133,3,591.557,3,591.557,1,1,-6.98096,112.603,4.67824
134,3,591.557,3,591.557,0,1,0,112.58,4.6759
135,3,591.557,3,591.557,3,1,0,112.558,4.67356
136,3,591.557,3,591.557,2,3,0,112.535,4.67122
137,3,591.557,3,591.557,0,2,0,112.513,4.66889
138,3,591.557,3,591.557,1,0,-10,112.49,4.66655
139,3,591.557,3,591.557,3,2,0,112.468,4.66422
140,3,591.557,3,591.557,0,0,0,112.445,4.66189
141,3,591.557,3,591.557,2,3,0,112.423,4.65956
142,3,591.557,3,591.557,3,2,0,112.4,4.65723
143,3,591.557,3,591.557,0,1,0,112.378,4.6549
144,3,591.557,3,591.557,4,1,0,112.355,4.65257
145,3,591.557,3,591.557,0,2,0,112.333,4.65024
146,3,591.557,3,591.557,1,3,-10,112.311,4.64792
147,3,591.557,3,591.557,4,3,0,112.288,4.6456
148,3,591.557,3,591.557,2,0,0,112.266,4.64327
149,3,591.557,3,591.557,3,1,0,112.243,4.64095
150,3,591.557,3,591.557,4,1,0,112.221,4.63863
151,3,591.557,3,593.182,4,2,-0.274746,112.198,4.63631
152,3,591.557,3,593.182,4,2,0,112.176,4.63399
153,3,591.557,3,593.182,1,2,-10,112.153,4.63168
154,3,591.557,3,593.182,2,1,0,112.131,4.62936
155,3,591.557,3,625.414,1,0,-5.4337,112.109,4.62705
156,3,591.557,3,625.414,2,0,0,112.086,4.62473
157,3,591.557,3,594.323,2,3,4.97118,112.064,4.62242
158,3,591.557,3,621.022,1,1,-4.49228,112.041,4.62011
159,3,591.557,3,607.602,3,2,2.16092,112.019,4.6178
160,3,591.557,3,607.602,3,3,0,111.996,4.61549
161,3,591.557,3,620.287,2,2,-2.08778,111.974,4.61318
162,3,591.557,3,620.287,0,2,0,111.952,4.61088
163,3,591.557,3,620.287,4,0,0,111.929,4.60857
164,3,591.557,3,620.287,3,0,0,111.907,4.60627
165,3,591.557,3,620.287,1,1,-8.29374,111.885,4.60396
166,3,591.557,3,591.557,2,3,4.63185,111.862,4.60166
167,3,591.557,3,591.557,4,3,0,111.84,4.59936
168,3,591.557,3,591.557,3,3,0,111.817,4.59706
169,3,591.557,3,591.557,3,1,0,111.795,4.59476
170,3,591.557,3,591.557,1,1,-10,111.773,4.59246
171,3,591.557,3,591.557,3,1,0,111.75,4.59017
172,3,591.557,3,591.557,2,0,0,111.728,4.58787
173,3,591.557,3,621.022,1,1,-4.98096,111.706,4.58558
174,3,591.557,3,621.022,1,3,-10,111.683,4.58329
175,3,591.557,3,621.022,0,1,0,111.661,4.58099
176,3,591.557,3,621.022,3,2,0,111.639,4.5787
177,3,591.557,3,607.602,4,2,2.16092,111.616,4.57641
178,3,591.557,3,591.557,3,0,2.64077,111.594,4.57413
179,3,591.557,3,591.557,4,1,0,111.572,4.57184
180,3,591.557,3,591.557,4,3,0,111.549,4.56955
181,3,591.557,3,591.557,3,2,0,111.527,4.56727
182,3,591.557,3,591.557,1,2,-7.50474,111.505,4.56498
183,3,591.557,3,591.557,0,0,0,111.482,4.5627
184,3,591.557,3,591.557,4,2,0,111.46,4.56042
185,3,591.557,3,591.557,0,0,0,111.438,4.55814
186,3,591.557,3,591.557,4,0,0,111.416,4.55586
187,3,591.557,3,591.557,4,0,0,111.393,4.55358
188,3,591.557,3,645.326,1,2,-9.08953,111.371,4.55131
189,3,591.557,3,645.326,4,0,0,111.349,4.54903
190,3,591.557,3,630.596,4,3,2.28263,111.326,4.54676
191,3,591.557,3,630.596,3,2,0,111.304,4.54448
192,3,591.557,3,630.297,4,3,0.0473967,111.282,4.54221
193,3,591.557,3,707.843,1,2,-10,111.26,4.53994
194,3,591.557,3,654.306,2,3,7.5634,111.237,4.53767
195,3,591.557,3,654.306,0,1,0,111.215,4.5354
196,3,591.557,3,654.306,1,3,-4.46182,111.193,4.53313
197,3,591.557,3,637.881,3,0,2.51021,111.171,4.53087
198,3,591.557,3,591.557,3,3,7.26231,111.148,4.5286
199,3,591.557,3,591.557,0,2,0,111.126,4.52634
200,3,591.557,3,623.788,1,0,-5.44863,111.104,4.52407
201,3,591.557,3,591.557,2,0,5.16709,111.082,4.52181
202,3,591.557,3,591.557,1,3,-10,111.06,4.51955
203,3,591.557,3,591.557,1,0,-8.02125,111.037,4.51729
204,3,591.557,3,591.557,3,3,0,111.015,4.51503
205,3,591.557,3,591.557,0,0,0,110.993,4.51278
206,3,591.557,3,591.557,0,2,0,110.971,4.51052
207,3,591.557,3,591.557,0,2,0,110.949,4.50826
208,3,591.557,3,591.557,3,0,0,110.926,4.50601
209,3,591.557,3,591.557,2,0,0,110.904,4.50376
210,3,591.557,3,591.557,2,3,0,110.882,4.5015
211,3,591.557,3,591.557,0,0,0,110.86,4.49925
212,3,591.557,3,591.557,4,1,0,110.838,4.497
213,3,591.557,3,591.557,3,1,0,110.815,4.49476
214,3,591.557,3,591.557,4,2,0,110.793,4.49251
215,3,591.557,3,591.557,0,3,0,110.771,4.49026
216,3,591.557,3,591.557,2,1,0,110.749,4.48802
217,3,591.557,3,591.557,3,1,0,110.727,4.48577
218,3,591.557,3,621.022,1,3,-4.98096,110.705,4.48353
219,3,591.557,3,621.022,3,0,0,110.683,4.48129
220,3,591.557,3,621.022,3,1,0,110.66,4.47905
221,3,591.557,3,591.557,2,2,4.74463,110.638,4.47681
222,3,591.557,3,591.557,0,3,0,110.616,4.47457
223,3,591.557,3,591.557,4,3,0,110.594,4.47233
224,3,591.557,3,593.182,3,0,-0.274746,110.572,4.4701
225,3,591.557,3,593.182,2,0,0,110.55,4.46786
226,3,591.557,3,593.182,3,0,0,110.528,4.46563
227,3,591.557,3,593.182,0,2,0,110.506,4.46339
228,3,591.557,3,593.182,3,0,0,110.484,4.46116
229,3,591.557,3,593.182,0,3,0,110.461,4.45893
230,3,591.557,3,593.182,2,1,0,110.439,4.4567
231,3,591.557,3,593.182,3,0,0,110.417,4.45447
232,3,591.557,3,593.182,3,1,0,110.395,4.45225
233,3,591.557,3,593.182,0,1,0,110.373,4.45002
234,3,591.557,3,591.557,2,2,0.273994,110.351,4.4478
235,3,591.557,3,591.557,0,2,0,110.329,4.44557
236,3,591.557,3,591.557,3,3,0,110.307,4.44335
237,3,591.557,3,591.557,3,1,0,110.285,4.44113
238,3,591.557,3,591.557,4,2,0,110.263,4.43891
239,3,591.557,3,591.557,0,3,0,110.241,4.43669
240,3,591.557,3,591.557,4,0,0,110.219,4.43447
241,3,591.557,3,591.557,0,0,0,110.197,4.43225
242,3,591.557,3,591.557,3,2,0,110.175,4.43004
243,3,591.557,3,591.557,2,0,0,110.153,4.42782
244,3,591.557,3,591.557,4,1,0,110.13,4.42561
245,3,591.557,3,591.557,2,2,0,110.108,4.42339
246,3,591.557,3,591.557,4,0,0,110.086,4.42118
247,3,591.557,3,593.182,4,0,-0.274746,110.064,4.41897
248,3,591.557,3,593.182,4,1,0,110.042,4.41676
249,3,591.557,3,593.182,2,2,0,110.02,4.41455
250,3,591.557,3,593.182,3,1,0,109.998,4.41235
