iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,epsilon
0,10,1902.16,10,1902.16,0,0,10,142.906,0.5
1,10,1856.94,10,1856.94,4,1,10,142.878,0.49975
2,10,1757.12,10,1757.12,0,3,10,142.849,0.4995
3,10,1743.91,10,1743.91,3,0,10,142.82,0.49925
4,10,1710.39,10,1710.39,0,0,10,142.792,0.499001
5,10,1644.54,10,1644.54,0,0,10,142.763,0.498751
6,10,1508.26,10,1508.26,2,0,10,142.735,0.498502
7,10,1492.27,10,1492.27,0,0,10,142.706,0.498253
8,10,1468.37,10,1468.37,0,0,10,142.678,0.498003
9,10,1445.02,10,1445.02,0,0,10,142.649,0.497754
10,10,1436.42,10,1436.42,0,0,10,142.621,0.497506
11,9,1404.85,9,1404.85,2,2,20,142.592,0.497257
12,9,1404.67,9,1404.67,0,0,10,142.564,0.497008
13,9,1404.51,9,1404.51,0,0,10,142.535,0.49676
14,8,1339.49,8,1339.49,1,2,20,142.507,0.496511
15,8,1314.6,8,1314.6,3,0,10,142.478,0.496263
16,8,1312.16,8,1312.16,3,3,10,142.45,0.496015
17,8,1309.78,8,1309.78,0,0,10,142.421,0.495767
18,8,1309.78,8,1314.67,2,3,2,142.393,0.495519
19,8,1309.78,8,1312.08,2,3,5,142.364,0.495271
20,8,1309.78,8,1339.83,0,0,2,142.336,0.495024
21,8,1309.78,8,1322.98,0,0,5,142.307,0.494776
22,8,1291.86,8,1291.86,2,0,10,142.279,0.494529
23,8,1291.86,8,1291.86,3,2,5,142.25,0.494282
24,8,1284.41,8,1284.41,0,0,10,142.222,0.494034
25,8,1284.41,8,1284.41,3,0,5,142.193,0.493787
26,8,1282.75,8,1282.75,0,0,10,142.165,0.49354
27,6,1405.16,6,1405.16,1,2,20,142.137,0.493294
28,6,1384.85,6,1384.85,2,0,10,142.108,0.493047
29,6,1384.85,6,1386.6,4,0,2,142.08,0.492801
30,6,1367.14,6,1367.14,4,3,10,142.051,0.492554
31,6,1367.14,6,1367.14,1,3,0,142.023,0.492308
32,6,1365.29,6,1365.29,0,0,10,141.994,0.492062
33,6,1344.56,6,1344.56,0,0,10,141.966,0.491816
34,6,1330.79,6,1330.79,0,0,10,141.938,0.49157
35,6,1314.34,6,1314.34,4,2,10,141.909,0.491324
36,6,1309.1,6,1309.1,0,0,10,141.881,0.491078
37,6,1307.33,6,1307.33,4,2,10,141.853,0.490833
38,6,1294.02,6,1294.02,0,0,10,141.824,0.490587
39,6,1289.47,6,1289.47,0,0,10,141.796,0.490342
40,6,1289.47,6,1289.47,0,0,0,141.767,0.490097
41,6,1274.83,6,1274.83,2,0,10,141.739,0.489852
42,6,1274.83,6,1276.05,0,0,2,141.711,0.489607
43,6,1274.83,6,1276.43,3,1,2,141.682,0.489362
44,6,1268.62,6,1268.62,0,0,10,141.654,0.489117
45,6,1259.3,6,1259.3,3,3,10,141.626,0.488873
46,6,1252.81,6,1252.81,0,0,10,141.597,0.488628
47,6,1252.81,6,1304.25,0,3,2,141.569,0.488384
48,6,1252.81,6,1297.62,2,3,5,141.541,0.48814
49,6,1252.6,6,1252.6,0,0,10,141.512,0.487896
50,5,1219.9,5,1219.9,1,3,20,141.484,0.487652
51,5,1203.04,5,1203.04,2,2,10,141.456,0.487408
