iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,epsilon
0,5,1134.66,5,1134.66,2,1,10,100.629,5
1,5,1112.14,5,1112.14,4,1,1.98493,100.609,4.9975
2,5,1087.35,5,1087.35,2,3,2.22892,100.589,4.995
3,4,1155.57,4,1155.57,1,2,10,100.569,4.9925
4,4,1145.51,4,1145.51,4,2,0.869943,100.549,4.99001
5,4,1145.51,4,1145.51,1,0,-10,100.529,4.98751
6,4,1145.51,4,1145.51,1,3,-10,100.509,4.98502
7,4,1145.24,4,1145.24,0,2,0.0240721,100.489,4.98253
8,4,1135.58,4,1135.58,3,0,0.843524,100.469,4.98003
9,4,1135.58,4,1135.58,3,3,-10,100.448,4.97754
10,4,1106.19,4,1106.19,2,0,2.58801,100.428,4.97506
11,4,1084.05,4,1084.05,3,2,2.00171,100.408,4.97257
12,4,1082.38,4,1082.38,3,3,0.153816,100.388,4.97008
13,4,1082.38,4,1082.38,1,3,-10,100.368,4.9676
14,4,1076.51,4,1076.51,4,0,0.542189,100.348,4.96511
15,4,1057.67,4,1057.67,3,2,1.74981,100.328,4.96263
16,4,1049.58,4,1049.58,2,1,0.764982,100.308,4.96015
17,4,1049.58,4,1050.02,3,3,-0.0419601,100.288,4.95767
18,4,1045.97,4,1045.97,0,3,0.385966,100.268,4.95519
19,4,1002.63,4,1002.63,2,0,4.14376,100.248,4.95271
20,4,1000.58,4,1000.58,0,1,0.204653,100.228,4.95024
21,4,1000.58,4,1001.18,0,3,-0.0605203,100.208,4.94776
22,4,1000.58,4,1001.18,4,0,0,100.188,4.94529
23,4,992.632,4,992.632,2,0,0.853832,100.168,4.94282
24,4,989.194,4,989.194,0,3,0.346402,100.148,4.94034
25,4,988.355,4,988.355,0,1,0.0847852,100.128,4.93787
26,4,974.171,4,974.171,3,2,1.43519,100.107,4.9354
27,4,974.171,4,977.823,3,1,-0.374939,100.087,4.93294
28,4,967.744,4,967.744,3,3,1.03075,100.067,4.93047
29,4,967.744,4,974.298,0,0,-0.677235,100.047,4.92801
30,4,967.744,4,974.298,2,1,-2.76788,100.027,4.92554
31,4,967.744,4,1160.05,1,0,-10,100.007,4.92308
32,4,967.744,4,1160.05,4,2,-2.22184,99.9874,4.92062
