iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,epsilon
0,8,1378.3,8,1378.3,2,0,8.90637,109.144,5
1,8,1368.17,8,1368.17,3,1,0.7344,109.122,4.9975
2,8,1321.41,8,1321.41,2,3,3.41757,109.1,4.995
3,8,1321.41,8,1321.56,4,3,-0.0107791,109.078,4.9925
4,8,1314.4,8,1314.4,3,1,0.541477,109.056,4.99001
5,8,1303.56,8,1303.56,4,0,0.824876,109.035,4.98751
6,8,1298.78,8,1298.78,3,1,0.366544,109.013,4.98502
7,8,1288.59,8,1288.59,4,0,0.784306,108.991,4.98253
8,8,1268.89,8,1268.89,0,1,1.52942,108.969,4.98003
9,7,1241.77,7,1241.77,1,2,10,108.947,4.97754
10,7,1241.77,7,1244.67,3,0,-0.234232,108.926,4.97506
11,7,1240.04,7,1240.04,0,1,0.372091,108.904,4.97257
12,6,1238.99,6,1238.99,1,0,10,108.882,4.97008
13,6,1235.59,6,1235.59,4,1,0.274327,108.86,4.9676
14,5,1219.84,5,1219.84,1,0,10,108.839,4.96511
15,5,1219.84,5,1264.72,0,2,-3.67996,108.817,4.96263
16,5,1219.84,5,1254.58,3,2,0.802495,108.795,4.96015
17,5,1219.84,5,1250.58,4,0,0.318552,108.773,4.95767
18,5,1219.84,5,1225.05,0,2,2.04128,108.751,4.95519
19,5,1219.84,5,1225.94,4,3,-0.0728381,108.73,4.95271
20,5,1218.62,5,1218.62,0,2,0.597636,108.708,4.95024
21,5,1207.62,5,1207.62,3,2,0.902265,108.686,4.94776
22,5,1199.72,5,1199.72,3,2,0.654294,108.665,4.94529
23,5,1199.72,5,1199.72,4,2,0,108.643,4.94282
24,5,1195.9,5,1195.9,4,0,0.318427,108.621,4.94034
25,5,1186.58,5,1186.58,0,2,0.779023,108.599,4.93787
26,5,1186.58,5,1195.22,2,1,-0.72782,108.578,4.9354
27,5,1186.58,5,1190.62,4,3,0.385213,108.556,4.93294
28,5,1186.58,5,1284.82,1,1,-7.91226,108.534,4.93047
29,5,1186.58,5,1284.82,2,0,-2.99184,108.512,4.92801
30,5,1186.58,5,1269.85,3,2,1.16524,108.491,4.92554
31,5,1186.58,5,1260.84,3,3,0.709237,108.469,4.92308
32,5,1186.58,5,1229.53,4,3,2.4832,108.447,4.92062
33,4,1263.68,4,1263.68,1,0,10,108.426,4.91816
34,4,1244.29,4,1244.29,3,3,1.53418,108.404,4.9157
35,4,1202.57,4,1202.57,4,0,3.35343,108.382,4.91324
36,4,1182.36,4,1182.36,3,2,1.67995,108.361,4.91078
37,4,1182.36,4,1183.33,0,0,-0.082008,108.339,4.90833
38,4,1138.99,4,1138.99,0,3,3.74734,108.317,4.90587
39,4,1128.37,4,1128.37,3,1,0.932629,108.296,4.90342
40,4,1097.66,4,1097.66,2,0,2.7216,108.274,4.90097
41,4,1097.66,4,1115.51,2,1,-1.6268,108.252,4.89852
42,4,1097.66,4,1104.99,0,1,0.943716,108.231,4.89607
43,4,1097.66,4,1104.99,1,3,-10,108.209,4.89362
