iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,epsilon
0,12,2015.09,12,2015.09,4,3,20,149.607,0.5
1,11,1947.72,11,1947.72,1,2,20,149.577,0.49975
2,11,1888.65,11,1888.65,4,3,10,149.547,0.4995
3,11,1855.82,11,1855.82,4,3,10,149.517,0.49925
4,11,1733.45,11,1733.45,2,3,10,149.487,0.499001
5,10,1753.33,10,1753.33,1,3,20,149.457,0.498751
6,10,1753.18,10,1753.18,4,3,10,149.427,0.498502
7,10,1727.21,10,1727.21,4,3,10,149.397,0.498253
8,10,1724.65,10,1724.65,4,3,10,149.368,0.498003
9,9,1624.35,9,1624.35,1,0,20,149.338,0.497754
10,9,1601.71,9,1601.71,4,3,10,149.308,0.497506
11,9,1593.69,9,1593.69,4,3,10,149.278,0.497257
12,9,1581.38,9,1581.38,4,3,10,149.248,0.497008
13,9,1560.25,9,1560.25,4,3,10,149.218,0.49676
14,8,1525.38,8,1525.38,0,2,20,149.188,0.496511
15,8,1496.77,8,1496.77,3,2,10,149.159,0.496263
16,8,1365.91,8,1365.91,2,1,10,149.129,0.496015
17,7,1343.41,7,1343.41,1,0,20,149.099,0.495767
18,7,1343.41,7,1345.65,4,3,2,149.069,0.495519
19,7,1343.41,7,1343.91,4,3,5,149.039,0.495271
20,7,1343.41,7,1348.76,4,3,2,149.009,0.495024
21,7,1332.82,7,1332.82,4,3,10,148.98,0.494776
22,6,1312.17,6,1312.17,4,3,20,148.95,0.494529
23,5,1236.01,5,1236.01,1,1,20,148.92,0.494282
24,5,1235.28,5,1235.28,0,2,10,148.89,0.494034
25,5,1235.28,5,1241.64,4,3,2,148.861,0.493787
26,5,1235.28,5,1238.21,0,3,5,148.831,0.49354
27,5,1219.05,5,1219.05,2,1,10,148.801,0.493294
28,5,1206.75,5,1206.75,3,0,10,148.771,0.493047
29,5,1206.66,5,1206.66,0,2,10,148.741,0.492801
30,5,1206.02,5,1206.02,4,3,10,148.712,0.492554
31,5,1176.99,5,1176.99,0,1,10,148.682,0.492308
32,5,1174.83,5,1174.83,4,3,10,148.652,0.492062
33,5,1174.83,5,1174.83,4,3,5,148.623,0.491816
34,5,1174.83,5,1174.83,4,3,5,148.593,0.49157
35,5,1173.64,5,1173.64,4,3,10,148.563,0.491324
36,5,1173.64,5,1173.92,4,3,2,148.533,0.491078
37,5,1170.5,5,1170.5,2,2,10,148.504,0.490833
38,5,1170.36,5,1170.36,4,3,10,148.474,0.490587
39,5,1170.36,5,1182.49,4,3,2,148.444,0.490342
40,5,1170.36,5,1190.53,4,3,2,148.415,0.490097
41,5,1170.36,5,1190.53,3,2,2,148.385,0.489852
42,5,1170.36,5,1184.54,4,3,5,148.355,0.489607
43,5,1170.36,5,1240,4,3,2,148.326,0.489362
44,5,1170.36,5,1239.95,4,3,5,148.296,0.489117
45,5,1170.36,5,1239.95,0,3,-2,148.266,0.488873
46,5,1170.36,5,1232.57,1,2,5,148.237,0.488628
47,5,1170.36,5,1225.24,4,3,5,148.207,0.488384
48,5,1170.36,5,1225.24,1,1,0,148.177,0.48814
49,5,1170.36,5,1211.95,4,3,5,148.148,0.487896
50,5,1148.13,5,1148.13,1,2,10,148.118,0.487652
51,5,1146.84,5,1146.84,4,1,10,148.088,0.487408
52,5,1145.15,5,1145.15,4,3,10,148.059,0.487164
53,4,1268.02,4,1268.02,1,0,20,148.029,0.486921
54,4,1261.59,4,1261.59,4,3,10,148,0.486677
55,4,1243.33,4,1243.33,3,3,10,147.97,0.486434
56,4,1235.04,4,1235.04,4,3,10,147.94,0.486191
57,4,1175.14,4,1175.14,4,3,10,147.911,0.485948
58,4,1175.14,4,1176.61,4,3,2,147.881,0.485705
59,4,1164.26,4,1164.26,4,3,10,147.852,0.485462
60,4,1162.74,4,1162.74,0,2,10,147.822,0.485219
61,4,1151.77,4,1151.77,2,2,10,147.792,0.484977
62,4,1148.65,4,1148.65,2,2,10,147.763,0.484734
63,4,1148.65,4,1148.65,4,3,5,147.733,0.484492
64,4,1147.88,4,1147.88,4,3,10,147.704,0.484249
