iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,epsilon
0,15,1611.03,15,1611.03,0,0,20,126.569,0.5
1,15,1611.03,15,1611.03,0,0,-2,126.543,0.49975
2,15,1582.6,15,1582.6,4,2,10,126.518,0.4995
3,15,1582.6,15,1629.54,0,0,2,126.493,0.49925
4,15,1558.83,15,1558.83,2,1,10,126.467,0.499001
5,14,1493.76,14,1493.76,0,0,20,126.442,0.498751
6,14,1481.68,14,1481.68,0,0,10,126.417,0.498502
7,14,1476.44,14,1476.44,0,0,10,126.391,0.498253
8,13,1395.62,13,1395.62,2,2,20,126.366,0.498003
9,13,1395.62,13,1395.62,0,0,0,126.341,0.497754
10,13,1388.15,13,1388.15,0,0,10,126.316,0.497506
11,13,1375.5,13,1375.5,2,1,10,126.29,0.497257
12,13,1375.17,13,1375.17,0,0,10,126.265,0.497008
13,13,1375.17,13,1375.17,0,2,5,126.24,0.49676
14,13,1370.46,13,1370.46,3,2,10,126.215,0.496511
15,13,1370.46,13,1370.46,0,0,-2,126.189,0.496263
16,13,1370.46,13,1371.26,0,0,2,126.164,0.496015
17,13,1370.46,13,1378.93,0,0,2,126.139,0.495767
18,13,1370.46,13,1438.83,0,0,2,126.114,0.495519
19,13,1370.46,13,1431.9,0,0,5,126.088,0.495271
20,13,1370.46,13,1434.1,0,0,2,126.063,0.495024
21,13,1370.46,13,1434.1,0,0,-2,126.038,0.494776
22,13,1370.46,13,1425.84,0,0,5,126.013,0.494529
23,13,1370.46,13,1425.84,0,0,-2,125.988,0.494282
24,13,1370.46,13,1424.92,4,3,5,125.962,0.494034
25,13,1370.46,13,1423.78,0,0,5,125.937,0.493787
26,13,1370.46,13,1423.64,0,0,5,125.912,0.49354
27,13,1370.46,13,1419.88,0,0,5,125.887,0.493294
28,13,1370.46,13,1419.79,0,0,5,125.862,0.493047
29,13,1370.46,13,1419.79,4,3,-2,125.836,0.492801
30,13,1370.46,13,1419.77,0,0,5,125.811,0.492554
31,13,1370.46,13,1417.35,0,3,5,125.786,0.492308
32,13,1370.46,13,1414.39,0,0,5,125.761,0.492062
33,13,1370.46,13,1414.39,1,1,0,125.736,0.491816
34,13,1370.46,13,1416.91,0,0,2,125.711,0.49157
35,12,1564.25,12,1564.25,1,0,20,125.686,0.491324
36,12,1545.15,12,1545.15,0,0,10,125.66,0.491078
37,12,1545.15,12,1545.15,0,3,-2,125.635,0.490833
38,12,1545.15,12,1545.15,0,0,5,125.61,0.490587
39,12,1545.15,12,1545.15,0,0,-2,125.585,0.490342
40,12,1510.19,12,1510.19,4,2,10,125.56,0.490097
41,12,1492.55,12,1492.55,0,0,10,125.535,0.489852
42,12,1492.55,12,1492.55,2,1,-2,125.51,0.489607
43,12,1492.55,12,1492.55,0,0,5,125.485,0.489362
44,12,1492.34,12,1492.34,4,1,10,125.459,0.489117
45,12,1492.34,12,1492.34,0,0,-2,125.434,0.488873
46,12,1491.35,12,1491.35,4,3,10,125.409,0.488628
47,12,1491.35,12,1493.74,0,0,2,125.384,0.488384
48,12,1491.35,12,1492.96,0,0,5,125.359,0.48814
49,12,1491.35,12,1492.96,0,0,0,125.334,0.487896
50,12,1491.35,12,1505.83,0,0,2,125.309,0.487652
51,12,1487.69,12,1487.69,0,0,10,125.284,0.487408
