iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,epsilon
0,18,1722.53,18,1722.53,3,2,0.91019,125.396,5
1,17,1595.57,17,1595.57,2,3,10,125.371,4.9975
2,17,1581.73,17,1581.73,0,1,0.867364,125.345,4.995
3,17,1581.73,17,1592.68,3,2,-0.692106,125.32,4.9925
4,17,1573.88,17,1573.88,4,0,1.18069,125.295,4.99001
5,16,1624.8,16,1624.8,1,3,10,125.27,4.98751
6,15,1689.33,15,1689.33,1,1,10,125.245,4.98502
7,15,1645.7,15,1645.7,3,0,2.58262,125.22,4.98253
8,15,1549.57,15,1549.57,2,3,5.84102,125.195,4.98003
9,14,1734.69,14,1734.69,1,1,10,125.17,4.97754
10,14,1696.52,14,1696.52,3,0,2.20002,125.145,4.97506
11,14,1687.3,14,1687.3,4,2,0.543552,125.12,4.97257
12,14,1687.3,14,1687.3,1,2,-10,125.095,4.97008
13,14,1633.42,14,1633.42,0,1,3.19346,125.07,4.9676
14,14,1622.3,14,1622.3,3,2,0.680564,125.045,4.96511
15,14,1622.3,14,1622.3,0,1,-10,125.02,4.96263
16,14,1622.3,14,1622.3,2,3,-10,124.995,4.96015
17,14,1622.3,14,1622.3,1,3,-5.73399,124.97,4.95767
18,14,1561.71,14,1561.71,2,2,3.73529,124.945,4.95519
19,14,1561.71,14,1561.71,4,1,-10,124.92,4.95271
20,14,1550.81,14,1550.81,0,2,0.697777,124.895,4.95024
21,14,1540.24,14,1540.24,3,2,0.681195,124.87,4.94776
22,14,1438.37,14,1438.37,2,1,6.61398,124.845,4.94529
23,14,1423.07,14,1423.07,4,3,1.0642,124.82,4.94282
24,14,1423.07,14,1423.07,1,2,-5.20496,124.795,4.94034
25,14,1423.07,14,1423.07,0,3,-10,124.77,4.93787
26,14,1398.27,14,1398.27,0,3,1.74249,124.745,4.9354
27,13,1430.44,13,1430.44,1,0,10,124.72,4.93294
28,13,1430.44,13,1461.01,4,0,-2.1376,124.695,4.93047
29,13,1430.44,13,1461.01,3,3,-10,124.67,4.92801
30,13,1413.86,13,1413.86,3,3,3.22757,124.645,4.92554
31,13,1413.86,13,1413.86,3,2,-10,124.62,4.92308
32,13,1413.86,13,1588.41,1,3,-10,124.596,4.92062
33,13,1413.86,13,1588.41,1,2,-6.71145,124.571,4.91816
34,13,1413.86,13,1469.49,2,1,7.48693,124.546,4.9157
