iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,d_weight_4,r_weight_0,r_weight_1,r_weight_2,r_weight_3
188,20,1731.58,20,1791.41,2,1,5,182.244,0.202151,0.178893,0.188393,0.209754,0.220809,0.240896,0.279942,0.281499,0.197664
189,20,1731.58,20,1787.13,3,2,5,182.207,0.201472,0.178281,0.191118,0.209053,0.220076,0.240284,0.281768,0.280806,0.197143
190,20,1731.58,20,1774.15,3,1,5,182.171,0.200948,0.177807,0.190616,0.211114,0.219514,0.239681,0.281083,0.282608,0.196628
191,20,1731.58,20,1771,4,3,5,182.134,0.200447,0.177353,0.190135,0.213089,0.218976,0.239075,0.282896,0.281917,0.196112
192,20,1731.58,20,1771,1,1,0,182.098,0.200014,0.176959,0.18972,0.212635,0.220672,0.237797,0.281407,0.280432,0.200364
193,20,1731.58,20,1764.27,4,1,5,182.061,0.200252,0.175967,0.189941,0.212895,0.220946,0.239052,0.277607,0.281936,0.201404
194,20,1731.58,20,1767.75,3,0,2,182.025,0.199819,0.175576,0.189525,0.212441,0.222639,0.238421,0.279509,0.281215,0.200855
195,20,1731.58,20,1863.48,1,0,2,181.989,0.200011,0.175733,0.189702,0.211689,0.222865,0.238478,0.2795,0.281207,0.200815
196,20,1731.58,20,1845.4,3,3,5,181.952,0.199835,0.176446,0.18953,0.211508,0.22268,0.238532,0.279492,0.281199,0.200777
197,20,1731.58,20,1845.4,2,0,0,181.916,0.199315,0.175977,0.189032,0.213562,0.222113,0.237295,0.278065,0.279765,0.204875
198,20,1731.58,20,1861.13,1,1,2,181.879,0.199685,0.176292,0.187519,0.213966,0.222538,0.235353,0.278785,0.280489,0.205373
199,20,1731.58,20,1861.13,3,1,0,181.843,0.199517,0.176973,0.187355,0.213793,0.222362,0.235844,0.27727,0.281099,0.205788
200,20,1731.58,20,1861.13,3,0,0,181.807,0.200195,0.177564,0.187986,0.211125,0.22313,0.237027,0.273632,0.282535,0.206806
201,20,1731.58,20,1861.13,3,3,0,181.77,0.200835,0.17812,0.18858,0.208611,0.223855,0.23518,0.274303,0.283232,0.207285
202,20,1731.58,20,1847.51,3,1,5,181.734,0.201437,0.178644,0.18914,0.20624,0.224539,0.235336,0.274507,0.283447,0.206709
203,20,1731.58,20,1847.51,2,3,0,181.698,0.200856,0.178117,0.188588,0.208535,0.223903,0.234663,0.276568,0.282663,0.206105
204,20,1731.58,20,1847.51,1,3,0,181.661,0.201211,0.178422,0.187148,0.208908,0.224311,0.23481,0.276764,0.282866,0.205559
205,20,1731.58,20,1847.51,2,0,0,181.625,0.201446,0.177453,0.18736,0.209156,0.224585,0.23495,0.276951,0.28306,0.205039
206,20,1731.58,20,1837.59,3,3,5,181.589,0.201783,0.177739,0.185996,0.20951,0.224973,0.233199,0.277595,0.283721,0.205485
207,20,1731.58,20,1851.72,0,3,2,181.552,0.20122,0.177232,0.185469,0.211721,0.224358,0.231992,0.276182,0.28228,0.209545
208,20,1731.58,20,1837.45,0,3,5,181.516,0.200982,0.177274,0.185517,0.21179,0.224437,0.231644,0.275792,0.281885,0.210679
209,20,1731.58,20,1867.84,1,3,2,181.48,0.203441,0.176717,0.184939,0.211144,0.223759,0.230492,0.274444,0.28051,0.214553
210,20,1731.58,20,1856.81,3,2,5,181.443,0.203267,0.177416,0.184772,0.210967,0.223578,0.230213,0.274135,0.280198,0.215455
211,20,1731.58,20,1836.57,4,0,5,181.407,0.202725,0.17693,0.18427,0.213083,0.222992,0.22964,0.273477,0.281971,0.214912
212,20,1731.58,20,1807.79,3,1,5,181.371,0.202284,0.176534,0.183861,0.212626,0.224695,0.232988,0.272297,0.280758,0.213958
213,20,1731.58,20,1803.48,3,1,5,181.335,0.201749,0.176055,0.183366,0.214716,0.224113,0.232333,0.274324,0.279995,0.213348
214,20,1731.58,20,1803.48,3,2,2,181.298,0.201237,0.175596,0.182892,0.216718,0.223556,0.231708,0.276261,0.279267,0.212765
215,20,1731.58,20,1803.48,2,2,0,181.262,0.201477,0.175793,0.183101,0.215795,0.223834,0.23222,0.276895,0.27766,0.213226
216,20,1731.58,20,1805.91,0,3,2,181.226,0.201777,0.176043,0.181877,0.216123,0.224179,0.233439,0.278374,0.273851,0.214336
217,20,1731.58,20,1805.91,0,3,0,181.19,0.201489,0.176095,0.181934,0.216209,0.224272,0.233175,0.278083,0.273563,0.21518
218,20,1731.58,20,1803.13,3,1,5,181.153,0.199429,0.176538,0.182394,0.216775,0.224863,0.233481,0.278473,0.273945,0.214101
219,20,1731.58,20,1838.38,1,2,2,181.117,0.19893,0.176085,0.181929,0.218743,0.224313,0.232902,0.28025,0.273287,0.213561
220,20,1731.58,20,1812.77,4,0,5,181.081,0.198752,0.176806,0.181758,0.218558,0.224126,0.233326,0.280786,0.271947,0.21394
221,20,1731.58,20,1800.45,3,2,5,181.045,0.198318,0.17641,0.181354,0.218092,0.225826,0.236542,0.279621,0.270814,0.213023
222,20,1731.58,20,1797.72,2,0,5,181.008,0.197825,0.175961,0.180895,0.220039,0.22528,0.235874,0.278855,0.272859,0.212411
223,20,1731.58,20,1799.56,0,3,2,180.972,0.197083,0.17529,0.183953,0.219225,0.224449,0.238955,0.277743,0.271767,0.211535
224,20,1731.58,20,1802.66,3,0,2,180.936,0.196974,0.175302,0.18397,0.219264,0.224491,0.238669,0.277431,0.271459,0.212441
225,20,1731.58,20,1802.66,3,2,2,180.9,0.197231,0.17552,0.184203,0.218247,0.224798,0.23856,0.277482,0.271506,0.212451
226,20,1731.58,20,1802.02,3,2,5,180.864,0.197474,0.175726,0.184424,0.217284,0.225091,0.239007,0.278023,0.270133,0.212837
227,20,1731.58,20,1802.02,4,0,0,180.827,0.196983,0.175279,0.183959,0.219234,0.224545,0.238345,0.277273,0.272147,0.212235
228,20,1731.58,20,1754.85,2,1,5,180.791,0.197791,0.175987,0.184707,0.220145,0.22137,0.236213,0.278061,0.272917,0.212809
229,20,1731.58,20,1754.85,3,3,0,180.755,0.197096,0.175359,0.187557,0.219384,0.220604,0.235632,0.279827,0.272266,0.212275
230,20,1731.58,20,1754.85,3,3,0,180.719,0.197867,0.176034,0.188286,0.216334,0.22148,0.235904,0.280174,0.2726,0.211322
231,20,1731.58,20,1754.85,2,0,2,180.683,0.198592,0.17667,0.188972,0.213462,0.222304,0.236161,0.280503,0.272917,0.210419
232,20,1731.58,20,1754.85,4,0,0,180.647,0.19855,0.176621,0.189135,0.213424,0.222269,0.236226,0.280492,0.272902,0.21038
233,20,1731.58,20,1754.85,0,1,2,180.611,0.199351,0.177323,0.189893,0.214293,0.21914,0.234265,0.281225,0.273611,0.210899
234,20,1731.58,20,1749.45,0,1,5,180.574,0.199013,0.177387,0.189968,0.21439,0.219242,0.234797,0.279582,0.274254,0.211367
235,20,1731.58,20,1749.45,0,2,2,180.538,0.201392,0.176849,0.189399,0.21376,0.2186,0.234215,0.281359,0.273595,0.210831
236,20,1731.58,20,1748.35,2,1,5,180.502,0.20095,0.176936,0.189498,0.213885,0.21873,0.234643,0.2819,0.272251,0.211206
237,20,1731.58,20,1748.35,0,3,0,180.466,0.200292,0.176345,0.19215,0.213191,0.218023,0.234062,0.283671,0.271596,0.210671
238,20,1731.58,20,1764.59,2,0,2,180.43,0.198077,0.176822,0.192677,0.213788,0.218636,0.234285,0.283969,0.271875,0.209871
239,20,1731.58,20,1758.69,3,1,5,180.394,0.198097,0.176829,0.192589,0.213817,0.218668,0.234508,0.2839,0.271803,0.209789
240,20,1731.58,20,1771.32,1,3,2,180.358,0.197621,0.176394,0.192124,0.215707,0.218154,0.233928,0.285664,0.271151,0.209257
241,20,1731.58,20,1765.29,2,2,5,180.322,0.197488,0.17693,0.191992,0.215572,0.218018,0.233568,0.285254,0.270754,0.210423
242,20,1731.58,20,1765.29,1,1,0,180.286,0.196861,0.176358,0.194547,0.214897,0.217336,0.232855,0.284412,0.272964,0.20977
243,20,1731.58,20,1756.89,2,1,5,180.25,0.197127,0.175229,0.194809,0.215196,0.21764,0.234147,0.280432,0.2745,0.210922
244,20,1731.58,20,1805.66,1,0,2,180.214,0.196523,0.174681,0.197266,0.214546,0.216984,0.233565,0.282207,0.27384,0.210387
245,20,1731.58,20,1805.66,2,3,0,180.178,0.196384,0.175241,0.197127,0.214404,0.216842,0.23376,0.282149,0.273779,0.210313
246,20,1731.58,20,1803.82,0,1,5,180.142,0.1969,0.175691,0.195009,0.214977,0.217423,0.233994,0.282458,0.274075,0.209474
247,20,1731.58,20,1803.82,2,0,0,180.106,0.199287,0.175157,0.194426,0.214345,0.216784,0.233413,0.284227,0.273417,0.208943
248,20,1731.58,20,1766.71,2,0,5,180.07,0.19978,0.175579,0.192431,0.214882,0.217329,0.231638,0.284899,0.274058,0.209405
249,20,1731.58,20,1761.3,4,0,5,180.034,0.199154,0.175018,0.194953,0.214217,0.216658,0.235011,0.283663,0.272863,0.208464
250,20,1731.58,20,1761.23,4,2,5,179.998,0.198717,0.174622,0.194523,0.213754,0.218384,0.238249,0.282476,0.271716,0.207559
251,20,1731.58,20,1748.42,3,3,5,179.962,0.198281,0.174227,0.194094,0.213293,0.220105,0.237561,0.281683,0.27381,0.206945
252,20,1731.58,20,1748.42,4,0,0,179.926,0.197792,0.173787,0.193614,0.215232,0.219575,0.236366,0.280291,0.272453,0.21089
253,20,1731.58,20,1748.42,4,2,2,179.89,0.198589,0.174475,0.194391,0.216107,0.216437,0.23433,0.281051,0.273187,0.211432
254,20,1731.58,20,1748.42,0,2,2,179.854,0.198885,0.174724,0.194679,0.216439,0.215272,0.234772,0.281605,0.271804,0.211819
255,20,1731.58,20,1748.42,2,3,0,179.818,0.198456,0.174806,0.19478,0.216563,0.215395,0.23519,0.282132,0.270493,0.212185
256,20,1731.58,20,1748.42,2,3,0,179.782,0.198955,0.175234,0.192749,0.217117,0.215945,0.235459,0.282482,0.270822,0.211236
257,20,1731.58,20,1748.42,2,0,2,179.746,0.199426,0.175638,0.190831,0.21764,0.216465,0.235715,0.282814,0.271135,0.210336
258,20,1731.58,20,1748.42,0,2,0,179.71,0.199439,0.175638,0.190772,0.217664,0.216488,0.235823,0.282788,0.271104,0.210286
259,20,1731.58,20,1748.42,3,1,2,179.674,0.197221,0.176113,0.191295,0.218276,0.217096,0.236945,0.284159,0.267621,0.211274
260,20,1731.58,20,1746.18,2,1,5,179.638,0.197518,0.176367,0.19158,0.217103,0.217432,0.237508,0.282455,0.268273,0.211764
261,20,1731.58,20,1834.87,1,3,2,179.602,0.196887,0.175794,0.194149,0.21642,0.216749,0.236917,0.284236,0.267622,0.211225
262,20,1731.58,20,1834.87,4,3,0,179.566,0.196761,0.176303,0.194024,0.216292,0.21662,0.236591,0.283871,0.26727,0.212268
263,20,1731.58,20,1830.44,0,1,5,179.53,0.197535,0.176987,0.194786,0.217153,0.213539,0.236852,0.284211,0.267582,0.211355
264,20,1731.58,20,1831.45,0,2,2,179.494,0.199918,0.17645,0.194204,0.216517,0.212912,0.236264,0.285985,0.266933,0.210818
265,20,1731.58,20,1777.66,2,3,5,179.458,0.199454,0.176541,0.194313,0.21665,0.213041,0.23658,0.286395,0.265936,0.211089
266,20,1731.58,20,1846.3,1,1,2,179.422,0.198843,0.175989,0.196778,0.215995,0.212395,0.235376,0.284964,0.264598,0.215061
267,20,1731.58,20,1833.94,3,1,5,179.386,0.198725,0.176464,0.19666,0.215875,0.212276,0.235944,0.283234,0.265252,0.21557
268,20,1731.58,20,1833.94,3,0,0,179.351,0.198283,0.176061,0.196222,0.217624,0.21181,0.235358,0.285007,0.264609,0.215025
269,20,1731.58,20,1833.94,4,0,0,179.315,0.199073,0.176752,0.197003,0.21451,0.212662,0.233471,0.285725,0.265267,0.215537
270,20,1731.58,20,1810.21,1,0,5,179.279,0.199824,0.177408,0.197745,0.215326,0.209697,0.231686,0.286406,0.265888,0.21602
271,20,1731.58,20,1810.21,3,2,2,179.243,0.199108,0.180341,0.197036,0.214563,0.208952,0.235106,0.285146,0.264709,0.215039
272,20,1731.58,20,1785.88,3,3,5,179.207,0.199399,0.180595,0.197322,0.213422,0.209262,0.235403,0.285533,0.263763,0.215301
273,20,1731.58,20,1761.63,2,2,5,179.171,0.198953,0.180183,0.19688,0.215185,0.208799,0.234238,0.284147,0.262473,0.219143
274,20,1731.58,20,1814.52,1,2,2,179.135,0.198371,0.179647,0.199226,0.214564,0.208193,0.233456,0.283226,0.264914,0.218404
275,20,1731.58,20,1789.31,0,2,5,179.1,0.198298,0.179933,0.199153,0.214494,0.208122,0.233774,0.28364,0.263892,0.218694
276,20,1731.58,20,1764.97,3,1,5,179.064,0.200575,0.179412,0.198586,0.213892,0.207534,0.233011,0.282741,0.266274,0.217973
277,20,1731.58,20,1764.97,2,1,2,179.028,0.20013,0.179004,0.198145,0.215644,0.207077,0.232435,0.284503,0.265634,0.217428
278,20,1731.58,20,1764.97,0,0,2,178.992,0.200239,0.179092,0.197706,0.215769,0.207193,0.233003,0.282746,0.2663,0.217951
279,20,1731.58,20,1756.7,2,2,5,178.956,0.199719,0.179198,0.197834,0.215918,0.207332,0.233178,0.282695,0.266244,0.217883
280,20,1731.58,20,1786.6,2,2,2,178.921,0.199137,0.178667,0.200165,0.215298,0.206732,0.232447,0.281836,0.268524,0.217193
281,20,1731.58,20,1786.6,2,1,2,178.885,0.19927,0.178777,0.199629,0.21545,0.206874,0.232827,0.282324,0.267309,0.21754
282,20,1731.58,20,1786.6,4,3,2,178.849,0.199396,0.17888,0.19912,0.215595,0.207009,0.233386,0.280588,0.26797,0.218055
283,20,1731.58,20,1786.16,4,1,5,178.813,0.199601,0.179054,0.199324,0.215824,0.206197,0.233172,0.280357,0.267743,0.218728
284,20,1731.58,20,1786.16,0,1,2,178.778,0.199082,0.178578,0.198805,0.215271,0.208264,0.232593,0.282132,0.267097,0.218178
285,20,1731.58,20,1786.16,3,3,0,178.742,0.198587,0.178678,0.198927,0.215412,0.208397,0.233152,0.280395,0.267757,0.218696
286,20,1731.58,20,1786.16,4,0,0,178.706,0.199375,0.179378,0.199717,0.2123,0.209229,0.233535,0.280881,0.268216,0.217368
287,20,1731.58,20,1786.16,2,2,2,178.67,0.200107,0.180027,0.20045,0.213086,0.206329,0.23158,0.28161,0.268905,0.217904
288,20,1731.58,20,1791.99,0,0,2,178.635,0.200259,0.180154,0.199845,0.213254,0.206488,0.231962,0.282102,0.267679,0.218257
289,20,1731.58,20,1791.72,2,1,5,178.599,0.199667,0.180277,0.199993,0.213418,0.206644,0.232164,0.28204,0.267614,0.218182
290,20,1731.58,20,1791.72,2,0,0,178.563,0.199116,0.17977,0.202201,0.212836,0.206076,0.231582,0.283828,0.266962,0.217628
291,20,1731.58,20,1791.72,3,2,2,178.527,0.19975,0.180334,0.199657,0.213521,0.206737,0.229781,0.284507,0.267592,0.218119
292,20,1731.58,20,1803.82,3,2,2,178.492,0.200042,0.180588,0.199949,0.21238,0.207042,0.230117,0.284953,0.266497,0.218432
293,20,1731.58,20,1802.37,3,2,5,178.456,0.20033,0.180838,0.200236,0.211253,0.207343,0.230435,0.285378,0.265458,0.218729
294,20,1731.58,20,1807.38,4,3,2,178.42,0.199877,0.180421,0.199784,0.213039,0.206879,0.229672,0.284463,0.267867,0.217998
295,20,1731.58,20,1803.46,0,0,5,178.385,0.200098,0.180611,0.200005,0.213282,0.206003,0.229431,0.284195,0.267607,0.218767
296,20,1731.58,20,1825.53,1,3,2,178.349,0.202308,0.180103,0.199452,0.2127,0.205437,0.232865,0.282942,0.266419,0.217774
297,20,1731.58,20,1779.39,3,2,5,178.313,0.202255,0.180312,0.199399,0.212649,0.205385,0.232634,0.28269,0.266173,0.218503
298,20,1731.58,20,1779.39,2,1,2,178.278,0.2018,0.179896,0.198949,0.21443,0.204924,0.231899,0.281824,0.268471,0.217806
299,20,1731.58,20,1779.39,1,1,0,178.242,0.201929,0.180001,0.198438,0.214574,0.205057,0.23246,0.280075,0.269139,0.218326
300,20,1731.58,20,1772.88,0,1,5,178.206,0.202285,0.178552,0.198786,0.214958,0.205419,0.233765,0.276021,0.27067,0.219545
301,20,1731.58,20,1801.23,0,3,2,178.171,0.204476,0.178052,0.198239,0.214376,0.204858,0.233175,0.277833,0.270007,0.218984
302,20,1731.58,20,1795.45,3,1,5,178.135,0.203731,0.178208,0.198424,0.214584,0.205053,0.232995,0.277642,0.269818,0.219544
303,20,1731.58,20,1795.45,4,2,2,178.099,0.203273,0.177795,0.197975,0.216365,0.204592,0.232409,0.279445,0.26916,0.218986
304,20,1731.58,20,1771.39,2,2,5,178.064,0.203452,0.17794,0.198147,0.216562,0.203899,0.232823,0.279968,0.267839,0.219369
305,20,1731.58,20,1755.24,4,1,5,178.028,0.202853,0.177404,0.200514,0.215931,0.203299,0.232124,0.279154,0.270018,0.218704
306,20,1731.58,20,1747.12,0,3,5,177.993,0.202298,0.176907,0.199965,0.215347,0.205482,0.231542,0.280948,0.269361,0.218149
307,20,1731.58,20,1768.27,1,1,2,177.957,0.204492,0.17641,0.199415,0.214763,0.20492,0.230445,0.279644,0.268105,0.221805
308,19,1814.14,19,1814.14,0,0,20,177.921,0.204395,0.176799,0.199318,0.214666,0.204822,0.230998,0.277899,0.268769,0.222333
309,19,1814.14,19,1814.14,3,0,0,177.886,0.221209,0.173052,0.195105,0.210137,0.200496,0.25028,0.270942,0.262036,0.216742
310,19,1814.14,19,1814.14,3,2,5,177.85,0.221993,0.173644,0.195785,0.207381,0.201197,0.247219,0.272059,0.263111,0.217611
311,19,1814.14,19,1814.14,2,1,5,177.815,0.221389,0.17315,0.19524,0.209582,0.20064,0.246531,0.271315,0.265162,0.216992
312,19,1814.14,19,1814.14,0,0,0,177.779,0.220696,0.172587,0.197795,0.20892,0.200002,0.245935,0.273079,0.264532,0.216454
313,19,1814.14,19,1814.14,0,1,0,177.744,0.217402,0.173306,0.198633,0.20981,0.200849,0.243119,0.274109,0.265526,0.217246
314,19,1814.14,19,1814.14,4,3,0,177.708,0.214173,0.17401,0.199453,0.210683,0.20168,0.244474,0.270065,0.267017,0.218444
315,19,1814.14,19,1819.68,3,0,2,177.672,0.214866,0.174555,0.200091,0.211362,0.199126,0.244986,0.270644,0.267588,0.216782
316,19,1814.14,19,1819.68,4,2,0,177.637,0.215164,0.174779,0.200362,0.210299,0.199395,0.244317,0.270893,0.267832,0.216957
317,19,1814.14,19,1819.19,3,2,5,177.601,0.21582,0.175293,0.200965,0.210937,0.196986,0.2456,0.272329,0.263988,0.218083
318,19,1814.14,19,1819.19,4,3,0,177.566,0.215303,0.174855,0.200477,0.212859,0.196505,0.244911,0.27158,0.26605,0.217459
319,19,1814.14,19,1853.54,1,2,2,177.53,0.215918,0.175337,0.201042,0.213466,0.194237,0.245397,0.272133,0.266589,0.215881
320,19,1814.14,19,1853.54,2,0,0,177.495,0.215807,0.175781,0.200931,0.213354,0.194127,0.245889,0.272692,0.26512,0.216299
321,19,1814.14,19,1824.11,0,2,5,177.459,0.216481,0.176312,0.198465,0.214019,0.194723,0.243085,0.273717,0.266112,0.217087
322,19,1814.14,19,1824.11,3,0,0,177.424,0.21825,0.175905,0.198018,0.213545,0.194282,0.242405,0.272968,0.26816,0.216467
323,19,1814.14,19,1897.82,1,1,2,177.388,0.219096,0.176567,0.198776,0.210538,0.195023,0.239761,0.27393,0.269103,0.217206
324,19,1814.14,19,1897.82,3,0,0,177.353,0.218973,0.177053,0.198655,0.210416,0.194903,0.240321,0.272231,0.269747,0.217702
325,19,1814.14,19,1897.82,1,2,0,177.317,0.219769,0.177678,0.199367,0.207585,0.1956,0.237757,0.273159,0.270665,0.218419
326,19,1814.14,19,1864.33,2,2,5,177.282,0.220111,0.176426,0.199668,0.207902,0.195893,0.239022,0.274632,0.266774,0.219572
327,19,1814.14,19,1864.33,3,1,0,177.247,0.219453,0.175878,0.202099,0.207274,0.195296,0.238341,0.273868,0.268855,0.218936
328,19,1814.14,19,1831.01,0,0,5,177.211,0.220201,0.176459,0.202781,0.204609,0.19595,0.239655,0.269855,0.270355,0.220135
329,19,1795.06,19,1795.06,3,2,10,177.176,0.221983,0.176047,0.202321,0.204146,0.195503,0.242457,0.268868,0.269367,0.219308
330,19,1789.43,19,1789.43,3,2,10,177.14,0.219981,0.174438,0.200487,0.211367,0.193727,0.239896,0.266042,0.277082,0.21698
331,19,1789.43,19,1789.43,3,1,5,177.105,0.218029,0.172871,0.198699,0.218406,0.191996,0.237314,0.263192,0.28486,0.214634
332,19,1789.27,19,1789.27,0,1,10,177.069,0.217551,0.172472,0.198255,0.220158,0.191564,0.236523,0.265632,0.283937,0.213908
333,19,1789.27,19,1789.27,1,1,0,177.034,0.224483,0.170933,0.196499,0.21822,0.189864,0.233888,0.273798,0.2808,0.211514
334,19,1789.27,19,1789.27,0,2,5,176.999,0.224729,0.170056,0.196702,0.218457,0.190057,0.235137,0.269907,0.282324,0.212633
335,19,1789.27,19,1789.27,3,3,0,176.963,0.226455,0.169666,0.196265,0.217983,0.189631,0.234559,0.269262,0.28408,0.212099
336,19,1789.27,19,1789.27,0,3,0,176.928,0.227351,0.170312,0.197027,0.214947,0.190364,0.234872,0.26964,0.284486,0.211002
337,19,1789.27,19,1789.27,2,1,5,176.892,0.223893,0.171063,0.19791,0.21592,0.191214,0.235168,0.269998,0.284872,0.209962
338,19,1789.27,19,1789.27,1,1,0,176.857,0.223189,0.170501,0.200476,0.215237,0.190597,0.234448,0.272217,0.284028,0.209307
339,19,1781.09,19,1781.09,3,0,10,176.822,0.223437,0.16961,0.200688,0.215472,0.190794,0.235647,0.268481,0.285507,0.210365
340,19,1781.09,19,1781.09,1,3,0,176.786,0.221432,0.168065,0.198877,0.222558,0.189068,0.244346,0.265431,0.282273,0.20795
341,19,1781.09,19,1781.09,0,1,0,176.751,0.221655,0.167253,0.199066,0.222782,0.189243,0.244639,0.265761,0.282632,0.206968
342,19,1781.09,19,1781.09,2,0,0,176.716,0.218317,0.167958,0.199922,0.223752,0.190051,0.245806,0.262256,0.284,0.207938
343,19,1781.09,19,1781.09,2,3,0,176.68,0.218941,0.168415,0.197668,0.224394,0.190581,0.243228,0.263157,0.284987,0.208628
344,19,1781.09,19,1781.09,2,1,0,176.645,0.21953,0.168846,0.195543,0.225,0.19108,0.243506,0.263468,0.285335,0.20769
345,19,1781.09,19,1782.12,0,0,2,176.609,0.220086,0.169252,0.193538,0.225573,0.191551,0.244601,0.260151,0.286641,0.208607
346,19,1781.09,19,1782.12,4,2,0,176.574,0.21895,0.169486,0.193819,0.225918,0.191828,0.244345,0.260243,0.286755,0.208657
347,19,1781.09,19,1782.12,3,3,0,176.539,0.219447,0.169848,0.194246,0.226433,0.190026,0.24582,0.261822,0.282457,0.209901
348,19,1781.09,19,1782.12,3,3,0,176.504,0.220436,0.170592,0.19511,0.222992,0.190869,0.246134,0.262165,0.282837,0.208864
349,19,1706.66,19,1706.66,4,1,10,176.468,0.221407,0.171321,0.195957,0.219619,0.191696,0.246431,0.26249,0.283199,0.20788
350,19,1706.66,19,1716.94,2,0,2,176.433,0.219383,0.169734,0.194154,0.217611,0.199117,0.243662,0.270774,0.280036,0.205527
351,19,1706.66,19,1714.85,0,1,5,176.398,0.219457,0.169769,0.193914,0.217684,0.199175,0.243262,0.270926,0.280198,0.205614
352,19,1706.66,19,1777.6,1,0,2,176.362,0.221229,0.169372,0.193473,0.217201,0.198724,0.242567,0.273006,0.279418,0.20501
353,19,1706.66,19,1777.6,2,3,0,176.327,0.221029,0.17015,0.193285,0.217002,0.198534,0.242186,0.273152,0.279571,0.20509
354,19,1706.66,19,1777.6,3,1,0,176.292,0.221591,0.170561,0.191267,0.217552,0.199028,0.242458,0.273475,0.279904,0.204163
355,19,1706.66,19,1777.6,2,3,0,176.257,0.222502,0.171239,0.192039,0.214384,0.199835,0.243767,0.269547,0.281437,0.205249
356,19,1706.66,19,1774.88,3,1,5,176.221,0.223038,0.17163,0.190129,0.214896,0.200306,0.244028,0.269849,0.281758,0.204365
357,19,1706.66,19,1774.88,2,1,2,176.186,0.222471,0.171171,0.18963,0.216942,0.199786,0.243301,0.272021,0.280939,0.203739
358,19,1706.66,19,1763.34,2,1,5,176.151,0.222472,0.171149,0.189661,0.216941,0.199776,0.243795,0.270543,0.281529,0.204134
359,19,1706.66,19,1763.34,1,2,0,176.116,0.221712,0.170542,0.192464,0.216197,0.199083,0.243077,0.272687,0.280721,0.203515
360,19,1706.66,19,1763.34,0,0,0,176.08,0.221973,0.169596,0.192677,0.216448,0.199306,0.244508,0.274308,0.276489,0.204695
361,19,1706.66,19,1758.08,3,1,5,176.045,0.218593,0.17032,0.193513,0.2174,0.200174,0.241785,0.275307,0.277498,0.20541
362,19,1706.66,19,1758.08,2,3,2,176.01,0.218093,0.16991,0.193058,0.219231,0.199708,0.241152,0.277203,0.27679,0.204856
363,19,1706.66,19,1748.28,0,1,5,175.975,0.218155,0.169937,0.192857,0.219294,0.199756,0.240842,0.276866,0.276453,0.205839
364,19,1706.66,19,1738,0,1,5,175.94,0.219982,0.169528,0.192405,0.218794,0.199291,0.240234,0.278688,0.275774,0.205303
365,19,1706.66,19,1738,3,2,0,175.904,0.221766,0.169128,0.191963,0.218306,0.198837,0.239629,0.280502,0.275099,0.20477
366,19,1706.66,19,1738,2,3,0,175.869,0.222693,0.169812,0.192751,0.215086,0.199657,0.240949,0.282069,0.271101,0.205882
367,19,1706.66,19,1739.65,3,2,2,175.834,0.223243,0.170208,0.190796,0.215614,0.200139,0.241212,0.2824,0.271414,0.204974
368,19,1706.66,19,1733.18,2,1,5,175.799,0.223547,0.170416,0.19104,0.214597,0.2004,0.241677,0.282966,0.270004,0.205352
369,19,1706.66,19,1733.18,0,2,2,175.764,0.222782,0.16981,0.193846,0.213858,0.199704,0.241065,0.284784,0.269335,0.204816
370,19,1706.66,19,1733.18,0,1,2,175.729,0.221443,0.170091,0.19418,0.214237,0.20005,0.24148,0.285298,0.268071,0.205151
371,19,1706.66,19,1733.18,3,2,0,175.693,0.220123,0.170367,0.194509,0.21461,0.200392,0.242113,0.283428,0.268787,0.205672
372,19,1706.66,19,1763.94,1,0,2,175.658,0.220999,0.171024,0.195271,0.211525,0.20118,0.243312,0.284854,0.26516,0.206674
373,19,1706.66,19,1763.94,2,0,0,175.623,0.220815,0.171742,0.195096,0.211344,0.201003,0.243067,0.284962,0.265251,0.20672
374,19,1706.66,19,1759.57,0,0,5,175.588,0.221406,0.172181,0.192977,0.211905,0.201532,0.240624,0.285898,0.266112,0.207365
375,19,1706.66,19,1759.57,4,1,2,175.553,0.223218,0.171769,0.192526,0.211421,0.201066,0.243834,0.284706,0.264993,0.206467
376,19,1706.66,19,1758.55,4,2,5,175.518,0.223345,0.171844,0.192621,0.211535,0.200656,0.244468,0.282852,0.265693,0.206987
377,19,1706.66,19,1758.55,3,0,0,175.483,0.22265,0.171287,0.192008,0.210871,0.203183,0.243675,0.281955,0.268072,0.206298
378,19,1706.66,19,1769.41,1,1,2,175.448,0.223463,0.17189,0.192695,0.208036,0.203915,0.241117,0.282923,0.268986,0.206974
379,19,1706.66,19,1752.75,2,3,5,175.413,0.22327,0.172637,0.192514,0.207849,0.20373,0.241733,0.281091,0.269688,0.207487
380,19,1706.66,19,1752.32,0,2,5,175.377,0.222515,0.17203,0.195285,0.207138,0.203031,0.240502,0.27968,0.268329,0.211489
381,19,1706.66,19,1752.32,0,0,2,175.342,0.224321,0.17162,0.194832,0.206663,0.202564,0.239774,0.278854,0.270538,0.210835
382,19,1706.66,19,1878.01,1,1,2,175.307,0.22296,0.171911,0.195174,0.207032,0.202923,0.239495,0.278969,0.270645,0.210892
