iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,d_weight_0,d_weight_1,d_weight_2,d_weight_3,d_weight_4,r_weight_0,r_weight_1,r_weight_2,r_weight_3
383,19,1706.66,19,1878.01,3,2,2,175.272,0.222773,0.172635,0.194997,0.206851,0.202744,0.240093,0.277165,0.271337,0.211405
384,19,1706.66,19,1886.54,4,2,2,175.237,0.222975,0.172769,0.195161,0.206177,0.202918,0.240602,0.277772,0.269787,0.211839
385,19,1706.66,19,1902.26,1,0,2,175.202,0.223128,0.172866,0.195282,0.206311,0.202413,0.241083,0.278348,0.268318,0.21225
386,19,1706.66,19,1902.26,3,2,0,175.167,0.22295,0.173557,0.195113,0.206138,0.202242,0.240751,0.278483,0.268443,0.212323
387,19,1706.66,19,1897.3,0,1,5,175.132,0.223697,0.174117,0.195753,0.203524,0.202909,0.241987,0.279932,0.264682,0.2134
388,19,1706.66,19,1897.3,4,0,0,175.097,0.225512,0.1737,0.195296,0.203053,0.202439,0.241356,0.28181,0.264004,0.21283
389,19,1706.66,19,1897.3,2,0,0,175.062,0.226194,0.174202,0.195873,0.203656,0.200075,0.238891,0.28274,0.264866,0.213502
390,19,1706.66,19,1897.3,1,3,0,175.027,0.226778,0.174629,0.193843,0.204171,0.200579,0.236563,0.283619,0.265681,0.214136
391,19,1706.66,19,1885.44,3,0,5,174.992,0.227071,0.173602,0.194078,0.204424,0.200826,0.23692,0.284073,0.266097,0.21291
392,19,1706.66,19,1813.61,2,2,5,174.957,0.226361,0.173036,0.193456,0.206963,0.200185,0.240224,0.282857,0.26495,0.211969
393,19,1706.66,19,1813.61,3,2,2,174.922,0.225576,0.172412,0.196298,0.206236,0.199479,0.239426,0.28194,0.267384,0.211251
394,19,1706.66,19,1813.61,4,3,0,174.887,0.225751,0.172523,0.196437,0.205666,0.199622,0.239832,0.282442,0.266129,0.211597
395,19,1706.66,19,1813.61,4,0,2,174.852,0.226394,0.172991,0.196982,0.206242,0.197391,0.240174,0.282867,0.266522,0.210438
396,19,1706.66,19,1834.68,1,2,2,174.817,0.226458,0.173017,0.197025,0.206291,0.19721,0.239998,0.282947,0.266589,0.210466
397,19,1706.66,19,1809.71,0,1,5,174.782,0.226257,0.173788,0.196836,0.206098,0.197021,0.240385,0.283426,0.265398,0.210792
398,19,1706.66,19,1809.71,4,1,0,174.747,0.22808,0.173369,0.196374,0.205619,0.196559,0.239753,0.285311,0.264713,0.210224
399,19,1706.66,19,1809.71,3,1,2,174.712,0.228669,0.173793,0.196867,0.20614,0.194531,0.241206,0.280979,0.266331,0.211484
400,19,1706.66,19,1808.41,3,1,5,174.677,0.228822,0.173885,0.196983,0.205665,0.194645,0.241811,0.279177,0.267012,0.212
401,19,1706.66,19,1815.3,1,1,2,174.642,0.228101,0.173314,0.196348,0.20822,0.194017,0.24117,0.281088,0.266317,0.211424
402,19,1706.66,19,1815.02,0,0,5,174.607,0.227893,0.174108,0.196154,0.20802,0.193824,0.241776,0.279284,0.266999,0.211941
403,19,1706.66,19,1813.23,3,2,5,174.572,0.229712,0.173689,0.195694,0.207538,0.193368,0.244831,0.278171,0.26593,0.211068
404,19,1706.66,19,1813.23,2,3,0,174.538,0.228999,0.173126,0.195071,0.210053,0.192751,0.244067,0.27732,0.268221,0.210393
405,19,1706.66,19,1813.23,4,3,0,174.503,0.229568,0.173532,0.193119,0.210567,0.193213,0.244441,0.277763,0.268645,0.209151
406,19,1706.66,19,1813.23,3,1,2,174.468,0.230108,0.173916,0.193557,0.211053,0.191367,0.244795,0.278183,0.269047,0.207975
407,19,1706.66,19,1792.35,0,1,5,174.433,0.230314,0.174047,0.193713,0.210406,0.19152,0.245401,0.276402,0.269725,0.208472
408,19,1706.66,19,1775.79,1,2,5,174.398,0.232134,0.173626,0.193255,0.209918,0.191067,0.24475,0.278324,0.269023,0.207903
409,19,1706.66,19,1775.07,0,2,5,174.363,0.231152,0.177169,0.19242,0.209019,0.19024,0.244012,0.277502,0.271227,0.207259
410,19,1706.66,19,1750.82,0,3,5,174.328,0.232961,0.176744,0.191967,0.208536,0.189791,0.243306,0.276717,0.273334,0.206642
411,19,1706.66,19,1750.82,2,0,0,174.293,0.234763,0.176322,0.191516,0.208055,0.189344,0.242085,0.275346,0.271977,0.210592
412,19,1706.66,19,1750.82,3,2,2,174.258,0.235259,0.176669,0.189865,0.208482,0.189724,0.239369,0.276343,0.272961,0.211327
413,19,1706.66,19,1750.82,0,0,0,174.224,0.235401,0.176751,0.18996,0.20807,0.189818,0.239909,0.276987,0.271313,0.211791
414,19,1706.66,19,1823.42,1,3,2,174.189,0.231684,0.177603,0.190883,0.20909,0.190741,0.237341,0.277934,0.272239,0.212486
415,19,1706.66,19,1823.42,4,2,0,174.154,0.231497,0.178313,0.19071,0.208911,0.190568,0.23711,0.277686,0.271993,0.213211
416,19,1706.66,19,1783.8,0,2,5,174.119,0.231995,0.178673,0.191102,0.20935,0.18888,0.238405,0.279225,0.268006,0.214364
417,19,1706.66,19,1783.8,0,3,2,174.084,0.233817,0.178243,0.190648,0.208862,0.18843,0.237661,0.278375,0.270281,0.213684
418,19,1706.66,19,1796.54,1,1,2,174.049,0.232318,0.178585,0.191021,0.209279,0.188797,0.23744,0.278138,0.270047,0.214376
419,19,1706.66,19,1769.64,2,1,5,174.015,0.232137,0.179273,0.190853,0.209105,0.18863,0.238027,0.276345,0.270733,0.214895
420,19,1706.66,19,1739.36,0,2,5,173.98,0.231267,0.178578,0.19394,0.208311,0.187904,0.237389,0.278277,0.270025,0.214309
421,19,1706.66,19,1739.36,2,0,2,173.945,0.233085,0.178149,0.193482,0.207826,0.187457,0.236676,0.277463,0.272206,0.213654
422,19,1706.66,19,1732.31,3,1,5,173.91,0.233066,0.178111,0.193603,0.207798,0.187422,0.236474,0.277548,0.272287,0.213691
423,19,1706.66,19,1732.31,3,3,0,173.875,0.232317,0.177515,0.192963,0.210407,0.186799,0.235842,0.279469,0.271579,0.21311
424,19,1706.66,19,1726.17,3,1,5,173.841,0.233109,0.178096,0.193603,0.207777,0.187415,0.236233,0.279956,0.272048,0.211763
425,19,1706.66,19,1726.17,2,3,0,173.806,0.232359,0.177498,0.192962,0.21039,0.186791,0.235602,0.281871,0.27134,0.211186
426,19,1706.66,19,1725.27,0,2,5,173.771,0.232894,0.177884,0.191156,0.210865,0.187201,0.23595,0.282314,0.271761,0.209975
427,19,1706.66,19,1722.83,4,2,5,173.736,0.234709,0.177456,0.190703,0.210376,0.186756,0.235221,0.281466,0.273999,0.209314
428,19,1706.66,19,1722.83,3,3,0,173.702,0.233784,0.176732,0.189932,0.209535,0.190017,0.234523,0.280657,0.276139,0.208681
429,19,1706.66,19,1722.83,4,1,2,173.667,0.234561,0.177294,0.190543,0.206974,0.190628,0.234848,0.281071,0.276545,0.207536
430,19,1706.66,19,1722.83,2,3,0,173.632,0.234502,0.177225,0.190475,0.206909,0.19089,0.23545,0.279218,0.277276,0.208055
431,19,1706.66,19,1722.83,3,3,0,173.597,0.234994,0.177572,0.188832,0.20733,0.191271,0.235778,0.279631,0.277684,0.206907
432,19,1706.66,19,1725.13,3,0,2,173.563,0.235731,0.178104,0.189403,0.204911,0.191851,0.236088,0.280022,0.278072,0.205818
433,19,1706.66,19,1725.13,1,3,0,173.528,0.23583,0.178153,0.189462,0.204644,0.191911,0.235964,0.280079,0.278128,0.205829
434,19,1706.66,19,1725.13,2,2,2,173.493,0.236144,0.177111,0.189694,0.204903,0.192148,0.236256,0.280451,0.278496,0.204796
435,19,1706.66,19,1721.88,0,3,5,173.459,0.236061,0.177023,0.19004,0.204816,0.19206,0.236829,0.281156,0.276737,0.205278
436,19,1706.66,19,1721.88,0,2,2,173.424,0.237884,0.176594,0.189586,0.204334,0.191602,0.235588,0.279706,0.275308,0.209397
437,19,1706.66,19,1721.88,1,3,0,173.389,0.236316,0.17695,0.189975,0.204761,0.191997,0.236125,0.280367,0.273646,0.209862
438,19,1706.66,19,1721.88,1,2,0,173.355,0.236614,0.175969,0.190194,0.205004,0.192218,0.236472,0.280803,0.274068,0.208657
439,19,1706.66,19,1721.88,3,0,0,173.32,0.236897,0.17504,0.1904,0.205235,0.192428,0.237784,0.282385,0.270029,0.209802
440,19,1706.66,19,1721.88,3,0,2,173.285,0.237594,0.175528,0.19094,0.202964,0.192974,0.235415,0.283277,0.270876,0.210433
441,19,1706.66,19,1717.74,2,2,5,173.251,0.237653,0.175546,0.190967,0.202831,0.193003,0.235414,0.283291,0.270883,0.210412
442,19,1706.66,19,1714.52,4,1,5,173.216,0.236717,0.174828,0.194218,0.202016,0.192222,0.234656,0.282405,0.273216,0.209723
443,19,1706.66,19,1714.52,3,2,2,173.181,0.235801,0.174125,0.193447,0.201219,0.195408,0.234018,0.284349,0.272493,0.20914
444,19,1706.66,19,1723.64,3,0,2,173.147,0.235857,0.17414,0.193474,0.201092,0.195436,0.234467,0.284923,0.271079,0.209531
445,19,1706.66,19,1716.35,0,3,5,173.112,0.235912,0.174154,0.1935,0.200972,0.195463,0.234534,0.284913,0.271063,0.209491
446,19,1706.66,19,1716.42,3,0,2,173.077,0.237741,0.173729,0.193038,0.200495,0.194997,0.233299,0.28344,0.269655,0.213607
447,19,1706.66,19,1715.68,3,2,5,173.043,0.237776,0.173727,0.193046,0.200445,0.195006,0.233361,0.283431,0.269639,0.21357
448,19,1706.66,19,1714.46,0,1,5,173.008,0.236911,0.173067,0.192323,0.203421,0.194277,0.2326,0.282534,0.272001,0.212864
449,19,1706.66,19,1745.4,1,1,2,172.974,0.238731,0.172646,0.191865,0.202943,0.193816,0.231971,0.284465,0.271286,0.212278
450,19,1706.66,19,1740.7,3,2,5,172.939,0.238451,0.173673,0.191619,0.202688,0.193568,0.232583,0.282563,0.272024,0.21283
451,19,1706.66,19,1732.06,2,1,5,172.904,0.237598,0.173024,0.190913,0.205609,0.192856,0.231855,0.281705,0.274285,0.212154
452,19,1706.66,19,1729.41,0,0,5,172.87,0.236668,0.17232,0.19414,0.20479,0.192081,0.231228,0.283635,0.273566,0.211571
453,19,1706.66,19,1743.51,0,0,2,172.835,0.238472,0.171904,0.193683,0.204313,0.191628,0.234715,0.282362,0.272333,0.21059
454,19,1706.66,19,1843.93,1,1,2,172.801,0.23685,0.172261,0.194097,0.204755,0.192036,0.234666,0.282393,0.272358,0.210582
455,19,1706.66,19,1842.79,0,1,5,172.766,0.236585,0.173241,0.193861,0.204511,0.191802,0.235285,0.280493,0.273096,0.211126
456,19,1706.66,19,1832.05,3,3,5,172.732,0.23839,0.172823,0.193404,0.204035,0.191349,0.234651,0.282421,0.272382,0.210546
457,19,1706.66,19,1805.12,4,1,5,172.697,0.237552,0.172188,0.192704,0.206901,0.190655,0.233446,0.280997,0.271003,0.214554
458,19,1706.66,19,1797.75,3,2,5,172.662,0.236625,0.171488,0.191932,0.20608,0.193876,0.232821,0.28291,0.270298,0.213971
459,19,1706.66,19,1797.75,3,1,2,172.628,0.235826,0.170882,0.191264,0.208826,0.193202,0.232083,0.28204,0.272595,0.213283
460,19,1706.66,19,1748.97,2,2,5,172.593,0.235994,0.170975,0.191379,0.208332,0.19332,0.2327,0.280118,0.273342,0.213841
461,19,1706.66,19,1748.97,0,1,2,172.559,0.235091,0.170294,0.194531,0.207522,0.192561,0.232014,0.279318,0.275466,0.213202
462,19,1706.66,19,1751.46,0,3,2,172.524,0.233475,0.170644,0.194943,0.207969,0.192969,0.232619,0.277423,0.276209,0.213749
463,19,1706.66,19,1751.46,1,2,0,172.49,0.231882,0.170989,0.19535,0.20841,0.19337,0.23243,0.277222,0.276007,0.214342
464,19,1706.66,19,1751.59,0,0,2,172.455,0.232148,0.170082,0.195557,0.208638,0.193575,0.233813,0.278896,0.271683,0.215609
465,19,1706.66,19,1751.59,0,0,0,172.421,0.230575,0.17042,0.195959,0.209074,0.193972,0.233696,0.27895,0.271731,0.215622
466,19,1706.66,19,1751.59,1,2,0,172.386,0.226802,0.171245,0.196922,0.210107,0.194924,0.231332,0.279822,0.272577,0.216269
467,19,1706.66,19,1751.59,0,2,0,172.352,0.227095,0.170209,0.197163,0.210371,0.195161,0.232625,0.281412,0.268493,0.21747
468,19,1706.66,19,1751.59,3,1,2,172.317,0.223394,0.171013,0.198109,0.211387,0.196096,0.233842,0.282912,0.264645,0.2186
469,19,1706.66,19,1751.59,4,1,2,172.283,0.223674,0.171204,0.198345,0.210448,0.196329,0.234457,0.281017,0.265358,0.219168
470,19,1706.66,19,1751.59,0,3,0,172.249,0.22377,0.171255,0.198418,0.210532,0.196024,0.235064,0.279146,0.266061,0.219728
471,19,1706.66,19,1751.15,0,2,5,172.214,0.220138,0.172046,0.199349,0.211526,0.196942,0.235569,0.27977,0.266649,0.218013
472,19,1706.66,19,1751.15,3,2,2,172.18,0.221999,0.171624,0.198875,0.211029,0.196472,0.234797,0.278877,0.269035,0.21729
473,19,1706.66,19,1751.15,0,0,0,172.145,0.222283,0.171821,0.199118,0.210067,0.196711,0.235261,0.279452,0.267576,0.217711
474,19,1706.66,19,1755,3,1,2,172.111,0.218679,0.172606,0.200043,0.211049,0.197623,0.232861,0.280341,0.268422,0.218376
475,19,1706.66,19,1755,0,3,2,172.076,0.218982,0.172825,0.200311,0.209994,0.197887,0.233457,0.278487,0.269128,0.218928
476,19,1706.66,19,1755,3,2,2,172.042,0.2176,0.17312,0.200668,0.210373,0.198239,0.233303,0.278328,0.26897,0.219399
477,19,1706.66,19,1774.96,1,0,2,172.008,0.217901,0.17334,0.200937,0.209319,0.198504,0.233764,0.278902,0.267509,0.219826
478,19,1706.66,19,1774.96,0,1,2,171.973,0.217783,0.173809,0.20082,0.209201,0.198387,0.233689,0.278941,0.267541,0.21983
479,19,1706.66,19,1797.92,1,0,2,171.939,0.216417,0.174102,0.201173,0.209573,0.198734,0.234279,0.277107,0.268235,0.220379
480,19,1706.66,19,1781.17,2,2,5,171.904,0.216317,0.174504,0.201073,0.209473,0.198634,0.234142,0.277168,0.268289,0.220402
481,19,1706.66,19,1781.17,0,3,0,171.87,0.215682,0.173973,0.203448,0.208855,0.198042,0.233404,0.276318,0.270578,0.219701
482,19,1706.66,19,1781.17,0,0,0,171.836,0.212201,0.174734,0.204355,0.209788,0.198922,0.233926,0.27696,0.271204,0.217911
483,19,1706.66,19,1781.17,1,1,0,171.801,0.208793,0.175479,0.205242,0.210702,0.199784,0.231522,0.277839,0.272062,0.218577
484,19,1706.66,19,1781.17,3,0,0,171.767,0.209209,0.17384,0.20565,0.211123,0.200178,0.232913,0.273485,0.273719,0.219884
485,19,1706.66,19,1781.17,4,1,2,171.733,0.210112,0.174574,0.206535,0.207742,0.201037,0.230482,0.27436,0.274595,0.220563
486,19,1706.66,19,1781.17,2,2,2,171.698,0.210345,0.174751,0.206763,0.207972,0.200169,0.231034,0.272604,0.275276,0.221086
487,19,1706.66,19,1778.1,4,0,5,171.664,0.210644,0.174983,0.205659,0.208266,0.200448,0.231592,0.273285,0.273508,0.221615
488,19,1706.66,19,1786.83,2,2,2,171.63,0.210055,0.174478,0.205082,0.207683,0.202702,0.234911,0.272113,0.272335,0.220641
489,19,1706.66,19,1783.32,3,1,5,171.595,0.210337,0.174696,0.204037,0.20796,0.20297,0.235469,0.27278,0.270593,0.221158
490,19,1706.66,19,1783.32,4,0,0,171.561,0.209811,0.174243,0.203524,0.209964,0.202459,0.234798,0.27484,0.269841,0.220521
491,19,1706.66,19,1799.54,1,2,2,171.527,0.210602,0.174884,0.204288,0.210755,0.199471,0.232307,0.275745,0.270726,0.221222
492,19,1706.66,19,1799.54,0,3,0,171.492,0.210545,0.175115,0.20423,0.210699,0.199412,0.232803,0.276358,0.26915,0.22169
493,19,1706.66,19,1763.01,0,1,5,171.458,0.207177,0.175851,0.205104,0.211604,0.200264,0.233347,0.277027,0.269798,0.219828
494,19,1706.66,19,1761.29,0,2,5,171.424,0.209258,0.175379,0.204569,0.211055,0.199739,0.232676,0.279093,0.269042,0.219189
495,19,1706.66,19,1761.29,0,3,0,171.389,0.211252,0.174926,0.204057,0.21053,0.199236,0.231916,0.278207,0.27141,0.218466
496,19,1706.66,19,1840.76,1,0,2,171.355,0.207859,0.175667,0.204938,0.211442,0.200094,0.232403,0.278816,0.272001,0.21678
497,19,1706.66,19,1840.76,1,2,0,171.321,0.207804,0.175888,0.204882,0.211388,0.200037,0.232396,0.27883,0.272011,0.216764
498,19,1706.66,19,1830.35,4,0,5,171.287,0.20822,0.174244,0.205291,0.211813,0.200433,0.233688,0.280406,0.267944,0.217962
499,19,1706.66,19,1830.35,3,1,2,171.252,0.207623,0.173729,0.204701,0.211207,0.202741,0.237147,0.279153,0.26674,0.21696
500,19,1706.66,19,1823.3,3,2,5,171.218,0.207962,0.173998,0.205034,0.209936,0.20307,0.237742,0.277338,0.267425,0.217495
501,19,1706.66,19,1790.83,2,1,5,171.184,0.207455,0.173558,0.204533,0.211882,0.202572,0.236966,0.276454,0.269805,0.216775
502,19,1706.66,19,1790.83,0,1,2,171.15,0.206892,0.173071,0.20671,0.211308,0.20202,0.236286,0.278523,0.269048,0.216143
503,19,1706.66,19,1785.56,2,2,5,171.115,0.205801,0.173297,0.206998,0.211605,0.202299,0.236879,0.276706,0.26974,0.216676
504,19,1706.66,19,1758.36,2,1,5,171.081,0.205263,0.172828,0.209088,0.211054,0.201767,0.236133,0.275856,0.272026,0.215984
505,19,1706.66,19,1758.36,0,2,0,171.047,0.204747,0.172379,0.21109,0.210526,0.201258,0.235456,0.277923,0.271266,0.215355
506,19,1706.66,19,1752.29,3,1,5,171.013,0.201652,0.173037,0.211917,0.211351,0.202042,0.236772,0.2795,0.267179,0.216549
507,19,1706.66,19,1767.92,1,1,2,170.979,0.201153,0.172595,0.211398,0.213311,0.201542,0.236091,0.281567,0.266426,0.215916
508,19,1706.66,19,1767.92,2,0,0,170.944,0.201059,0.172972,0.211304,0.213217,0.201448,0.236699,0.279711,0.267128,0.216462
509,19,1706.66,19,1760.12,4,1,5,170.91,0.201917,0.173697,0.207943,0.214134,0.202308,0.23422,0.280632,0.268001,0.217147
510,19,1706.66,19,1760.12,2,3,0,170.876,0.20133,0.17318,0.207341,0.213518,0.204631,0.233542,0.282705,0.267243,0.21651
511,19,1706.66,19,1760.12,0,1,2,170.842,0.202133,0.173857,0.204187,0.214376,0.205448,0.23398,0.283263,0.267762,0.214995
512,19,1706.66,19,1780.28,1,3,2,170.808,0.201338,0.174018,0.204392,0.214597,0.205656,0.234587,0.281396,0.268474,0.215543
513,19,1706.66,19,1780.5,0,3,2,170.773,0.201247,0.174379,0.204302,0.214507,0.205565,0.23437,0.281161,0.268244,0.216225
514,19,1706.66,19,1780.5,3,0,0,170.739,0.200493,0.174532,0.204497,0.214717,0.205762,0.234162,0.280938,0.268025,0.216875
515,19,1706.66,19,1780.5,4,3,0,170.705,0.201384,0.175296,0.205408,0.211232,0.20668,0.231823,0.281809,0.26885,0.217519
516,19,1706.66,19,1776.69,2,2,5,170.671,0.202194,0.175988,0.206236,0.212086,0.203496,0.232277,0.282388,0.269396,0.215939
517,19,1706.66,19,1760.25,0,1,5,170.637,0.201645,0.175498,0.208396,0.211516,0.202945,0.23148,0.281447,0.271883,0.21519
518,19,1706.66,19,1760.25,0,2,2,170.603,0.203929,0.174985,0.207804,0.210916,0.202365,0.230804,0.283531,0.271111,0.214554
519,19,1706.66,19,1760.25,1,1,0,170.569,0.202956,0.175187,0.208063,0.21118,0.202614,0.231237,0.284093,0.269721,0.214949
520,19,1706.66,19,1760.25,1,2,0,170.534,0.203358,0.173544,0.208478,0.211603,0.203016,0.232686,0.279593,0.271432,0.216288
521,19,1706.66,19,1785.46,1,2,2,170.5,0.203739,0.171993,0.20887,0.212003,0.203395,0.233973,0.281166,0.267384,0.217476
522,19,1706.66,19,1781.43,3,3,5,170.466,0.203644,0.172371,0.208776,0.211909,0.203301,0.234378,0.281678,0.266099,0.217845
523,19,1706.66,19,1721.9,2,2,5,170.432,0.203136,0.171927,0.208258,0.213886,0.202794,0.233178,0.280261,0.264752,0.221809
524,19,1706.66,19,1721.9,4,0,2,170.398,0.202586,0.171447,0.210411,0.213312,0.202244,0.232351,0.279294,0.267338,0.221017
525,19,1706.66,19,1718.84,3,1,5,170.364,0.202799,0.171613,0.210636,0.213542,0.201411,0.232353,0.279304,0.267342,0.221
526,19,1706.66,19,1760.44,1,0,2,170.33,0.202293,0.17117,0.210115,0.215514,0.200908,0.23167,0.281411,0.266575,0.220345
527,19,1706.66,19,1729.01,2,1,5,170.296,0.202171,0.171662,0.209992,0.215391,0.200785,0.231745,0.281396,0.266553,0.220306
528,19,1706.66,19,1728.56,4,2,5,170.262,0.201625,0.171184,0.212133,0.214816,0.200242,0.231064,0.283494,0.265789,0.219653
529,19,1706.66,19,1728.56,3,1,2,170.228,0.201014,0.170651,0.211496,0.214171,0.202668,0.230229,0.282498,0.26842,0.218854
530,19,1706.66,19,1724.01,2,1,5,170.194,0.201357,0.170928,0.211862,0.212838,0.203015,0.230827,0.280618,0.269138,0.219417
531,19,1706.66,19,1713.22,3,0,5,170.16,0.200848,0.170483,0.213859,0.212307,0.202503,0.23015,0.282714,0.268369,0.218768
532,19,1706.66,19,1713.61,4,0,2,170.126,0.200337,0.170035,0.213322,0.214319,0.201988,0.233787,0.281391,0.267106,0.217716
533,19,1706.66,19,1713.61,2,2,2,170.092,0.200541,0.170194,0.213546,0.214545,0.201173,0.233756,0.281415,0.267122,0.217707
534,19,1706.66,19,1732.84,1,1,2,170.058,0.200875,0.170463,0.212245,0.214909,0.201508,0.234171,0.281941,0.265802,0.218086
535,19,1706.66,19,1719.19,3,3,5,170.024,0.200753,0.170952,0.212123,0.214786,0.201386,0.234783,0.280057,0.266513,0.218647
536,19,1706.66,19,1712.08,3,2,5,169.99,0.200253,0.170512,0.2116,0.216751,0.200885,0.233603,0.278675,0.265191,0.222531
537,19,1706.66,19,1712.08,4,3,0,169.956,0.199754,0.170074,0.211078,0.21871,0.200384,0.232801,0.277742,0.267697,0.221761
538,19,1706.66,19,1712.08,3,2,2,169.922,0.20043,0.170636,0.211799,0.219461,0.197675,0.233366,0.27844,0.268365,0.219829
539,19,1706.66,19,1710.81,2,1,5,169.888,0.200794,0.170931,0.212189,0.218054,0.198032,0.233825,0.279013,0.266907,0.220255
540,19,1706.66,19,1710.81,0,2,2,169.854,0.200246,0.170452,0.214343,0.217468,0.197491,0.233142,0.281108,0.266145,0.219605
541,19,1706.66,19,1710.81,4,2,2,169.82,0.199592,0.170577,0.214525,0.217655,0.197651,0.233549,0.281625,0.264845,0.219981
542,19,1706.66,19,1707.21,0,2,5,169.786,0.199725,0.170677,0.214676,0.217809,0.197111,0.233934,0.282116,0.263613,0.220338
543,19,1706.66,19,1707.21,0,2,2,169.752,0.202262,0.170122,0.214003,0.217128,0.196485,0.233083,0.281116,0.266272,0.219529
544,19,1706.66,19,1707.21,2,3,0,169.718,0.201509,0.170269,0.214212,0.217342,0.196668,0.233492,0.281635,0.264965,0.219908
545,19,1706.66,19,1707.21,0,2,2,169.684,0.202395,0.171003,0.210766,0.218306,0.197531,0.234007,0.282282,0.265565,0.218146
546,19,1706.66,19,1707.21,4,1,2,169.65,0.201678,0.171143,0.21096,0.218511,0.197707,0.234396,0.282779,0.264324,0.218501
547,19,1706.66,19,1707.2,4,1,5,169.616,0.201808,0.171239,0.2111,0.21866,0.197193,0.235014,0.280879,0.265037,0.21907
548,19,1706.66,19,1707.2,1,2,0,169.582,0.201142,0.17066,0.210409,0.217947,0.199842,0.234322,0.28299,0.264272,0.218417
549,19,1706.66,19,1707.2,4,0,2,169.548,0.201456,0.169352,0.210742,0.218296,0.200153,0.235499,0.284438,0.260558,0.219506
550,19,1706.66,19,1707.2,3,3,0,169.514,0.201614,0.16947,0.210912,0.218476,0.199528,0.235483,0.284459,0.260565,0.219494
551,19,1706.66,19,1742.24,1,3,2,169.48,0.202553,0.170245,0.211899,0.214849,0.200455,0.235975,0.28508,0.261123,0.217821
552,19,1706.66,19,1812.8,1,3,2,169.446,0.202429,0.170739,0.211774,0.214725,0.200332,0.235764,0.284852,0.260903,0.218481
553,19,1706.66,19,1765.41,2,3,5,169.413,0.202312,0.17121,0.211656,0.214606,0.200215,0.235562,0.284636,0.260693,0.219109
554,19,1706.66,19,1756.52,3,3,5,169.379,0.201779,0.170744,0.213744,0.214047,0.199686,0.234341,0.283187,0.259355,0.223117
555,19,1706.66,19,1741.24,4,1,5,169.345,0.20127,0.1703,0.213211,0.216036,0.199182,0.233165,0.281792,0.258066,0.226977
556,19,1706.66,19,1741.24,4,1,0,169.311,0.200639,0.169751,0.212548,0.215365,0.201697,0.232479,0.283895,0.25732,0.226306
557,19,1706.66,19,1798.86,1,1,2,169.277,0.201368,0.170354,0.213326,0.216156,0.198796,0.23397,0.279292,0.258984,0.227755
558,19,1706.66,19,1798.86,4,3,0,169.243,0.20124,0.170867,0.213197,0.216026,0.198669,0.234575,0.277417,0.259667,0.228341
559,19,1706.66,19,1851.67,1,2,2,169.209,0.201925,0.171435,0.21393,0.21677,0.19594,0.235251,0.278239,0.260428,0.226082
560,19,1706.66,19,1862.46,1,0,2,169.176,0.201803,0.171925,0.213806,0.216646,0.195819,0.235611,0.278689,0.259276,0.226424
561,19,1706.66,19,1862.46,1,0,0,169.142,0.201687,0.172392,0.213689,0.216529,0.195703,0.235437,0.278764,0.259337,0.226462
562,19,1706.66,19,1895.8,1,2,2,169.108,0.202035,0.170951,0.214065,0.216911,0.196038,0.232896,0.279703,0.260201,0.2272
563,19,1706.66,19,1853,4,1,5,169.074,0.201908,0.171463,0.213936,0.216782,0.195911,0.233234,0.280134,0.259106,0.227527
564,19,1706.66,19,1842.5,4,0,5,169.04,0.201243,0.170884,0.213238,0.216076,0.19856,0.232534,0.282281,0.258343,0.226842
565,19,1706.66,19,1828.63,0,2,5,169.006,0.200604,0.170328,0.212567,0.215398,0.201103,0.23614,0.280968,0.25713,0.225762
566,19,1706.66,19,1822.95,0,2,5,168.973,0.203061,0.169791,0.21192,0.214743,0.200485,0.235226,0.279905,0.259987,0.224883
567,19,1706.66,19,1852.56,1,0,2,168.939,0.205418,0.169275,0.211299,0.214116,0.199893,0.23435,0.278887,0.262723,0.22404
568,19,1706.66,19,1852.56,4,2,0,168.905,0.205297,0.169757,0.211178,0.213995,0.199773,0.234205,0.278951,0.262776,0.224068
569,19,1706.66,19,1852.56,1,0,0,168.871,0.206037,0.170353,0.211943,0.21477,0.196897,0.235408,0.280408,0.25897,0.225214
570,19,1706.66,19,1793.9,2,2,5,168.837,0.206388,0.168938,0.212306,0.21514,0.197228,0.232886,0.281346,0.259825,0.225942
571,19,1706.66,19,1793.54,3,1,5,168.804,0.205846,0.168478,0.21439,0.21458,0.196706,0.232,0.280301,0.262621,0.225078
572,19,1706.66,19,1793.54,0,1,2,168.77,0.205329,0.168038,0.213856,0.21657,0.196207,0.231307,0.282437,0.261853,0.224403
573,19,1706.66,19,1770.97,0,1,5,168.736,0.204403,0.168219,0.214113,0.216831,0.196434,0.231923,0.280513,0.262566,0.224997
574,19,1706.66,19,1771.83,2,3,2,168.702,0.206785,0.167701,0.213479,0.216191,0.195844,0.23123,0.28265,0.261798,0.224321
575,19,1706.66,19,1767.92,4,3,5,168.669,0.207129,0.167962,0.212189,0.216555,0.196165,0.231119,0.282543,0.261689,0.224648
576,19,1706.66,19,1764.94,0,2,5,168.635,0.206455,0.167399,0.211501,0.215856,0.19879,0.229968,0.281164,0.260401,0.228467
577,19,1706.66,19,1762.7,4,0,5,168.601,0.208738,0.166902,0.210899,0.215243,0.198217,0.229103,0.280134,0.263157,0.227606
