iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,epsilon
0,10,1489.29,10,1489.29,0,0,9.07352,110.563,0.5
1,10,1370.87,10,1370.87,2,2,0.0236136,110.541,0.49975
2,10,1343.73,10,1343.73,0,0,0.00541362,110.518,0.4995
3,10,1343.73,10,1343.73,0,0,-2.00311,110.496,0.49925
4,9,1237.28,9,1237.28,1,1,9.99443,110.474,0.499001
5,9,1218.49,9,1218.49,3,1,0.00416517,110.452,0.498751
6,9,1206.71,9,1206.71,2,1,0.00261083,110.43,0.498502
7,7,1202.16,7,1202.16,1,3,10,110.408,0.498253
8,7,1200.81,7,1200.81,2,1,0.000384456,110.386,0.498003
9,7,1200.81,7,1201.26,4,3,-0.000128493,110.364,0.497754
10,6,1191.69,6,1191.69,1,3,10,110.342,0.497506
11,5,1174.32,5,1174.32,4,3,10,110.32,0.497257
12,4,1233.88,4,1233.88,1,3,10,110.298,0.497008
13,4,1233.88,4,1233.88,1,2,-2.12554,110.276,0.49676
14,3,1303.86,3,1303.86,1,1,10,110.254,0.496511
15,3,1303.86,3,1303.86,1,3,-12,110.231,0.496263
16,3,1303.57,3,1303.57,4,1,0.000192522,110.209,0.496015
17,3,1303.57,3,1315.96,4,3,-0.00819226,110.187,0.495767
18,3,1303.57,3,1316.95,4,3,-0.000652229,110.165,0.495519
19,3,1298.58,3,1298.58,4,2,0.0121387,110.143,0.495271
20,3,1298.58,3,1298.58,2,3,-12,110.121,0.495024
21,3,1291.57,3,1291.57,3,2,0.0046345,110.099,0.494776
22,3,1291.57,3,1293.67,0,3,-0.0013842,110.077,0.494529
23,3,1258.13,3,1258.13,0,0,0.0234851,110.055,0.494282
24,3,1255.89,3,1255.89,2,0,0.00148591,110.033,0.494034
25,3,1249.26,3,1249.26,3,0,0.00437774,110.011,0.493787
26,3,1249.26,3,1307.73,1,1,-0.0386524,109.989,0.49354
27,3,1249.26,3,1358.47,1,1,-0.0335363,109.967,0.493294
28,3,1249.26,3,1288.34,1,1,0.0463339,109.945,0.493047
29,3,1249.26,3,1251.35,0,1,0.0244516,109.923,0.492801
30,3,1249.26,3,1263.71,4,1,-0.00817159,109.901,0.492554
31,3,1249.26,3,1263.71,1,3,-12,109.879,0.492308
32,3,1249.26,3,1284.26,3,0,-0.0135864,109.857,0.492062
33,3,1249.26,3,1284.26,4,2,-12,109.835,0.491816
34,3,1249.26,3,1273.43,2,0,0.00715761,109.813,0.49157
35,3,1249.26,3,1273.43,3,0,-12,109.791,0.491324
36,3,1249.26,3,1273.43,2,2,0,109.769,0.491078
37,3,1249.26,3,1273.43,2,1,-12,109.747,0.490833
38,3,1249.26,3,1273.43,3,3,-12,109.726,0.490587
39,3,1249.26,3,1273.43,2,3,-12,109.704,0.490342
40,3,1249.26,3,1273.43,0,2,-12,109.682,0.490097
41,3,1249.26,3,1273.43,0,2,-12,109.66,0.489852
42,3,1249.26,3,1273.43,1,0,-12,109.638,0.489607
43,3,1249.26,3,1272.48,4,2,0.000626465,109.616,0.489362
44,3,1249.26,3,1272.48,4,0,-12,109.594,0.489117
45,3,1233.31,3,1233.31,2,1,0.0258913,109.572,0.488873
46,3,1233.31,3,1233.31,1,0,-12,109.55,0.488628
47,3,1233.31,3,1233.31,0,0,-12,109.528,0.488384
48,3,1232.76,3,1232.76,4,1,0.000364904,109.506,0.48814
49,3,1226.45,3,1226.45,2,1,0.00417127,109.484,0.487896
50,3,1224.3,3,1224.3,3,1,0.00142284,109.462,0.487652
51,3,1204.12,3,1204.12,3,2,0.0133435,109.441,0.487408
52,3,1197.37,3,1197.37,3,0,0.00446879,109.419,0.487164
53,3,1197.37,3,1197.37,3,3,-12,109.397,0.486921
54,3,1197.37,3,1197.37,0,3,-12,109.375,0.486677
55,3,1197.37,3,1197.37,1,1,-2.1075,109.353,0.486434
56,3,1197.37,3,1197.37,2,1,-12,109.331,0.486191
57,3,1197.28,3,1197.28,4,1,5.76947e-05,109.309,0.485948
58,3,1197.28,3,1197.28,1,2,-12,109.287,0.485705
59,3,1197.28,3,1199.59,4,0,-0.00152825,109.266,0.485462
60,3,1174.95,3,1174.95,4,2,0.016297,109.244,0.485219
61,3,1174.95,3,1174.95,4,2,-12,109.222,0.484977
62,3,1169.09,3,1169.09,0,3,0.00387484,109.2,0.484734
63,3,1169.09,3,1169.09,0,3,-12,109.178,0.484492
64,3,1169.09,3,1169.09,1,0,-12,109.156,0.484249
65,3,1169.09,3,1169.09,2,0,-12,109.135,0.484007
66,3,1169.06,3,1169.06,4,1,1.90322e-05,109.113,0.483765
67,3,1169.06,3,1169.06,1,3,-12,109.091,0.483523
68,3,1154.96,3,1154.96,3,0,0.00932707,109.069,0.483282
69,3,1151.43,3,1151.43,4,1,0.00233814,109.047,0.48304
70,3,1146.37,3,1146.37,3,1,0.00335002,109.025,0.482798
71,3,1146.37,3,1146.37,3,3,-12,109.004,0.482557
72,3,1131.97,3,1131.97,4,2,0.00952242,108.982,0.482316
73,3,1131.97,3,1132.24,2,0,-0.000175998,108.96,0.482075
74,3,1131.97,3,1132.24,4,1,-12,108.938,0.481834
75,3,1093.15,3,1093.15,2,2,0.0258627,108.916,0.481593
76,3,1093.15,3,1093.15,2,1,-12,108.895,0.481352
77,3,1093.15,3,1093.15,0,0,0,108.873,0.481111
78,3,1089.96,3,1089.96,3,1,0.00211438,108.851,0.480871
79,3,1089.96,3,1089.96,1,1,-2.15809,108.829,0.48063
80,3,1089.96,3,1089.96,2,2,-12,108.808,0.48039
81,3,1083.39,3,1083.39,0,1,0.00434857,108.786,0.48015
82,3,1083.39,3,1089.96,0,3,-0.00434876,108.764,0.47991
83,3,1083.39,3,1089.96,4,0,-12,108.742,0.47967
84,3,1083.39,3,1089.96,1,1,-12,108.721,0.47943
85,3,1083.39,3,1089.96,0,2,-12,108.699,0.47919
86,3,1083.39,3,1089.96,2,3,0,108.677,0.478951
87,3,1083.39,3,1093.28,3,3,-0.00219806,108.655,0.478711
88,3,1083.39,3,1093.28,4,3,-12,108.634,0.478472
89,3,1083.39,3,1095.48,0,3,-0.00145814,108.612,0.478232
90,3,1083.39,3,1093.93,3,0,0.00102577,108.59,0.477993
91,3,1083.39,3,1093.93,3,0,-12,108.568,0.477754
92,3,1083.39,3,1093.93,1,2,-2.14938,108.547,0.477515
93,3,1083.39,3,1093.93,1,2,-12,108.525,0.477277
94,3,1083.39,3,1093.93,2,1,-12,108.503,0.477038
95,3,1083.39,3,1092.95,3,0,0.000652343,108.482,0.4768
96,3,1083.39,3,1092.95,2,2,-12,108.46,0.476561
97,3,1083.39,3,1092.95,4,3,-12,108.438,0.476323
98,3,1083.39,3,1093.08,0,3,-8.63364e-05,108.417,0.476085
99,3,1083.39,3,1093.08,1,2,-12,108.395,0.475847
100,3,1075.09,3,1075.09,4,1,0.0119012,108.373,0.475609
101,3,1056.16,3,1056.16,0,1,0.0125345,108.352,0.475371
102,3,1052.46,3,1052.46,0,1,0.00244509,108.33,0.475133
103,3,1051.64,3,1051.64,0,1,0.000543439,108.308,0.474896
104,3,1051.64,3,1051.64,0,2,0,108.287,0.474658
105,3,1046.12,3,1046.12,4,1,0.00365882,108.265,0.474421
106,3,1045.98,3,1045.98,0,1,9.09397e-05,108.243,0.474184
107,3,1045.98,3,1045.98,0,2,0,108.222,0.473947
108,3,1045.98,3,1048.19,0,0,-0.00146203,108.2,0.47371
109,3,1045.98,3,1048.19,0,2,0,108.178,0.473473
110,3,1045.98,3,1048.19,0,1,0,108.157,0.473236
111,3,1043.12,3,1043.12,2,1,0.00335346,108.135,0.472999
112,3,1043.12,3,1043.12,0,0,-12,108.113,0.472763
113,3,1038.12,3,1038.12,4,1,0.0033126,108.092,0.472527
114,3,1038.12,3,1038.12,4,0,0,108.07,0.47229
115,3,1037.76,3,1037.76,4,1,0.000236017,108.049,0.472054
116,3,1037.76,3,1039.88,4,2,-0.00140441,108.027,0.471818
117,3,1037.35,3,1037.35,0,1,0.00167863,108.005,0.471582
118,3,1037.35,3,1037.35,4,0,0,107.984,0.471346
119,3,1037.35,3,1037.35,0,1,0,107.962,0.471111
120,3,1037.35,3,1037.35,4,1,0,107.941,0.470875
121,3,1037.35,3,1037.35,4,1,0,107.919,0.47064
122,3,1035.53,3,1035.53,4,0,0.00120664,107.897,0.470404
123,3,1035.53,3,1036.33,4,2,-0.000535501,107.876,0.470169
124,3,1035.53,3,1036.33,4,2,0,107.854,0.469934
125,3,1035.53,3,1036.33,4,1,0,107.833,0.469699
126,3,1035.53,3,1036.69,4,1,-0.00023602,107.811,0.469464
127,3,1035.53,3,1036.69,0,1,0,107.789,0.46923
128,3,1035.53,3,1036.69,4,1,0,107.768,0.468995
129,3,1035.53,3,1035.88,4,1,0.000535497,107.746,0.46876
130,3,1035.53,3,1035.88,4,3,-12,107.725,0.468526
131,3,1035.53,3,1035.88,2,2,-12,107.703,0.468292
132,3,1035.53,3,1035.75,0,0,9.01572e-05,107.682,0.468058
133,3,1035.53,3,1035.75,1,0,-12,107.66,0.467824
134,3,1035.53,3,1035.75,0,2,0,107.639,0.46759
135,3,1035.53,3,1053.26,0,2,-0.0115956,107.617,0.467356
136,3,1035.53,3,1053.26,0,3,0,107.596,0.467122
137,3,1035.53,3,1053.26,0,3,-12,107.574,0.466889
138,3,1035.53,3,1053.26,1,1,-2.19501,107.553,0.466655
139,3,1035.53,3,1051.86,2,1,0.000923342,107.531,0.466422
140,3,1035.53,3,1043.52,0,1,0.00552198,107.51,0.466189
141,3,1035.53,3,1036.37,4,1,0.00473403,107.488,0.465956
142,3,1035.53,3,1036.37,3,3,0,107.467,0.465723
143,3,1027.12,3,1027.12,3,1,0.00612695,107.445,0.46549
144,3,1027.12,3,1027.12,0,1,0,107.424,0.465257
145,3,1027.12,3,1027.12,3,1,0,107.402,0.465024
146,3,1019.06,3,1019.06,3,1,0.00533694,107.381,0.464792
147,3,1019.06,3,1019.06,0,1,0,107.359,0.46456
148,3,1019.06,3,1038.86,2,0,-0.0131091,107.338,0.464327
149,3,1019.06,3,1024.47,3,1,0.00952502,107.316,0.464095
150,3,1019.06,3,1024.6,3,1,-8.38748e-05,107.295,0.463863
151,3,1019.06,3,1024.6,0,1,0,107.273,0.463631
152,3,1019.06,3,1024.6,3,3,0,107.252,0.463399
153,3,1019.06,3,1024.6,3,1,0,107.23,0.463168
154,3,1019.06,3,1024.6,4,1,0,107.209,0.462936
155,3,1019.06,3,1023.97,3,1,0.000414069,107.187,0.462705
156,3,1019.06,3,1023.97,1,1,-2.13771,107.166,0.462473
157,3,1019.06,3,1023.78,3,0,0.000125295,107.145,0.462242
158,3,1019.06,3,1022.29,3,1,0.000990002,107.123,0.462011
159,3,1019.06,3,1022.29,3,1,0,107.102,0.46178
160,3,1019.06,3,1022.29,3,1,0,107.08,0.461549
161,3,1019.06,3,1022.29,1,0,-12,107.059,0.461318
162,3,1019.06,3,1022.29,0,3,-12,107.038,0.461088
163,3,1019.06,3,1022.29,4,3,-12,107.016,0.460857
164,3,1019.06,3,1022.29,2,0,-12,106.995,0.460627
165,3,1019.06,3,1030.53,3,1,-0.00545488,106.973,0.460396
166,3,1019.06,3,1030.53,4,0,-12,106.952,0.460166
167,3,1019.06,3,1030.53,3,2,-12,106.931,0.459936
168,3,1019.06,3,1030.53,3,1,0,106.909,0.459706
169,3,1019.06,3,1027.79,0,1,0.00181352,106.888,0.459476
170,3,1019.06,3,1027.79,0,1,0,106.866,0.459246
