iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,reward,temp,epsilon
0,18,1833.51,18,1833.51,2,0,6.08586,140.831,5
1,18,1786.21,18,1786.21,4,2,2.57999,140.803,4.9975
2,18,1781.37,18,1781.37,4,3,0.270855,140.774,4.995
3,15,1807.85,15,1807.85,1,2,10,140.746,4.9925
4,15,1807.85,15,1807.85,1,3,-5.32295,140.718,4.99001
5,15,1807.85,15,1807.85,2,0,-10,140.69,4.98751
6,15,1780.56,15,1780.56,0,1,1.50937,140.662,4.98502
7,15,1772.07,15,1772.07,0,0,0.476596,140.634,4.98253
8,15,1772.07,15,1772.07,0,0,-10,140.606,4.98003
9,15,1772.07,15,1772.07,3,1,-10,140.577,4.97754
10,15,1772.04,15,1772.04,0,3,0.00174113,140.549,4.97506
11,15,1772.04,15,1772.04,1,3,-3.89821,140.521,4.97257
12,15,1772.04,15,1772.04,1,0,-6.51828,140.493,4.97008
13,15,1753.15,15,1753.15,4,1,1.06608,140.465,4.9676
14,15,1753.15,15,1753.15,1,3,-10,140.437,4.96511
15,15,1753.15,15,1758.99,2,2,-0.332989,140.409,4.96263
16,15,1753.15,15,1758.99,1,3,-6.25442,140.381,4.96015
17,15,1753.15,15,1758.99,1,1,-10,140.353,4.95767
18,15,1714.36,15,1714.36,3,1,2.53735,140.325,4.95519
19,15,1713.66,15,1713.66,3,2,0.0408802,140.297,4.95271
20,15,1682.39,15,1682.39,4,0,1.82448,140.268,4.95024
21,15,1673.44,15,1673.44,4,0,0.532273,140.24,4.94776
22,15,1633.53,15,1633.53,0,2,2.3847,140.212,4.94529
23,15,1620.57,15,1620.57,4,1,0.793597,140.184,4.94282
24,15,1620.57,15,1684.82,3,0,-3.96509,140.156,4.94034
25,15,1620.57,15,1655.99,2,3,1.71132,140.128,4.93787
26,15,1620.57,15,1641.85,4,1,0.85396,140.1,4.9354
27,15,1602,15,1602,3,2,2.42677,140.072,4.93294
28,15,1602,15,1602,1,2,-9.92848,140.044,4.93047
29,15,1568.63,15,1568.63,2,2,2.08317,140.016,4.92801
30,15,1568.63,15,1611.23,3,0,-2.71587,139.988,4.92554
31,15,1564.92,15,1564.92,2,0,2.87419,139.96,4.92308
32,14,1655.16,14,1655.16,1,2,10,139.932,4.92062
33,14,1655.16,14,1677.94,1,1,-1.37619,139.904,4.91816
34,14,1655.16,14,1677.94,1,0,-10,139.876,4.9157
35,14,1655.16,14,1675.23,4,0,0.16139,139.848,4.91324
36,14,1655.16,14,1659.34,3,3,0.94844,139.82,4.91078
37,13,1672.54,13,1672.54,1,1,10,139.792,4.90833
38,13,1660.92,13,1660.92,3,2,0.694653,139.764,4.90587
39,13,1660.92,13,1660.92,2,3,-10,139.736,4.90342
40,13,1660.92,13,1660.92,2,3,-10,139.708,4.90097
41,13,1656.27,13,1656.27,0,1,0.279964,139.681,4.89852
42,13,1656.27,13,1656.27,2,3,-10,139.653,4.89607
43,13,1656.27,13,1656.27,1,1,-10,139.625,4.89362
44,13,1656.27,13,1656.27,0,0,-10,139.597,4.89117
