iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,temp
0,27,2605.51,27,2605.51,3,3,190.948
1,23,2379.45,23,2379.45,1,3,190.91
2,21,2411.51,21,2411.51,1,2,190.871
3,19,2321.13,19,2321.13,1,0,190.833
4,19,2297.15,19,2297.15,0,0,190.795
5,19,2235.33,19,2235.33,2,1,190.757
6,19,2177.53,19,2177.53,3,3,190.719
7,19,2161.01,19,2161.01,4,2,190.681
8,19,2147.06,19,2147.06,3,2,190.643
9,19,2147.06,19,2148,4,3,190.604
10,19,2119.03,19,2119.03,4,1,190.566
11,17,1985.3,17,1985.3,1,2,190.528
12,17,1985.3,17,2060.25,1,0,190.49
13,17,1985.3,17,2023.8,0,0,190.452
14,17,1985.3,17,2023.8,2,3,190.414
15,17,1977.79,17,1977.79,4,1,190.376
16,17,1958.26,17,1958.26,3,1,190.338
17,17,1958.26,17,2028.49,1,3,190.3
18,17,1958.26,17,2000.73,3,0,190.262
19,17,1958.26,17,2028.06,1,3,190.224
20,17,1927.95,17,1927.95,0,3,190.186
21,17,1895.94,17,1895.94,2,2,190.147
22,17,1895.94,17,1895.94,1,0,190.109
23,17,1841.61,17,1841.61,2,1,190.071
24,17,1841.61,17,1841.61,3,3,190.033
25,16,1826.03,16,1826.03,1,0,189.995
26,16,1817.13,16,1817.13,4,2,189.957
27,16,1809.75,16,1809.75,0,1,189.919
28,16,1809.22,16,1809.22,3,1,189.881
29,15,1801.43,15,1801.43,1,1,189.843
30,15,1801.43,15,1837.46,1,2,189.805
31,15,1801.43,15,1837.46,2,0,189.768
32,15,1801.43,15,1837.46,0,3,189.73
33,15,1801.43,15,1837.46,2,0,189.692
34,15,1801.43,15,1830.41,4,2,189.654
35,15,1801.43,15,1827.87,3,3,189.616
36,15,1801.43,15,1827.87,0,0,189.578
37,15,1801.43,15,1813.44,4,1,189.54
38,15,1801.43,15,1807.76,0,2,189.502
39,15,1801.43,15,1872.12,0,3,189.464
40,15,1801.43,15,1872.09,4,1,189.426
41,15,1801.43,15,1871.56,3,2,189.388
42,15,1801.43,15,1851.63,0,2,189.35
43,15,1783.44,15,1783.44,4,2,189.313
44,15,1782.36,15,1782.36,0,2,189.275
45,15,1782.36,15,1782.36,0,1,189.237
46,15,1782.36,15,1782.36,3,0,189.199
47,15,1782.36,15,1787.24,0,3,189.161
