iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,temp
0,15,2245.25,15,2245.25,0,1,185.19
1,13,2049.87,13,2049.87,1,3,185.153
2,13,2033.4,13,2033.4,4,1,185.116
3,13,1997.49,13,1997.49,0,3,185.079
4,13,1975.61,13,1975.61,3,3,185.042
5,11,1860.45,11,1860.45,1,2,185.005
6,11,1789.62,11,1789.62,4,1,184.968
7,11,1627.81,11,1627.81,2,1,184.931
8,11,1618.43,11,1618.43,2,1,184.894
9,11,1607.93,11,1607.93,0,2,184.857
10,11,1594.43,11,1594.43,3,2,184.82
11,9,1545.68,9,1545.68,1,2,184.783
12,9,1530.51,9,1530.51,4,0,184.746
13,8,1462.29,8,1462.29,1,0,184.71
14,8,1436.73,8,1436.73,2,2,184.673
15,8,1409.21,8,1409.21,4,3,184.636
16,6,1357.91,6,1357.91,1,1,184.599
17,6,1357.91,6,1457.8,1,3,184.562
18,6,1357.91,6,1449.9,3,3,184.525
19,5,1558.48,5,1558.48,1,0,184.488
20,5,1558.48,5,1558.48,1,1,184.451
21,5,1558.48,5,1558.48,1,2,184.414
22,5,1536.92,5,1536.92,1,3,184.377
23,5,1536.92,5,1536.92,3,3,184.34
24,5,1506.88,5,1506.88,3,2,184.304
25,5,1506.88,5,1506.88,3,0,184.267
26,5,1506.88,5,1506.88,4,1,184.23
27,5,1506.88,5,1506.88,1,2,184.193
28,5,1506.88,5,1554.44,3,0,184.156
29,5,1506.88,5,1553.68,0,0,184.119
30,5,1506.88,5,1506.89,0,2,184.083
31,5,1502.9,5,1502.9,3,1,184.046
32,5,1486.24,5,1486.24,4,1,184.009
33,5,1468.15,5,1468.15,2,2,183.972
34,5,1468.15,5,1468.15,1,0,183.935
35,5,1468.15,5,1469.44,3,0,183.898
36,5,1468.15,5,1491.89,1,3,183.862
37,5,1468.15,5,1491.89,1,0,183.825
38,5,1468.15,5,1538.79,0,1,183.788
39,5,1468.15,5,1511.17,4,1,183.751
40,5,1468.15,5,1730.32,1,1,183.715
41,5,1468.15,5,1714.28,0,0,183.678
42,5,1468.15,5,1702.89,4,3,183.641
43,5,1468.15,5,1551.25,2,2,183.604
44,5,1468.15,5,1559.19,2,0,183.568
45,5,1468.15,5,1535.61,0,2,183.531
46,5,1468.15,5,1535.61,1,3,183.494
47,5,1468.15,5,1535.61,0,0,183.458
48,5,1468.15,5,1535.34,3,3,183.421
49,5,1468.15,5,1534.51,2,2,183.384
50,5,1468.15,5,1529.22,3,0,183.348
51,5,1468.15,5,1533.17,4,0,183.311
52,5,1468.15,5,1530.66,4,1,183.274
53,5,1468.15,5,1507.87,3,0,183.238
54,5,1468.15,5,1507.86,0,2,183.201
55,5,1468.15,5,1507.86,1,1,183.164
56,5,1468.15,5,1507.86,4,1,183.128
57,5,1468.15,5,1488.23,2,0,183.091
