iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,temp
0,8,1264.02,8,1264.02,0,3,99.6185
1,8,1242.08,8,1242.08,4,2,99.5986
2,8,1213.76,8,1213.76,4,1,99.5787
3,8,1189.1,8,1189.1,3,2,99.5587
4,8,1163.5,8,1163.5,0,0,99.5388
5,8,1122.51,8,1122.51,2,3,99.5189
6,7,1133.64,7,1133.64,1,3,99.499
7,6,1009.29,6,1009.29,1,2,99.4791
8,5,942.878,5,942.878,1,1,99.4592
9,5,923.064,5,923.064,4,0,99.4393
10,5,907.8,5,907.8,0,1,99.4194
11,4,985.874,4,985.874,1,3,99.3996
12,4,970.897,4,970.897,0,2,99.3797
13,4,970.897,4,970.897,3,2,99.3598
14,4,957.724,4,957.724,2,2,99.3399
15,4,957.714,4,957.714,0,1,99.3201
16,4,951.968,4,951.968,0,1,99.3002
17,4,949.217,4,949.217,3,0,99.2803
18,4,933.674,4,933.674,2,2,99.2605
19,4,930.698,4,930.698,3,3,99.2406
20,4,874.719,4,874.719,2,0,99.2208
21,4,872.605,4,872.605,0,2,99.2009
22,3,890.12,3,890.12,1,1,99.1811
23,3,890.12,3,909.859,1,0,99.1613
24,3,890.12,3,914.48,3,2,99.1414
25,3,890.12,3,900.839,2,2,99.1216
26,3,890.12,3,900.839,2,0,99.1018
27,3,890.12,3,900.839,2,2,99.082
28,3,890.12,3,900.839,0,2,99.0621
29,3,890.12,3,897.515,3,2,99.0423
30,3,887.152,3,887.152,4,0,99.0225
31,3,885.058,3,885.058,0,2,99.0027
32,3,870.009,3,870.009,0,3,98.9829
33,3,870.009,3,870.009,1,3,98.9631
34,3,867.23,3,867.23,0,0,98.9433
35,3,867.23,3,867.23,1,3,98.9235
36,3,867.23,3,867.23,1,1,98.9038
37,3,853.214,3,853.214,3,1,98.884
38,3,853.214,3,865.342,2,3,98.8642
39,3,853.214,3,865.342,4,3,98.8444
40,3,853.214,3,863.912,2,1,98.8247
41,3,853.214,3,860.917,2,0,98.8049
42,3,852.566,3,852.566,4,1,98.7851
43,3,852.566,3,1003.96,1,1,98.7654
44,3,852.566,3,1008.84,0,3,98.7456
45,3,852.566,3,996.864,0,2,98.7259
46,3,852.566,3,967.502,4,1,98.7061
47,3,852.566,3,971.647,4,2,98.6864
48,3,852.566,3,965.618,0,3,98.6666
49,3,852.566,3,965.618,1,3,98.6469
50,3,852.566,3,954.002,3,2,98.6272
51,3,852.566,3,948.731,0,0,98.6075
52,3,852.566,3,946.746,0,3,98.5877
53,3,852.566,3,965.372,0,3,98.568
54,3,852.566,3,948.692,0,3,98.5483
55,3,852.566,3,948.692,1,2,98.5286
56,3,852.566,3,923.979,2,0,98.5089
57,3,852.566,3,926.026,3,2,98.4892
58,3,852.566,3,910.349,0,2,98.4695
59,3,852.566,3,902.433,4,0,98.4498
60,3,852.566,3,941.171,0,3,98.4301
61,3,852.566,3,941.452,3,0,98.4104
62,3,852.566,3,941.452,1,0,98.3907
63,3,852.566,3,926.534,4,0,98.3711
64,3,852.566,3,953.784,1,3,98.3514
65,3,852.566,3,939.746,4,3,98.3317
66,3,852.566,3,939.56,0,1,98.312
67,3,852.566,3,920.6,2,2,98.2924
68,3,852.566,3,913.945,2,3,98.2727
69,3,852.566,3,909.617,0,0,98.2531
70,3,852.566,3,909.617,2,1,98.2334
71,3,852.566,3,909.265,0,2,98.2138
72,3,852.566,3,909.265,4,1,98.1941
73,3,852.566,3,909.265,3,0,98.1745
74,3,852.566,3,909.265,1,1,98.1549
75,3,852.566,3,909.265,2,3,98.1352
76,3,852.566,3,900.515,3,3,98.1156
77,3,852.566,3,893.559,0,2,98.096
78,3,852.566,3,888.663,3,3,98.0764
79,3,852.566,3,887.093,0,3,98.0567
80,3,852.566,3,881.152,4,3,98.0371
81,3,852.566,3,865.559,3,2,98.0175
82,3,852.566,3,862.705,0,3,97.9979
83,3,852.566,3,858.477,0,3,97.9783
