iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,temp
0,8,1708.59,8,1708.59,1,1,131.353
1,8,1673.24,8,1673.24,3,1,131.327
2,8,1643.13,8,1643.13,4,2,131.301
3,8,1567.37,8,1567.37,0,1,131.275
4,8,1548.41,8,1548.41,4,1,131.248
5,8,1544.1,8,1544.1,4,0,131.222
6,8,1544.1,8,1544.95,2,2,131.196
7,8,1529.4,8,1529.4,2,3,131.17
8,8,1528.41,8,1528.41,0,1,131.143
9,8,1512.28,8,1512.28,4,2,131.117
10,8,1512.28,8,1512.28,4,2,131.091
11,8,1486.54,8,1486.54,2,0,131.065
12,8,1477.54,8,1477.54,0,3,131.039
13,8,1470.89,8,1470.89,0,2,131.012
14,8,1470.89,8,1471.91,0,0,130.986
15,6,1556.98,6,1556.98,1,3,130.96
16,6,1556.98,6,1556.98,1,0,130.934
17,6,1556.98,6,1556.98,3,3,130.908
18,6,1556.98,6,1556.98,1,1,130.881
19,6,1556.98,6,1556.98,0,0,130.855
20,5,1567.2,5,1567.2,1,1,130.829
21,5,1540.2,5,1540.2,4,3,130.803
22,5,1408.72,5,1408.72,2,1,130.777
23,5,1408.72,5,1408.72,0,3,130.751
24,5,1372.51,5,1372.51,2,2,130.724
25,5,1371.47,5,1371.47,3,3,130.698
26,5,1371.47,5,1371.47,1,0,130.672
27,5,1367.02,5,1367.02,0,2,130.646
28,4,1632.4,4,1632.4,1,0,130.62
29,4,1602.67,4,1602.67,1,0,130.594
30,4,1602.67,4,1602.67,0,0,130.568
31,4,1602.67,4,1602.67,1,2,130.541
32,4,1602.67,4,1603.48,4,0,130.515
33,4,1587.14,4,1587.14,4,3,130.489
34,4,1534.5,4,1534.5,1,0,130.463
35,4,1525.63,4,1525.63,3,3,130.437
36,4,1525.63,4,1620.08,1,0,130.411
37,4,1525.63,4,1620.08,1,3,130.385
38,4,1525.63,4,1613.37,2,3,130.359
39,4,1525.63,4,1552.68,2,3,130.333
40,4,1525.63,4,1551.72,0,1,130.307
41,4,1525.63,4,1533.19,3,0,130.281
42,4,1523.65,4,1523.65,3,3,130.255
43,4,1523.65,4,1523.65,1,3,130.229
44,4,1447.69,4,1447.69,3,2,130.202
45,4,1447.69,4,1447.69,3,2,130.176
