iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,temp
0,9,1698.87,9,1698.87,0,2,142.906
1,9,1691.67,9,1691.67,0,0,142.878
2,9,1656.28,9,1656.28,4,3,142.849
3,7,1611.55,7,1611.55,1,3,142.82
4,7,1544.88,7,1544.88,3,3,142.792
5,7,1541.59,7,1541.59,4,0,142.763
6,7,1407.37,7,1407.37,2,2,142.735
7,6,1519.31,6,1519.31,1,2,142.706
8,5,1596.19,5,1596.19,1,0,142.678
9,5,1575.83,5,1575.83,3,0,142.649
10,5,1575.83,5,1576.99,0,3,142.621
11,5,1561.56,5,1561.56,3,0,142.592
12,5,1484.35,5,1484.35,1,0,142.564
13,5,1484.35,5,1502.21,1,3,142.535
14,5,1484.35,5,1502.21,0,2,142.507
15,5,1447.72,5,1447.72,3,3,142.478
16,5,1386.94,5,1386.94,0,3,142.45
17,5,1365.73,5,1365.73,2,2,142.421
18,5,1327.7,5,1327.7,0,2,142.393
19,5,1312.73,5,1312.73,3,2,142.364
20,5,1261.48,5,1261.48,2,3,142.336
21,5,1243.08,5,1243.08,0,0,142.307
22,5,1239.85,5,1239.85,4,1,142.279
23,5,1236.68,5,1236.68,2,1,142.25
24,5,1235.85,5,1235.85,4,2,142.222
25,5,1235.85,5,1235.85,0,3,142.193
26,5,1234.14,5,1234.14,4,3,142.165
27,5,1233.32,5,1233.32,0,3,142.137
28,5,1224.88,5,1224.88,4,0,142.108
29,5,1207.05,5,1207.05,4,3,142.08
30,5,1207.05,5,1215.96,2,3,142.051
31,5,1207.05,5,1213.19,3,1,142.023
32,5,1207.05,5,1211.74,3,1,141.994
33,5,1187.58,5,1187.58,0,1,141.966
34,4,1323.09,4,1323.09,1,0,141.938
35,4,1323.09,4,1323.09,1,1,141.909
36,4,1323.09,4,1359.06,1,0,141.881
37,4,1323.09,4,1359.06,1,3,141.853
38,4,1323.09,4,1354.41,4,3,141.824
39,4,1323.09,4,1363.82,0,3,141.796
40,4,1323.09,4,1363.82,2,3,141.767
41,4,1323.09,4,1363.82,1,3,141.739
42,4,1323.09,4,1391.8,0,3,141.711
43,4,1323.09,4,1352,4,2,141.682
44,4,1323.09,4,1350.1,3,2,141.654
45,4,1323.09,4,1344.03,4,0,141.626
