iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,temp
0,15,1461.74,15,1461.74,0,0,119.513
1,13,1488.22,13,1488.22,1,2,119.489
2,11,1602.53,11,1602.53,1,2,119.465
3,11,1596.29,11,1596.29,2,2,119.441
4,11,1596.29,11,1596.29,2,3,119.417
5,11,1596.29,11,1596.29,3,1,119.393
6,11,1596.29,11,1596.29,2,0,119.369
7,10,1685.14,10,1685.14,1,1,119.346
8,10,1685.14,10,1685.14,0,0,119.322
9,10,1685.14,10,1685.14,4,0,119.298
10,10,1685.14,10,1685.14,2,0,119.274
11,10,1641.23,10,1641.23,2,2,119.25
12,10,1641.23,10,1641.23,1,2,119.226
13,10,1641.23,10,1641.23,4,2,119.202
14,10,1641.23,10,1641.23,1,1,119.179
15,10,1641.23,10,1641.23,4,0,119.155
16,10,1641.23,10,1650.08,3,3,119.131
17,10,1641.23,10,1650.08,4,3,119.107
18,10,1639.88,10,1639.88,4,2,119.083
19,10,1639.88,10,1639.88,2,3,119.059
20,10,1584.94,10,1584.94,3,2,119.036
21,10,1534.3,10,1534.3,4,1,119.012
22,10,1518.06,10,1518.06,3,1,118.988
23,10,1518.06,10,1518.06,0,2,118.964
24,10,1518.06,10,1518.06,3,2,118.94
25,10,1518.06,10,1518.06,4,3,118.917
26,10,1518.06,10,1518.06,2,3,118.893
27,10,1518.06,10,1518.06,0,3,118.869
28,10,1466.74,10,1466.74,2,2,118.845
29,10,1465.19,10,1465.19,0,0,118.822
30,10,1449.31,10,1449.31,4,1,118.798
31,10,1449.31,10,1449.31,3,0,118.774
32,10,1449.31,10,1460.52,3,2,118.75
33,10,1449.31,10,1460.52,2,3,118.726
34,10,1449.31,10,1460.52,2,3,118.703
35,10,1449.31,10,1458.12,3,2,118.679
36,10,1449.31,10,1458.12,2,2,118.655
37,10,1449.31,10,1458.12,3,2,118.632
38,10,1449.31,10,1478.65,2,1,118.608
39,10,1446.92,10,1446.92,3,1,118.584
40,10,1439.22,10,1439.22,3,1,118.56
41,10,1338.76,10,1338.76,2,1,118.537
42,10,1338.76,10,1341.16,3,1,118.513
43,10,1338.76,10,1340.38,3,2,118.489
44,10,1338.76,10,1340.38,1,0,118.466
45,10,1336.5,10,1336.5,4,2,118.442
46,10,1336.5,10,1395.96,1,0,118.418
47,10,1336.5,10,1395.96,1,3,118.394
