iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,temp
0,7,1323.11,7,1323.11,2,1,105.863
1,7,1293.16,7,1293.16,4,3,105.842
2,5,1307.79,5,1307.79,1,0,105.821
3,5,1289.47,5,1289.47,0,2,105.8
4,5,1271.39,5,1271.39,0,1,105.779
5,5,1271.39,5,1306.61,1,3,105.758
6,5,1271.39,5,1307.87,1,0,105.736
7,5,1262.06,5,1262.06,3,1,105.715
8,5,1235.76,5,1235.76,3,3,105.694
9,5,1126.99,5,1126.99,2,0,105.673
10,5,1108.93,5,1108.93,3,0,105.652
11,5,1105.61,5,1105.61,3,2,105.631
12,5,1092.38,5,1092.38,4,0,105.61
13,5,1080.3,5,1080.3,3,0,105.588
14,5,1072.19,5,1072.19,4,2,105.567
15,5,1070.06,5,1070.06,2,1,105.546
16,5,1070.06,5,1070.06,0,1,105.525
17,5,1070.06,5,1073.08,4,1,105.504
18,5,1058.88,5,1058.88,4,2,105.483
19,5,1054.48,5,1054.48,3,2,105.462
20,5,1054.48,5,1056.39,0,3,105.441
21,5,1053.35,5,1053.35,3,1,105.42
22,5,1051.9,5,1051.9,0,0,105.399
23,5,1047.95,5,1047.95,0,1,105.377
24,5,1047.95,5,1049.4,2,3,105.356
25,5,1039.91,5,1039.91,0,3,105.335
26,5,1039.91,5,1039.91,3,1,105.314
27,5,1039.91,5,1039.91,3,2,105.293
28,5,1039.91,5,1044.92,3,3,105.272
29,5,1039.91,5,1048.56,2,2,105.251
30,5,1039.91,5,1044.99,4,1,105.23
31,5,1039.91,5,1043.63,4,1,105.209
32,5,1039.91,5,1048.85,4,0,105.188
33,5,1039.91,5,1048.85,4,1,105.167
34,5,1039.91,5,1048.85,3,3,105.146
35,5,1039.91,5,1052.74,2,3,105.125
36,5,1039.91,5,1052.74,1,3,105.104
37,5,1039.91,5,1049.36,4,0,105.083
38,5,1039.91,5,1044.29,2,3,105.062
39,5,1039.91,5,1044.29,1,0,105.041
40,5,1039.91,5,1044.29,1,2,105.02
41,5,1038.56,5,1038.56,3,0,104.999
42,5,1036.53,5,1036.53,3,1,104.978
43,5,1036.53,5,1036.53,2,0,104.957
44,5,1029.31,5,1029.31,4,0,104.936
45,5,1029.31,5,1033.02,4,3,104.915
46,5,1023.91,5,1023.91,4,3,104.894
47,5,1023.91,5,1024.07,3,3,104.873
48,5,1015.03,5,1015.03,0,1,104.852
49,5,1012.99,5,1012.99,2,1,104.831
50,5,1012.99,5,1016.41,3,0,104.81
51,5,1012.99,5,1017.38,3,3,104.789
52,5,1012.99,5,1019.64,3,2,104.768
53,5,1012.99,5,1019.01,0,1,104.747
54,5,1008.36,5,1008.36,4,3,104.726
55,5,1008.36,5,1008.67,4,2,104.705
56,5,1008.36,5,1014.97,2,1,104.684
57,5,1008.35,5,1008.35,0,1,104.663
58,5,1008.35,5,1008.35,1,3,104.642
59,5,1002.23,5,1002.23,4,0,104.621
60,5,1002.23,5,1006.7,4,3,104.6
61,5,1001.92,5,1001.92,0,0,104.58
62,5,1000.34,5,1000.34,3,0,104.559
63,5,996.939,5,996.939,0,0,104.538
64,5,996.939,5,997.312,4,3,104.517
65,5,991.41,5,991.41,0,1,104.496
66,4,1163.86,4,1163.86,1,1,104.475
67,4,1163.86,4,1194.92,2,1,104.454
68,4,1152.28,4,1152.28,2,0,104.433
69,4,1148.14,4,1148.14,0,3,104.412
70,4,1104.41,4,1104.41,2,0,104.391
71,4,1104.41,4,1104.41,2,3,104.371
