iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,temp
0,10,1271.39,10,1271.39,0,0,115.639
1,8,1110.58,8,1110.58,1,1,115.616
2,8,1078.37,8,1078.37,0,0,115.592
3,6,1075.63,6,1075.63,1,1,115.569
4,5,937.736,5,937.736,2,1,115.546
5,5,935.786,5,935.786,3,1,115.523
6,5,935.786,5,936.265,0,3,115.5
7,5,907.409,5,907.409,2,0,115.477
8,5,907.409,5,914.787,0,0,115.454
9,5,901.171,5,901.171,3,1,115.431
10,5,894.885,5,894.885,2,1,115.408
11,5,851.236,5,851.236,2,1,115.385
12,5,851.236,5,851.236,1,1,115.361
13,4,777.312,4,777.312,1,2,115.338
14,4,777.312,4,877.074,1,0,115.315
15,4,777.312,4,866.889,4,1,115.292
16,4,777.312,4,866.889,4,1,115.269
17,4,777.312,4,866.889,0,2,115.246
18,4,777.312,4,866.889,1,0,115.223
19,4,777.312,4,825.12,2,1,115.2
20,4,777.312,4,843.599,1,2,115.177
21,4,777.312,4,843.599,1,0,115.154
22,4,777.312,4,843.599,3,3,115.131
23,4,777.312,4,843.599,4,3,115.108
24,4,777.312,4,835.396,3,1,115.085
25,4,777.312,4,835.396,2,3,115.062
26,4,777.312,4,863.681,1,0,115.039
27,4,777.312,4,852.743,1,3,115.016
28,4,777.312,4,852.743,1,0,114.993
29,4,777.312,4,839.887,4,2,114.97
30,4,777.312,4,839.887,3,1,114.947
31,4,777.312,4,839.887,3,3,114.924
32,4,777.312,4,839.887,1,2,114.901
33,4,777.312,4,870.111,3,3,114.878
34,4,777.312,4,870.111,4,1,114.855
35,4,777.312,4,883.314,0,0,114.832
36,4,777.312,4,882.538,3,2,114.809
37,4,777.312,4,872.542,0,3,114.786
38,4,777.312,4,872.542,1,2,114.763
39,4,777.312,4,865.133,0,1,114.74
40,4,777.312,4,817.876,2,2,114.717
41,4,777.312,4,817.876,0,3,114.694
42,4,777.312,4,817.876,1,2,114.671
