iter,best_veh,best_dist,curr_veh,curr_dist,d_op,r_op,temp
0,12,1569.73,12,1569.73,2,0,122.818
1,12,1458.24,12,1458.24,0,2,122.794
2,12,1447.39,12,1447.39,3,1,122.769
3,12,1433.96,12,1433.96,4,1,122.745
4,12,1346.95,12,1346.95,2,3,122.72
5,10,1500.28,10,1500.28,1,1,122.696
6,10,1500.28,10,1538.35,1,2,122.671
7,10,1458.1,10,1458.1,4,1,122.647
8,10,1434.63,10,1434.63,3,0,122.622
9,10,1412.18,10,1412.18,1,3,122.598
10,10,1412.18,10,1412.18,1,3,122.573
11,10,1412.18,10,1412.18,1,3,122.549
12,10,1390.75,10,1390.75,1,3,122.524
13,10,1390.75,10,1390.75,2,0,122.5
14,10,1326.98,10,1326.98,2,1,122.475
15,10,1326.98,10,1357.7,1,0,122.451
16,10,1326.98,10,1354.48,3,2,122.426
17,10,1255.17,10,1255.17,2,2,122.402
18,10,1251.21,10,1251.21,3,2,122.377
19,10,1248.65,10,1248.65,3,0,122.353
20,10,1248.65,10,1248.65,1,0,122.328
21,10,1248.65,10,1263.49,0,2,122.304
22,10,1248.65,10,1298,1,0,122.279
23,10,1248.65,10,1265.63,2,1,122.255
24,10,1248.65,10,1261.74,2,0,122.23
25,10,1248.65,10,1290.66,3,2,122.206
26,10,1248.65,10,1262.86,0,1,122.181
27,10,1248.65,10,1262.86,0,0,122.157
28,10,1248.65,10,1264.41,3,3,122.133
29,10,1248.65,10,1257.6,0,1,122.108
30,10,1248.65,10,1256.56,3,3,122.084
31,10,1236.25,10,1236.25,2,2,122.059
32,10,1232.5,10,1232.5,3,0,122.035
33,10,1232.5,10,1248.91,3,0,122.01
34,10,1232.5,10,1270.83,2,3,121.986
35,10,1232.5,10,1270.83,4,1,121.962
36,10,1232.5,10,1234.72,2,3,121.937
37,10,1232.5,10,1259.4,4,2,121.913
38,10,1232.5,10,1257.94,0,1,121.888
39,10,1232.5,10,1257.94,4,3,121.864
40,10,1232.5,10,1253.52,3,2,121.84
41,10,1232.5,10,1253.52,3,0,121.815
42,10,1232.5,10,1253.52,1,0,121.791
43,10,1232.5,10,1253.52,1,0,121.767
